bin,stage,method,1_completeness_arc,1_contamination_arc,1_completeness_bac,1_contamination_bac,2_completeness,2_contamination,2_num_markers,3_completeness,3_contamination,coding_density,knn_score,taxonomy,taxonomy_level,notes
s9__Otu85.0__X__Otu76.0__c90__k10__order,3,markers + neural network,0.47826087,0.08695652,0.9074074,0.083333336,0.9052312712564077,0.11335436703654869,634.0,0.9133158442054589,0.11437930799364429,0.0010012742004106422,0.51414484,Flavobacteriaceae,family,
s0__Otu473__X__Otu2446__c90__k20__genus,2,markers,0.5,0.42753622,0.9814815,0.6111111,0.9712528673744392,0.6840727816550349,1003.0,0.9491944089715709,0.27158547544884304,0.0017870133799297394,0.33241922,Vibrionaceae,family,
s2__Otu235.0__X__Otu183.1__c90__k5__genus,2,markers,0.5,0.3043478,0.962963,0.2777778,0.96965154858626,0.4365290452573652,751.0,0.9568354762420133,0.23665875730234376,0.001891477180750526,0.39268684,Marinobacter,genus,
s6__Otu83__X__Otu605__c90__k5__phylum,3,markers + neural network,0.47826087,0.16666667,0.9907407,0.25,0.9548361067005771,0.25410146736126726,834.0,0.9429343507976782,0.23538345034882144,0.0016238729925365212,0.50834215,Planococcus,genus,
s5__RNODE_137_length_1431_cov_4.57559__X__RNODE_532_length_1573_cov_5.21419__c90__k15__species,1,rejected,0.0,0.0,0.0,0.0,0.004694835680751174,0.0,213.0,0.6071869060246088,0.0,0.0012715712988192551,0.013834508,Bacteria,superkingdom,
s8__RNODE_367_length_2322_cov_4.57652__X__RNODE_60_length_1811_cov_3.41811__c75__k15__species,1,rejected,0.0,0.0,0.0,0.0,0.005555555555555556,0.0,360.0,0.6074637155270232,0.0,0.00018055430170623815,0.032913793,Gammaproteobacteria,class,
s5__Otu42.0__X__Otu2227.0__c90__k20__family,2,markers,0.48550725,0.4057971,1.0,0.5185185,0.9670571010248902,0.5309907122901034,683.0,0.9450941009571218,0.2775310827751105,0.0012211512892352746,0.4006358,Flavobacteriaceae,family,
s5__Otu172.0__X__Otu122.0__c60__k2__family,2,markers,0.442029,0.2753623,0.8333333,0.2962963,0.8329056044756356,0.3135028386520127,885.0,0.7528362383445796,0.2864456799377483,0.0023278197708877374,0.4058804,Rhodobacterales,order,
s3__Otu1957.0__X__Otu751.0__c75__k15__family,2,markers,0.44927537,0.2753623,0.8796296,0.49074075,0.9277372262773723,0.6121411400119754,685.0,0.898613652111103,0.2737225341689178,0.0017480189687370904,0.3543657,Flavobacteriaceae,family,
s9__Otu235.0__X__Otu331.0__c75__k15__genus,2,markers,0.44927537,0.18115942,0.8981481,0.2037037,0.7971309605703214,0.30983387654391986,883.0,0.7150905470883442,0.27119198282892715,0.0015193541062144664,0.39957753,Marinobacter,genus,
s8__Otu232.0__X__Otu2441.1__c60__k2__order,3,markers + neural network,0.3768116,0.1884058,0.7592593,0.1388889,0.8006108015913018,0.26689708141321045,651.0,0.7268934455806967,0.25656623901234693,0.0017585798993340837,0.43453664,Flavobacterium,genus,
s6__Otu497.1__X__Otu429.0__c90__k10__genus,2,markers,0.4710145,0.21014492,0.962963,0.32407406,0.9813374805598756,0.4015810953143225,643.0,0.9789454696224422,0.26311588514643747,0.0015328843923617965,0.4463948,Flavobacterium,genus,
s1__Otu261__X__Otu139__c60__k15__class,2,markers,0.39855072,0.1884058,0.7222222,0.22222222,0.8024372962022401,0.32605378215307407,1289.0,0.7084559193491625,0.299689482021289,0.0019523361124172383,0.3995907,Vibrio,genus,
s3__Otu245.0__X__Otu316.0__c90__k10__family,2,markers,0.47826087,0.2536232,0.9722222,0.37037036,0.9403135447292299,0.37637111449639604,659.0,0.9267225249853822,0.2620658269820828,0.00123007022907564,0.40129945,Flavobacteriaceae,family,
s7__Otu1182__X__Otu2239__c60__k2__order,3,markers + neural network,0.3478261,0.13768116,0.6203704,0.21296297,0.7204106427621151,0.17115940702134286,690.0,0.6647004623721697,0.2250390285206051,0.0020275564720217453,0.4467681,Streptococcus,genus,
s5__Otu1111__X__Otu404.0__c60__k15__class,2,markers,0.44927537,0.3478261,0.8888889,0.537037,0.8771469963921441,0.5631535424126519,1440.0,0.8275743056437166,0.2819547878741759,0.0021499409997660273,0.3483325,Vibrio,genus,
s8__Otu870__X__Otu1038__c60__k2__family,3,markers + neural network,0.39130434,0.11594203,0.7777778,0.17592593,0.7695393058824243,0.2573757763975155,644.0,0.6775156693709004,0.26630367073862454,0.0018389362932348951,0.4174585,Chlorobiaceae,family,
s2__Otu255__X__Otu873.1__c90__k2__phylum,3,markers + neural network,0.49275362,0.10869565,0.9259259,0.06481481,0.9318141608155945,0.10713780740106901,1333.0,0.9257948128025961,0.10192092430288607,0.0012911873975891886,0.6105831,Shewanella,genus,
s3__Otu186.0__X__Otu229.0__c75__k10__family,3,markers + neural network,0.34057972,0.08695652,0.7777778,0.09259259,0.7964985651600642,0.13812530723083702,1188.0,0.7420394930721602,0.17587104037401077,0.0010940154692456665,0.52159697,Alteromonas,genus,
s2__Otu248.0__X__Otu183.1__c75__k20__genus,2,markers,0.4710145,0.36956522,0.9351852,0.49074075,0.9144857947819818,0.5975797038432981,726.0,0.9052008006342147,0.2539048085687271,0.002277788698386849,0.30997202,Marinobacter,genus,
s2__Otu23__X__Otu1132__c90__k2__family,3,markers + neural network,0.5072464,0.13768116,1.0,0.074074075,1.0,0.06164154359443703,995.0,1.0,0.03214679057223259,0.0012636188751722747,0.62365323,Vibrio,genus,
s6__Otu176.0__X__Otu87.0__c60__k5__order,3,markers + neural network,0.29710144,0.07971015,0.5648148,0.0,0.660541586073501,0.030947775628626693,517.0,0.6464768340660332,0.049893408568935156,0.0012342681091766703,0.43184224,Gammaproteobacteria,class,
s6__RNODE_127_length_1885_cov_8.56361__X__RNODE_67_length_1419_cov_2.86686__c75__k2__species,1,rejected,0.0,0.0,0.0,0.0,0.011695906432748537,0.0,171.0,0.6086694121677435,0.0,0.0006634819532908704,0.034494575,Bacteria,superkingdom,
s8__Otu186.0__X__Otu394.1__c60__k2__genus,3,markers + neural network,0.5072464,0.10144927,1.0,0.055555556,0.9987288135593221,0.055444271281614145,1180.0,1.0,0.020127851130313512,0.001206903178690856,0.71935135,Alteromonas,genus,
s4__RNODE_462_length_1528_cov_6.07822__X__RNODE_67_length_1419_cov_2.86686__c90__k2__species,1,rejected,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,78.0,0.6089381793400096,0.0,6.493928177154361e-05,0.032282595,-,-,
s4__Otu2189__X__Otu1022__c60__k15__species,2,markers,0.8115942,0.33333334,0.4537037,0.30555555,0.8488947417307483,0.5662885469499891,573.0,0.7933288261361477,0.29176702294856666,0.0022259400521214045,0.3440293,Methanococcales,order,
s0__Otu520.0__X__Otu172.0__c60__k20__class,2,markers,0.38405797,0.16666667,0.7222222,0.2037037,0.7881416767641676,0.3286334056399132,461.0,0.7259515100992432,0.2406377362315624,0.0016537063895147523,0.33225444,Alphaproteobacteria,class,
s8__Otu232.0__X__Otu810.0__c60__k15__genus,2,markers,0.41304347,0.26811594,0.75,0.2685185,0.8495570084581343,0.46426198965687293,602.0,0.7709998552042943,0.2875776209335676,0.001786822822885581,0.38130647,Flavobacterium,genus,
s8__Otu110.0__X__Otu215.0__c90__k5__family,3,markers + neural network,0.46376812,0.123188406,0.8981481,0.14814815,0.9254253948772991,0.17442442060590865,666.0,0.9193085810231463,0.18904688230518418,0.001150286920829089,0.5618523,Flavobacteriaceae,family,
s6__Otu238.0__X__Otu1446.0__c60__k5__phylum,3,markers + neural network,0.2536232,0.04347826,0.49074075,0.037037037,0.6387259075391731,0.08781869688385269,706.0,0.6343704212833887,0.1243113190648032,0.0012320911624592403,0.42423654,Flavobacteriaceae,family,
s6__Otu30.0__X__Otu1248__c60__k5__order,3,markers + neural network,0.5,0.21014492,1.0,0.1388889,1.0,0.1103448275862069,435.0,1.0,0.1129595048274259,0.0014466618981896578,0.5542516,Gammaproteobacteria,class,
s6__Otu79.1__X__Otu183.0__c60__k10__family,2,markers,0.39855072,0.19565217,0.7407407,0.23148148,0.7956972939627511,0.30250849042619976,1120.0,0.6952993430603737,0.28000380676398,0.0018121973496010616,0.41766366,Alteromonas,genus,
s3__Otu160__X__Otu2304__c90__k15__phylum,2,markers,1.0,0.3188406,0.5462963,0.19444445,1.0,0.30195531254321073,565.0,1.0,0.26361906097443993,0.0014482709599459786,0.51516366,Thermococcaceae,family,
s8__Otu23__X__Otu289__c90__k20__family,2,markers,0.5,0.32608697,0.9814815,0.32407406,0.9332313965341489,0.4185354872459544,981.0,0.9033593835869704,0.29072526959631456,0.0014534044603652697,0.38717803,Vibrio,genus,
s2__Otu1900__X__Otu1448__c60__k20__family,2,markers,0.8405797,0.3478261,0.46296296,0.17592593,0.8463541865348816,0.5262044668197632,512.0,0.7787390713137347,0.303912596836225,0.0017907451909910858,0.3321403,Methanosarcinaceae,family,
s7__RNODE_544_length_1578_cov_361.93923__X__RNODE_532_length_1573_cov_5.21419__c90__k10__species,1,rejected,0.0,0.0,0.0,0.0,0.004694835680751174,0.0,213.0,0.6074397671171304,0.0,0.0001166384790342334,0.023962071,Bacteria,superkingdom,
s8__Otu6__X__Otu1541__c90__k10__order,3,markers + neural network,0.49275362,0.11594203,0.9166667,0.12962963,0.9091327036027428,0.16346596446336234,973.0,0.8930412868629322,0.22351397004920634,0.0014028019707853874,0.58842653,Staphylococcus,genus,
s0__Otu2290.0__X__Otu85.0__c75__k5__family,3,markers + neural network,0.4347826,0.20289855,0.8148148,0.25925925,0.8524223918221762,0.22469721548553515,633.0,0.8186804912473244,0.2243663008873492,0.001352322625808118,0.4692321,Flavobacteriaceae,family,
s2__Otu23__X__Otu1620__c90__k20__genus,2,markers,0.5072464,0.4347826,1.0,0.5555556,1.0,0.5285932339303862,984.0,0.994210456121854,0.28449040971520817,0.0014836581745757067,0.37105665,Vibrio,genus,
s1__Otu44.0__X__Otu76.0__c75__k2__order,3,markers + neural network,0.442029,0.1594203,0.8240741,0.21296297,0.8678124427795411,0.23723959922790527,640.0,0.8457174895850931,0.2226589622771513,0.0013950842405553632,0.46351567,Tenacibaculum,genus,
s4__Otu72.0__X__Otu520.0__c60__k2__family,3,markers + neural network,0.39855072,0.04347826,0.7962963,0.018518519,0.679078057471742,0.023404255319148935,470.0,0.6632572119184803,0.015558190814292945,0.0011270358445194095,0.44512308,Hyphomicrobiales,order,
s5__Otu1142.0__X__Otu232.0__c60__k15__species,2,markers,0.39130434,0.1884058,0.8240741,0.2962963,0.8164966654333269,0.33178054620020137,644.0,0.7297454526908345,0.27413854905371404,0.0015265969170072987,0.40200338,Flavobacterium,genus,
s3__Otu523__X__Otu384.0__c75__k15__class,2,markers,0.442029,0.24637681,0.8981481,0.2962963,0.9289761148611518,0.4533718596589244,853.0,0.901931581056407,0.26686557857426874,0.0019084247324274231,0.4094068,Erythrobacteraceae,family,
s8__Otu1062.0__X__Otu842.0__c60__k10__genus,2,markers,0.4057971,0.28985506,0.7777778,0.2685185,0.8234392438616072,0.4080423022073413,630.0,0.758702554238753,0.28636571471759975,0.001768259894767752,0.3656529,Flavobacteriaceae,family,
s4__Otu230.1__X__Otu664.0__c75__k20__phylum,2,markers,0.4710145,0.42028984,0.9259259,0.5277778,0.9383332994249132,0.7450578477647569,720.0,0.9378758198662824,0.2696317108017594,0.0017806470774295376,0.2921881,Flavobacteriaceae,family,
s0__Otu79.0__X__Otu570.0__c60__k2__family,3,markers + neural network,0.26086956,0.08695652,0.537037,0.046296295,0.6431153428819445,0.0762116427951389,1125.0,0.6158421676290599,0.10648267699048572,0.0013582672302682533,0.45972013,Alteromonas,genus,
s0__RNODE_60_length_1811_cov_3.41811__X__RNODE_114_length_10406_cov_5.47746__c90__k20__species,1,rejected,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.6063994728903395,0.0,0.000785910763405137,0.0,Bacteria,superkingdom,
s0__Otu520.0__X__Otu1780__c75__k15__phylum,2,markers,0.39855072,0.23913044,0.8055556,0.2777778,0.8708971553610503,0.4905178812974391,457.0,0.8064076576974537,0.25466926353505526,0.0018805671924978801,0.30659586,Hyphomicrobiales,order,
s3__Otu73__X__Otu107__c90__k5__family,3,markers + neural network,0.5,0.23188406,0.962963,0.17592593,0.9587968007848703,0.21531730984183126,1079.0,0.9511127621117897,0.18817799597295487,0.0015249019217713163,0.49955037,Vibrio,genus,
s0__Otu47.0__X__Otu40.0__c60__k20__species,2,markers,0.49275362,0.557971,0.962963,0.9722222,0.8925619834710744,0.8842975206611571,121.0,0.8835073427924363,0.3548864149883643,0.0008287290975920186,0.11293305,Bacteria,superkingdom,
s9__Otu1182__X__Otu722__c60__k2__class,3,markers + neural network,0.42753622,0.13043478,0.8055556,0.22222222,0.8229166666666666,0.28506942325168183,720.0,0.7604106101248354,0.26296999773007407,0.002482731514713747,0.4332513,Streptococcus,genus,
s8__Otu404.0__X__Otu1969__c75__k10__class,2,markers,0.46376812,0.23913044,0.8518519,0.4814815,0.8456733884933444,0.3711151736745887,547.0,0.7605098236040622,0.24797429068948187,0.001496304257475781,0.35600433,Gammaproteobacteria,class,
s2__Otu40.0__X__Otu61.1__c75__k20__order,3,markers + neural network,0.49275362,0.06521739,0.962963,0.11111111,1.0,0.14669421487603307,242.0,1.0,0.21469383266921385,0.0010873398873734131,0.4876898,Pseudomonadota,phylum,
s7__Otu128__X__Otu1386__c75__k5__species,2,markers,0.48550725,0.2173913,0.8703704,0.19444445,0.8742360705549189,0.31215324455659377,709.0,0.8452643145425957,0.25630916138587173,0.0015662718321092267,0.39192328,Gammaproteobacteria,class,
s4__Otu800.0__X__Otu116.0__c60__k15__order,3,markers + neural network,0.38405797,0.10869565,0.7037037,0.11111111,0.7069152139574048,0.183684486624101,617.0,0.6537111119662242,0.24041180061229572,0.0013614168654208282,0.38328195,Gammaproteobacteria,class,
s6__Otu53.0__X__Otu72.0__c90__k15__family,3,markers + neural network,0.48550725,0.22463769,0.9074074,0.25,0.9018595041322314,0.17045454545454544,484.0,0.8911863993892593,0.1727040395186776,0.001093658597847605,0.4588125,Hyphomicrobiales,order,
s0__Otu726__X__Otu1300__c60__k10__order,2,markers,0.42753622,0.2753623,0.7962963,0.3611111,0.8361702751588042,0.4265102882629264,1407.0,0.7530094599430451,0.30061354814397595,0.0023923781646237635,0.38186416,Serratia,genus,
s2__Otu60.0__X__Otu64.0__c90__k20__family,2,markers,0.48550725,0.33333334,0.8518519,0.3425926,0.9290890900985055,0.3718944099378882,322.0,0.9151144009959455,0.22710984206644794,0.0013668453994728031,0.33139536,Desulfobacterales,order,
s9__Otu497.1__X__Otu852.0__c60__k20__phylum,3,markers + neural network,0.35507247,0.13768116,0.7407407,0.1388889,0.8181203681731892,0.2740691235503675,642.0,0.7651277054303925,0.24509473870925638,0.0014654609151475327,0.42752388,Flavobacterium,genus,
s2__Otu90.0__X__Otu1332.0__c90__k15__genus,2,markers,0.48550725,0.2826087,0.9722222,0.23148148,0.9571167883211679,0.37013383851434195,548.0,0.9539501139005954,0.2608813318807391,0.0014614718739185929,0.4157386,Alphaproteobacteria,class,
s3__Otu160__X__Otu687__c90__k5__phylum,3,markers + neural network,1.0,0.13043478,0.5277778,0.083333336,1.0,0.09922756528259385,561.0,1.0,0.09854406891389567,0.0013059704359022028,0.66052127,Thermococcaceae,family,
s8__Otu404.0__X__Otu1057__c60__k20__order,2,markers,0.41304347,0.23913044,0.8055556,0.32407406,0.8010528517430663,0.38007188982148016,649.0,0.7151402025736471,0.2619025105615998,0.0016224767144038172,0.33346462,Gammaproteobacteria,class,
s1__Otu42.0__X__Otu168.0__c75__k2__family,2,markers,0.45652175,0.13768116,0.8703704,0.1574074,0.8959332507823519,0.3540197461212976,709.0,0.8617594344446899,0.2525502468846464,0.0015958281652785355,0.42150858,Flavobacteriaceae,family,
s5__Otu239.0__X__Otu292.0__c90__k5__phylum,3,markers + neural network,0.48550725,0.16666667,0.9444444,0.10185185,0.9279437609841827,0.10735207743720136,569.0,0.9257684384374985,0.13582460450601547,0.0012998094829205463,0.5144999,Gammaproteobacteria,class,
s5__RNODE_337_length_8771_cov_5.18162__X__RNODE_90_length_1469_cov_9.25017__c60__k15__species,1,rejected,0.0,0.0,0.0,0.0,0.006134969325153374,0.0,163.0,0.6077187354054765,0.0,0.00012112586491437915,0.02475447,Bacteria,superkingdom,
s6__Otu13.0__X__Otu662__c90__k20__order,2,markers,0.5,0.36231884,1.0,0.4814815,1.0,0.42139803708254636,546.0,1.0,0.2523971276398738,0.0015587326717810231,0.42347968,Gammaproteobacteria,class,
s4__Otu271__X__Otu1337__c75__k15__order,3,markers + neural network,0.47826087,0.21014492,0.8425926,0.17592593,0.8868501529051988,0.26783894763444904,327.0,0.8741565610763615,0.13625779132764942,0.001509439379018768,0.31228188,Eubacteriales,order,
s6__Otu352.0__X__Otu352.1__c60__k20__family,2,markers,0.44927537,0.26811594,0.8611111,0.41666666,0.8638628903207749,0.4532710280373832,642.0,0.817001880087247,0.2646699953917873,0.0018958996217806328,0.32246256,Oceanospirillaceae,family,
s0__Otu9__X__Otu1002.0__c75__k20__order,2,markers,0.48550725,0.38405797,1.0,0.5277778,1.0,0.5588888765585543,495.0,0.985267243373736,0.28948384464170457,0.0014019817667571945,0.3891252,Campylobacterales,order,
s4__Otu157.0__X__Otu86.0__c90__k10__order,3,markers + neural network,0.39855072,0.13768116,0.8240741,0.12962963,0.9192238267148014,0.16419307190014854,831.0,0.9093388755997394,0.1782886340089858,0.0013504855343674657,0.5293246,Halomonas,genus,
s4__RNODE_367_length_2322_cov_4.57652__X__RNODE_528_length_4221_cov_4.74329__c60__k5__species,1,rejected,0.0,0.0,0.0,0.0,0.012345679012345678,0.0,81.0,0.608328524086968,0.0,0.00020156210632401108,0.045830574,-,-,
s9__Otu1607__X__Otu1876__c60__k15__genus,2,markers,0.442029,0.29710144,0.8240741,0.30555555,0.8654195396132948,0.579356843624973,1156.0,0.8284896404841926,0.27478976888333945,0.0023435175311005848,0.3158069,Pseudomonas,genus,
