assembly	accession	organism	kingdom	gtdb_phylum	split	leakage_free	mock1_pct	n_contigs	bin_bp	bin_n50	ref_len	true_completeness	true_contamination	true_contamination_upper	magicc_completeness	magicc_contamination	checkm2_completeness	checkm2_contamination	cocopye_completeness	cocopye_contamination	deepcheck_completeness	deepcheck_contamination
illumina	GCA_000015805.1	Pyrobaculum calidifontis	Archaea	Thermoproteota	val	False	2.5449546574683057	291	1987624	11712	2009313	98.721105	0.018215	0.293782	99.96415	0.28595626	94.91	1.08	100.0	2.19367180698116	92.71476745605467	2.0149013996124268
illumina	GCA_001639275.1	Methanobrevibacter oralis DSM 7256	Archaea	Methanobacteriota	none	True	0.7611079349437925	309	2128802	34807	2140433	98.154159	0.0	0.334091	99.85077	1.4481366	99.81	0.53	98.4320348996763	0.0	99.0734405517578	-0.0910341739654541
illumina	GCA_000020225.1	Akkermansia muciniphila	Bacteria	Verrucomicrobiota	test	True	0.9075135785424312	329	2625816	15083	2664102	98.06081	0.240944	0.47577	99.78383	0.9131551	95.8	2.38	100.0	3.3027376351873903	95.79059600830078	1.131226897239685
illumina	GCA_002952055.1	Desulfobulbus oralis	Bacteria	Desulfobacterota	train	False	7.350049552255035	133	2722933	114398	2774417	98.055664	0.0	0.085748	99.93039	2.186066	99.99	0.2	97.22797950818509	0.0	98.38435363769533	0.0970847904682159
illumina	GCA_000020465.1	Chlorobium limicola	Bacteria	Bacteroidota	val	False	2.320980079770457	140	2710497	113713	2763181	97.834199	0.005175	0.240122	99.87691	5.3189964	100.0	0.18	100.0	0.0	99.71327209472656	-0.3486037254333496
illumina	GCA_003019295.1	Fusobacterium nucleatum subsp. nucleatum	Bacteria	Fusobacteriota	train	False	2.808871546527448	63	2134078	126011	2180101	97.732215	0.0	0.063346	99.583725	1.6105801	100.0	0.08	100.0	0.0	99.53279876708984	-0.2994939684867859
illumina	GCA_000009705.1	Trichormus sp000009705	Bacteria	Cyanobacteria	train	False	1.3714630261137666	1110	7059270	11950	7211789	97.70688	0.00183	0.310131	99.75568	0.59102774	99.85	2.06	99.40244868508726	0.09031867479715	95.83380126953124	1.106279373168945
illumina	GCA_000007565.2	Pseudomonas putida	Bacteria	Proteobacteria (g)	none	True	1.4824978587194015	567	6048510	22811	6181873	97.350269	0.157913	0.371231	99.9435	0.43700933	99.99	2.47	100.0	0.67560822741424	97.16757202148438	0.3007300198078155
illumina	GCA_000156375.1	Desulfovibrio piger	Bacteria	Desulfobacterota_I	none	True	4.387852857703976	498	2790031	9680	2867216	96.955304	0.083077	0.671453	99.964554	1.0856658	97.34	3.22	100.0	6.51087502225275	93.37532043457033	0.7808692455291748
illumina	GCA_000196135.1	Wolinella succinogenes	Bacteria	Campylobacterota	train	False	0.6560466917797272	422	2048263	8451	2110355	96.676815	0.017343	0.402065	99.83426	0.29614866	88.33	2.26	100.0	4.38322762646727	90.77507019042967	1.207969307899475
illumina	GCA_000009145.1	Nitrosomonas europaea	Bacteria	Proteobacteria (g)	none	True	5.683429495108962	190	2718831	46535	2812094	96.661527	0.0	0.118951	92.08766	0.25526285	100.0	0.39	100.0	0.0	97.84259033203124	0.171498954296112
illumina	GCA_000008185.1	Treponema denticola	Bacteria	Spirochaetota	train	False	1.267464756251801	661	2761916	7367	2843201	96.646702	0.081985	0.574177	99.66502	0.4310876	84.14	5.0	99.48780560315252	11.28227242533161	90.15640258789062	4.55151891708374
illumina	GCA_000018865.1	Chloroflexus aurantiacus	Bacteria	Chloroflexota	val	False	0.2032657270148536	1257	5077173	7677	5258541	96.534875	0.001978	0.498332	99.8026	0.18011332	92.21	2.26	100.0	4.10552640502439	91.08991241455078	1.14767324924469
illumina	GCA_000007185.1	Methanopyrus kandleri	Archaea	Methanobacteriota_A	train	False	0.2102064650380613	557	1637832	5380	1694969	96.115386	0.011328	0.636885	99.35243	0.85174143	82.53	0.21	89.3441905111282	16.519968036770997	81.74209594726562	0.2254374325275421
illumina	GCA_000016545.1	Caldicellulosiruptor saccharolyticus	Bacteria	Firmicutes_A	none	True	0.8910815662438224	256	2858249	56188	2970275	95.769584	0.032017	0.268864	99.8752	2.776724	99.99	0.12	100.0	0.0	99.00897979736328	0.566247820854187
illumina	GCA_000008665.1	Archaeoglobus fulgidus	Archaea	Halobacteriota	train	False	1.168267837618576	778	2088106	4443	2178400	95.395152	0.004453	0.708502	99.94281	0.3001094	82.31	1.81	99.34924587951387	4.74600136876683	80.53964233398438	2.759317398071289
illumina	GCA_000016785.1	Thermotoga petrophila	Bacteria	Thermotogota	train	False	6.950263060905706	35	1740012	273983	1823511	95.340198	0.00669	0.045133	99.84474	0.9296119	99.71	0.4	98.7065218736882	0.70385314710602	96.67975616455078	0.1928307116031646
illumina	GCA_000019085.1	Thermoanaerobacter pseudethanolicus	Bacteria	Firmicutes_A	train	False	2.4816006004718845	127	2256024	81903	2362816	95.227686	0.0	0.113382	99.72218	0.28963983	100.0	0.43	99.65349718443922	0.0	99.85192108154295	0.2693861722946167
illumina	GCA_000010505.1	Porphyromonas gingivalis	Bacteria	Bacteroidota	train	False	2.17006694673482	216	2238637	45076	2354886	94.903532	0.0	0.19381	99.95269	0.2298832	99.99	0.05	100.0	0.07091614480351	98.95964050292967	-0.2379104495048523
illumina	GCA_000015125.1	Chlorobium phaeobacteroides	Bacteria	Bacteroidota	test	True	0.6902618012215004	370	2961328	40812	3133902	94.521718	0.0	0.261655	99.83114	2.5775223	99.98	0.26	100.0	0.0	99.3836669921875	0.2579070627689361
illumina	GCA_000012825.1	Phocaeicola vulgatus	Bacteria	Bacteroidota	none	True	0.4692441753857262	1659	4840447	4956	5163189	93.062892	0.10232	0.754921	99.93458	0.25568306	90.72	4.72	99.0216464299458	14.155401106608853	86.18585205078125	2.6852846145629883
illumina	GCA_000020325.1	Sulfurihydrogenibium sp000020325	Bacteria	Aquificota	train	False	0.6921505889417947	646	1706579	4543	1838442	92.134862	0.003318	0.700321	97.49176	4.9046607	88.22	1.42	100.0	9.682789221212431	89.90060424804688	2.5888614654541016
illumina	GCA_000006805.1	Halobacterium salinarum	Archaea	Halobacteriota	val	False	2.5322931915107527	93	2367526	375782	2571010	91.384436	0.002373	0.614739	99.62334	0.81619024	99.69	0.01	100.0	0.0	97.99746704101562	-0.2266071736812591
illumina	GCA_000021665.1	Shewanella baltica OS223	Bacteria	Proteobacteria (g)	none	True	2.536452317303562	1910	5059072	5796	5358884	90.34855	0.002183	0.668106	99.9006	0.22263229	93.98	7.49	94.1870532317765	15.774073675697458	89.7995376586914	4.891441822052002
illumina	GCA_000007985.2	Geobacter sulfurreducens	Bacteria	Desulfobacterota	train	False	0.5871731729158559	2592	3420389	1995	3814128	88.516563	0.085393	1.425227	90.83265	0.8164108	81.58	4.06	97.77072569111112	19.87796043735482	67.7202377319336	4.966926097869873
illumina	GCA_000011585.1	Methanococcus maripaludis	Archaea	Methanobacteriota_A	train	False	0.4596159247507687	684	1444976	3909	1661137	85.948781	0.0	0.973911	84.11908	0.176844	63.97	2.27	84.59093598812245	16.699103611290482	59.95146179199219	1.9761751890182493
illumina	GCA_000015865.1	Ruminiclostridium thermocellum	Bacteria	Firmicutes_A	train	False	0.2688448965555986	2534	3303258	1971	3843301	84.94081	0.004475	1.299846	88.58583	0.80480874	79.65	5.84	96.40876520598738	20.20612898475232	71.03955841064453	4.406473159790039
illumina	GCA_000013645.1	Paraburkholderia xenovorans	Bacteria	Proteobacteria (g)	none	True	0.5751132729787753	8288	7857234	1348	9731138	79.260863	0.182887	1.870778	86.090454	1.7875671	68.1	8.51	90.7116909470926	18.99685878205187	61.064483642578125	4.797020435333252
illumina	GCA_000016065.1	Shewanella loihica	Bacteria	Proteobacteria (g)	train	False	0.55325101249311	3816	3592004	1404	4602594	76.728688	0.037805	1.622368	80.58449	0.5952567	57.31	1.46	86.08269069661422	25.97250346410917	57.02080154418945	2.9998273849487305
illumina	GCA_000022325.1	Caldicellulosiruptor bescii	Bacteria	Firmicutes_A	none	True	0.214992735486677	1525	2249185	2440	2931662	75.668477	0.079307	1.099308	80.31328	0.45562088	67.63	2.5	90.79308332229246	19.13030885122624	72.97066497802734	4.935406684875488
illumina	GCA_000022565.1	Acidobacterium capsulatum	Bacteria	Acidobacteriota	train	False	0.1997803218085485	4065	3091985	1025	4127356	73.235069	0.160345	2.041113	72.75811	0.36244392	54.67	1.63	88.03636014340219	23.05230529312579	49.549346923828125	3.039870500564575
illumina	GCA_000011065.1	Bacteroides thetaiotaomicron	Bacteria	Bacteroidota	none	True	0.3235098144670962	6577	3934068	746	6293399	60.778126	0.039327	2.022151	63.04671	0.15745759	48.22	2.56	75.05914569966359	26.255313172280808	34.1026496887207	1.3241764307022097
illumina	GCA_000018265.1	Micromonospora arenicola	Bacteria	Actinobacteriota	none	True	0.3905638725665548	6136	3537071	711	5786361	57.564262	0.485175	3.386256	58.174675	1.2652099	40.5	3.26	71.4978246991131	21.36791444008738	42.36696243286133	5.011559963226318
illumina	GCA_000017325.1	Shewanella baltica	Bacteria	Proteobacteria (g)	train	False	1.3566218977486435	1557	2351594	3053	5312910	43.186333	0.004461	0.609647	50.718338	0.04864037	37.52	0.76	56.55681493114552	3.2863508675021103	24.338632583618164	0.2798974514007568
illumina	GCA_000008565.1	Deinococcus radiodurans	Bacteria	Deinococcota	train	False	0.6198437959638331	2957	1442951	574	3284156	42.200127	0.201148	1.905908	50.761196	1.04388	22.82	0.41	62.193002369704764	17.2640590339362	20.99942779541016	0.6535567045211792
illumina	GCA_000021645.1	Dictyoglomus turgidum	Bacteria	Dictyoglomota	val	False	0.6857645825164118	1683	713680	463	1855560	36.951109	0.018754	1.714307	51.159367	0.025719404	19.69	1.56	64.03128088517175	12.3118199451584	17.414079666137695	0.7328525185585022
illumina	GCA_000016425.1	Micromonospora tropica	Bacteria	Actinobacteriota	train	False	0.4909911943102475	3704	1495334	424	5183331	26.587459	0.393164	2.22085	50.35957	1.1503994	21.98	3.72	61.07383099411465	7.296327888308959	14.391719818115234	0.5390011072158813
illumina	GCA_000172575.2	Enterococcus faecalis	Bacteria	Firmicutes	none	True	0.1523040304414984	1844	686341	378	2739625	23.910134	0.002373	1.241995	50.053005	0.13383627	12.13	4.33	59.77445808666475	9.71750642023904	20.791358947753903	0.7195919752120972
illumina	GCA_000195675.1	Bordetella pertussis	Bacteria	Proteobacteria (g)	train	False	0.4766564636270562	3240	1196087	374	5339179	21.158534	0.146633	1.324361	50.097813	0.020563602	16.15	1.31	59.006674744892976	9.08500996110092	15.194599151611328	0.7060610055923462
illumina	GCA_000007225.1	Pyrobaculum aerophilum	Archaea	Thermoproteota	train	False	0.2290245053808944	1343	481654	353	2222430	20.543729	0.031047	1.192479	50.02729	0.009641051	8.24	3.53	58.50283892466408	7.07056967692378	14.609053611755373	2.769923686981201
illumina	GCA_000007305.1	Pyrococcus furiosus	Archaea	Methanobacteriota_B	train	False	0.4018349459160483	942	318875	322	1908256	15.78043	0.0	0.950973	50.014492	0.006210804	7.91	0.01	57.73833087989766	2.8770509342451	43.99078750610352	5.395448207855225
illumina	GCA_000011205.1	Sulfurisphaera tokodaii	Archaea	Thermoproteota	train	False	0.0754060639249868	1290	445711	335	2694756	15.695484	0.012543	0.929509	50.111553	0.3068149	6.47	1.55	59.022472039348926	0.90973999422133	26.3984375	5.761093616485596
illumina	GCA_000308215.1	Methanomassiliicoccus luminyensis	Archaea	Thermoplasmatota	none	True	0.0582814043695031	476	148004	289	2620233	5.270257	0.009121	0.398514	50.00028	0.00020861626	4.11	0.0	59.07400721113125	0.0	45.33378601074219	9.157754898071287
illumina	GCA_000011965.2	Ruegeria pomeroyi	Bacteria	Proteobacteria (a)	none	True	0.0665347622867531	625	185195	280	4601048	3.748842	0.020235	0.283348	50.000107	2.9802322e-06	5.65	0.0	56.285490336666655	0.0	13.28916835784912	0.6467908620834351
illumina	GCA_000019785.1	Leptothrix cholodnii	Bacteria	Proteobacteria (g)	test	True	0.0497648384369662	531	154692	271	4909403	2.893692	0.040229	0.275023	50.000206	3.5762787e-05	3.53	0.0	55.00466335700332	1.57241739377479	18.54687118530273	4.235530376434326
illumina	GCA_000328665.1	Methanomethylovorans hollandica	Archaea	Halobacteriota	test	True	0.04695488297912	252	73926	273	2714013	2.542434	0.002616	0.183897	50.00033	0.00013411045	3.8	0.01	58.86586002584192	0.0	18.6154842376709	1.8994436264038088
mgiseq_2000	GCA_000010305.1	Gemmatimonas aurantiaca	Bacteria	Gemmatimonadota	train	False	2.414901248417184	17	4634673	514595	4636964	99.919193	0.0	0.006491	99.1691	1.4589459	99.95	0.83	97.7420010913934	0.0	99.36215209960938	1.2160115242004397
mgiseq_2000	GCA_000017945.1	Ignicoccus hospitalis	Archaea	Thermoproteota	train	False	2.8386032717915723	10	1296818	396181	1297538	99.910985	0.0	0.016339	99.966545	0.45645535	99.92	0.19	99.31738987315607	0.0	97.95513916015624	-0.1202017068862915
mgiseq_2000	GCA_000011105.1	Pyrococcus horikoshii	Archaea	Methanobacteriota_B	train	False	5.855518337574474	22	1735277	326663	1738505	99.71372	0.0	0.122346	99.677734	0.7561505	99.75	0.17	100.0	0.0	98.08509063720705	-0.2095326781272888
mgiseq_2000	GCA_000021565.1	Persephonella marina	Bacteria	Aquificota	val	False	2.806237421402552	11	1977493	1063396	1983966	99.690267	0.0	0.015625	99.92219	2.091527	100.0	0.41	98.95756932103752	0.8117072459345099	99.13508605957033	0.5480937957763672
mgiseq_2000	GCA_000016085.1	Chlorobium phaeovibrioides	Bacteria	Bacteroidota	none	True	1.2939175424119185	42	1954019	273964	1966858	99.500879	0.0	0.046623	99.97481	0.11693835	100.0	0.18	100.0	0.0	99.2942123413086	-0.3962635993957519
mgiseq_2000	GCA_000091665.1	Methanocaldococcus jannaschii	Archaea	Methanobacteriota_A	train	False	5.645801351648397	45	1733571	127777	1739927	99.433539	0.0	0.053508	99.81561	0.14114678	99.94	0.11	100.0	0.64770015338947	98.14759063720705	0.1103974878787994
mgiseq_2000	GCA_000018945.1	Thermotoga neapolitana	Bacteria	Thermotogota	test	True	1.6074819757894294	65	1874396	114017	1884562	99.284874	0.0	0.064843	99.45665	0.18768609	99.99	0.49	99.68568421656026	1.11686167273824	98.8111801147461	-0.1184575259685516
mgiseq_2000	GCA_000166095.1	Methanothermus fervidus	Archaea	Methanobacteriota	val	False	7.183339758983122	60	1233169	68031	1243342	98.957809	0.0	0.09756	62.788605	16.063488	99.89	0.1	100.0	0.0	98.95650482177734	-0.1417934894561767
mgiseq_2000	GCA_000196115.1	Rhodopirellula baltica	Bacteria	Planctomycetota	none	True	1.3177841732417428	251	7069643	96187	7145576	98.905715	0.0	0.072268	95.99452	0.0528872	99.89	3.79	99.20633952888878	0.0	97.74879455566406	0.790715217590332
mgiseq_2000	GCA_001481685.1	Ignicoccus islandicus	Archaea	Thermoproteota	train	False	1.095389379111179	192	1384799	13131	1394664	98.901456	0.0	0.29534	99.70923	0.51205754	95.33	0.16	93.07600415398134	4.49389070233435	95.68384552001952	0.2856411039829254
mgiseq_2000	GCA_000018565.1	Herpetosiphon aurantiacus	Bacteria	Chloroflexota	train	False	1.650232403204518	249	6703812	134099	6785430	98.655841	0.007428	0.090532	99.68364	1.6867071	99.97	0.47	93.19862093950404	3.81589070092902	99.6026840209961	-0.3819987177848816
mgiseq_2000	GCA_000016125.1	Methanococcus maripaludis	Archaea	Methanobacteriota_A	train	False	1.1540467948482065	463	1795994	7188	1789046	98.348841	0.0	0.762473	99.54317	0.61958134	90.98	0.37	99.70305798643555	16.3474066954035	91.7889633178711	0.5266212224960327
mgiseq_2000	GCA_000006985.1	Chlorobaculum tepidum	Bacteria	Bacteroidota	test	True	0.2432820526872879	286	2125206	11850	2154946	98.267381	0.006868	0.316296	99.28774	0.30669272	99.59	2.25	100.0	2.06078593286662	99.53175354003906	1.2691103219985962
mgiseq_2000	GCA_000020465.1	Chlorobium limicola	Bacteria	Bacteroidota	val	False	2.320980079770457	211	2708192	63720	2763181	98.101102	0.001954	0.296072	99.86946	5.7254167	100.0	0.2	100.0	0.0	99.6772232055664	-0.3549881279468536
mgiseq_2000	GCA_002952055.1	Desulfobulbus oralis	Bacteria	Desulfobacterota	train	False	7.350049552255035	200	2701766	59112	2774417	97.254126	0.014273	0.144643	99.93137	1.82648	99.99	0.18	97.23798086165154	0.0	98.4112777709961	0.0790692865848541
mgiseq_2000	GCA_003019295.1	Fusobacterium nucleatum subsp. nucleatum	Bacteria	Fusobacteriota	train	False	2.808871546527448	219	2126709	23051	2180101	97.183708	0.062153	0.286088	99.56941	1.6151458	99.98	1.34	100.0	0.0	99.01673889160156	0.1678802073001861
mgiseq_2000	GCA_001639275.1	Methanobrevibacter oralis DSM 7256	Archaea	Methanobacteriota	none	True	0.7611079349437925	401	2096657	34165	2140433	97.158098	0.0	0.365253	99.801926	1.4421433	99.84	0.53	98.42302306714171	0.0	99.09790802001952	-0.0827677547931671
mgiseq_2000	GCA_000020785.1	Hydrogenobaculum sp000020785	Bacteria	Aquificota	train	False	1.6318937727031608	497	1525318	5701	1559514	96.941227	0.009683	0.725482	99.94504	1.451081	94.4	0.65	97.1086172234942	6.53255918142767	91.7051239013672	0.2323471009731292
mgiseq_2000	GCA_000009145.1	Nitrosomonas europaea	Bacteria	Proteobacteria (g)	none	True	5.683429495108962	169	2710770	45789	2812094	96.521951	0.0	0.119057	91.87079	0.20023882	100.0	0.36	100.0	0.0	97.62094116210938	0.0460311770439147
mgiseq_2000	GCA_000016545.1	Caldicellulosiruptor saccharolyticus	Bacteria	Firmicutes_A	none	True	0.8910815662438224	257	2833552	55645	2970275	95.065575	0.002761	0.267484	99.87366	2.900228	99.99	0.07	100.0	0.0	98.86399841308594	0.4590436816215515
mgiseq_2000	GCA_000019085.1	Thermoanaerobacter pseudethanolicus	Bacteria	Firmicutes_A	train	False	2.4816006004718845	146	2246006	77417	2362816	94.885256	0.0	0.117741	99.69627	0.32035708	100.0	0.41	99.55971240465256	0.0	99.90067291259766	0.1647375524044037
mgiseq_2000	GCA_000009225.1	Pseudomonas fluorescens	Bacteria	Proteobacteria (g)	none	True	1.069308679608532	3060	6473075	3517	6722539	94.595598	0.199374	1.371952	99.92621	0.7757038	85.47	7.78	98.47799461660492	16.20893153619749	83.80856323242188	5.3107686042785645
mgiseq_2000	GCA_000016785.1	Thermotoga petrophila	Bacteria	Thermotogota	train	False	6.950263060905706	47	1722877	103109	1823511	94.397018	0.0	0.052152	99.74486	0.78906715	99.64	0.4	98.58074671251136	0.86491275793365	96.1837921142578	0.3711253404617309
mgiseq_2000	GCA_000010505.1	Porphyromonas gingivalis	Bacteria	Bacteroidota	train	False	2.17006694673482	293	2222603	30908	2354886	94.023915	0.0	0.26256	99.94472	0.22223592	99.99	0.05	100.0	0.45089110542241	99.0073471069336	-0.2288304269313812
mgiseq_2000	GCA_000015805.1	Pyrobaculum calidifontis	Archaea	Thermoproteota	val	False	2.5449546574683057	1239	1910380	2335	2009313	93.582085	0.025133	1.415658	99.91823	0.11944771	74.21	0.3	98.5582095568082	18.76688909002128	74.91873168945312	4.254636764526367
mgiseq_2000	GCA_000020225.1	Akkermansia muciniphila	Bacteria	Verrucomicrobiota	test	True	0.9075135785424312	1762	2502781	2128	2664102	92.308853	0.053376	1.521226	92.46602	1.2501866	83.29	7.25	100.0	18.943680055889818	78.0786361694336	8.004829406738281
mgiseq_2000	GCA_000015125.1	Chlorobium phaeobacteroides	Bacteria	Bacteroidota	test	True	0.6902618012215004	910	2890103	7389	3133902	91.716365	0.015859	0.652796	99.9167	1.5603781	99.41	1.95	100.0	5.73560066174488	94.4992218017578	0.8034594058990479
mgiseq_2000	GCA_000008085.1	Nanoarchaeum equitans	Archaea	Nanoarchaeota	train	False	0.9556564428044254	270	454140	3525	490885	91.364984	0.004482	1.085387	98.08801	1.6148835	77.17	0.53	69.00912465838077	3.9366010378357497	77.71879577636719	1.902843952178955
mgiseq_2000	GCA_000006805.1	Halobacterium salinarum	Archaea	Halobacteriota	val	False	2.5322931915107527	147	2358284	44702	2571010	90.949666	0.0	0.710421	99.570145	0.737834	99.28	0.01	100.0	0.0	95.11772918701172	-0.0830374658107757
mgiseq_2000	GCA_000021665.1	Shewanella baltica OS223	Bacteria	Proteobacteria (g)	none	True	2.536452317303562	2769	5064825	4356	5358884	90.771045	0.005337	1.03376	99.90842	0.31641126	91.27	6.56	94.93697071279485	20.774514697201298	88.8415298461914	3.6585793495178223
mgiseq_2000	GCA_000007565.2	Pseudomonas putida	Bacteria	Proteobacteria (g)	none	True	1.4824978587194015	4219	5742583	2020	6181873	90.50778	0.224819	1.955491	93.89499	0.520885	82.39	8.15	96.9172312753124	23.11089729339704	76.90559387207031	5.124217033386231
mgiseq_2000	GCA_000196135.1	Wolinella succinogenes	Bacteria	Campylobacterota	train	False	0.6560466917797272	1595	1947122	1775	2110355	90.476673	0.072215	1.674079	95.60839	0.21260977	80.26	4.33	99.69564226326315	21.17786393448085	73.19657897949219	2.7575783729553223
mgiseq_2000	GCA_000008185.1	Treponema denticola	Bacteria	Spirochaetota	train	False	1.267464756251801	2381	2591455	1548	2843201	89.226052	0.013822	1.796778	91.78123	0.5611956	73.63	4.32	96.8786318778814	22.86666858012205	71.49898529052734	2.156692743301392
mgiseq_2000	GCA_000009705.1	Trichormus sp000009705	Bacteria	Cyanobacteria	train	False	1.3714630261137666	6163	6437452	1454	7211789	87.462584	0.010538	1.788086	89.48076	0.78493655	82.81	3.52	96.67432202849064	18.18556260964295	77.31763458251953	2.4095232486724854
mgiseq_2000	GCA_000156375.1	Desulfovibrio piger	Bacteria	Desulfobacterota_I	none	True	4.387852857703976	2557	2554453	1384	2867216	86.635189	0.201764	2.527016	98.203156	0.6301224	82.64	4.69	96.81948404322708	23.682947748685	66.8681411743164	5.132880210876465
mgiseq_2000	GCA_000007185.1	Methanopyrus kandleri	Archaea	Methanobacteriota_A	train	False	0.2102064650380613	1619	1503881	1284	1694969	86.27792	0.053747	2.26305	83.61743	1.2114912	56.16	1.19	85.38005225378622	23.42186911557384	58.16716003417969	2.4412193298339844
mgiseq_2000	GCA_000018865.1	Chloroflexus aurantiacus	Bacteria	Chloroflexota	val	False	0.2032657270148536	4990	4602430	1286	5258541	85.465037	0.016354	2.108969	99.40297	0.076922774	77.73	4.18	98.64013463927807	16.14096249726621	68.13777923583984	4.786697864532471
mgiseq_2000	GCA_000008665.1	Archaeoglobus fulgidus	Archaea	Halobacteriota	train	False	1.168267837618576	2590	1752686	830	2178400	78.079967	0.018087	2.493527	82.65195	0.20056963	46.27	2.6	97.69639353925432	20.188735073975632	42.89801406860352	5.5596699714660645
mgiseq_2000	GCA_000012825.1	Phocaeicola vulgatus	Bacteria	Bacteroidota	none	True	0.4692441753857262	6344	3684725	688	5163189	68.711895	0.099377	2.636413	76.282455	0.110548735	48.23	0.85	86.36097023606986	25.5262168186905	46.091983795166016	3.2727692127227783
mgiseq_2000	GCA_000020325.1	Sulfurihydrogenibium sp000020325	Bacteria	Aquificota	train	False	0.6921505889417947	2257	1307699	698	1838442	68.433162	0.092252	2.592576	69.65573	6.7982883	47.66	0.52	84.47828919108846	25.16426057453473	42.78557968139648	3.4053518772125244
