accession	cohort	v5_completeness	v5_contamination	checkm2_completeness	checkm2_contamination	total_bp	n_contigs	classified_bp	unclassified_pct	orig_phylum_dominant	orig_phylum_dominant_pct	orig_phylum_contam_pct	orig_n_phyla	strict_phylum_dominant	strict_phylum_dominant_pct	strict_phylum_contam_pct	strict_n_phyla	strict_qualifying_bp	strict_qualifying_bp_frac	strict_n_qualifying_contigs	total_kmers	informative_kmers	informative_kmer_density	mean_contig_confidence_bpw	asm_total_bp	asm_n_contigs	asm_n50	asm_gc_pct
GCA_002792165.1	disagreement_141	57.782135	11.139044	93.39	0.0	486256	41	331113	31.906	Bacillota	25.328	36.171	9	unresolved			0	0	0.0	0	482887	160	0.000331	0.000274	486256	41	16797	40.412
GCA_002869005.1	agree_clean	99.68038	3.4412146	92.37	1.27	2596829	192	1911516	26.39	Pseudomonadota	24.042	28.53	11	unresolved			0	0	0.0	0	2589117	714	0.000276	0.000239	2596829	192	22954	55.055
GCA_003137095.1	agree_clean	99.91893	0.2251178	91.88	4.22	4736042	129	4573990	3.422	Pseudomonadota	91.846	3.027	4	unresolved			0	0	0.0	0	4721111	4840	0.001025	0.000262	4736042	129	72557	65.183
GCA_003156805.1	agree_clean	99.23868	0.19333363	94.67	0.57	5032658	75	4938815	1.865	Pseudomonadota	45.26	28.965	7	unresolved			0	0	0.0	0	5022062	1836	0.000366	0.000119	5032658	75	89029	58.532
GCA_003447775.1	agree_clean	99.78046	0.60507953	100.0	0.15	4483590	69	4483590	0.0	Pseudomonadota	100.0	0.0	1	unresolved			0	0	0.0	0	4479825	114141	0.025479	0.000628	4483590	69	111676	50.779
GCA_003485665.1	v5hq_only	90.213295	0.37389994	76.34	0.27	3265063	421	2721082	16.661	Actinomycetota	32.359	37.531	19	unresolved			0	0	0.0	0	3083544	2656	0.000861	0.000602	3265063	421	9514	70.015
GCA_003511635.1	disagreement_141	65.75756	38.245586	94.91	0.5	1088274	21	1034782	4.915	Bacteroidota	24.458	36.655	5	unresolved			0	0	0.0	0	1087317	306	0.000281	9.7e-05	1088274	21	72242	35.914
GCA_008661915.1	v5hq_only	99.89606	0.54568946	83.88	2.49	4096875	611	3963073	3.266	Bacillota	95.647	0.843	4	unresolved			0	0	0.0	0	4076101	62563	0.015349	0.004211	4096875	611	8104	41.218
GCA_009783085.1	agree_clean	99.914474	0.0007122755	92.46	0.55	1578423	19	1547276	1.973	Pseudomonadota	43.059	18.353	4	unresolved			0	0	0.0	0	1577777	517	0.000328	0.000171	1578423	19	155262	49.849
GCA_009784235.1	disagreement_141	74.838554	1.1353403	98.49	0.0	874588	3	874588	0.0	Pseudomonadota	56.928	0.0	1	unresolved			0	0	0.0	0	874486	234	0.000268	0.000103	874588	3	312735	45.822
GCA_009843765.1	agree_clean	94.21657	1.06543	93.22	2.31	3087209	310	2522029	18.307	Actinomycetota	28.602	33.311	17	unresolved			0	0	0.0	0	3069532	1844	0.000601	0.000458	3087209	310	13400	69.075
GCA_012034075.1	v5hq_only	99.838264	1.8475413	88.9	2.66	5005010	369	3609032	27.892	Pseudomonadota	27.22	23.06	17	unresolved			0	0	0.0	0	4992464	1292	0.000259	0.000256	5005010	369	20871	54.53
GCA_012729715.1	agree_clean	98.6978	0.45121312	93.12	3.92	2674193	298	1840227	31.186	Bacillota	30.649	23.79	12	unresolved			0	0	0.0	0	2664061	951	0.000357	0.000421	2674193	298	15466	43.221
GCA_012963765.1	disagreement_141	77.580444	7.639396	91.15	1.24	2465736	309	1426529	42.146	Pseudomonadota	25.776	26.004	14	unresolved			0	0	0.0	0	2449334	605	0.000247	0.00031	2465736	309	12783	42.606
GCA_014377455.1	agree_clean	99.935715	2.5003672	95.01	2.77	3285859	269	3039096	7.51	Bacteroidota	85.34	4.79	10	unresolved			0	0	0.0	0	3276713	4961	0.001514	0.000467	3285859	269	28180	31.042
GCA_015060685.1	agree_clean	99.964066	0.5022615	98.81	0.02	2600571	31	2572821	1.067	Bacteroidota	95.412	0.756	2	unresolved			0	0	0.0	0	2599517	1871	0.00072	0.000118	2600571	31	120347	45.497
GCA_015067545.1	disagreement_141	80.86024	7.0765467	97.69	0.04	1801424	18	1774362	1.502	Bacillota	46.668	41.172	4	unresolved			0	0	0.0	0	1800812	943	0.000524	8.1e-05	1801424	18	137094	52.159
GCA_015068615.1	disagreement_141	64.47526	2.166897	90.74	1.17	1324291	74	1145346	13.513	Bacillota	38.309	26.695	8	unresolved			0	0	0.0	0	1321687	553	0.000418	0.0003	1324291	74	24755	48.057
GCA_015487885.1	disagreement_141	89.26524	64.5203	96.66	2.28	4891862	299	3882050	20.643	Pseudomonadota	33.116	28.515	14	unresolved			0	0	0.0	0	4881696	1509	0.000309	0.000235	4891862	299	25711	54.323
GCA_015660205.1	agree_clean	99.95734	0.7643044	93.09	1.66	2674636	157	1979154	26.003	Pseudomonadota	34.228	33.63	9	unresolved			0	0	0.0	0	2669298	635	0.000238	0.000182	2674636	157	27893	54.388
GCA_016187975.1	agree_clean	99.12106	4.957688	91.87	1.48	4179931	452	3894472	6.829	Actinomycetota	39.671	37.54	14	unresolved			0	0	0.0	0	4163765	5036	0.001209	0.000624	4179931	452	12073	72.317
GCA_016278515.1	disagreement_141	99.1635	8.066452	100.0	1.6	4270740	167	3861478	9.583	Bacillota	55.044	20.198	10	unresolved			0	0	0.0	0	4264408	1351	0.000317	0.000177	4270740	167	46988	40.874
GCA_016283595.1	agree_clean	99.898865	0.2791494	94.58	3.1	2899150	162	2505125	13.591	Spirochaetota	23.451	45.108	14	unresolved			0	0	0.0	0	2893642	1118	0.000386	0.00028	2899150	162	26700	38.104
GCA_016291665.1	agree_clean	99.73636	0.4713714	91.05	0.51	1967109	44	1857691	5.562	Pseudomonadota	83.166	3.659	4	unresolved			0	0	0.0	0	1965613	964	0.00049	0.000143	1967109	44	83796	49.75
GCA_016295605.1	disagreement_141	75.380974	0.008767843	93.13	1.53	1674252	266	1311509	21.666	Pseudomonadota	26.386	33.75	12	unresolved			0	0	0.0	0	1665208	1266	0.00076	0.000602	1674252	266	8156	64.893
GCA_016704105.1	agree_clean	99.31407	3.2043457	97.56	1.07	3711359	27	3692273	0.514	Chloroflexota	43.638	42.194	5	unresolved			0	0	0.0	0	3710441	2045	0.000551	8e-05	3711359	27	483918	65.276
GCA_016720765.1	v5hq_only	98.52016	1.6309947	93.69	5.4	6328625	15	6254636	1.169	Pseudomonadota	74.587	23.468	3	unresolved			0	0	0.0	0	6328115	1000	0.000158	1.3e-05	6328625	15	810156	48.622
GCA_016787285.1	disagreement_141	99.80432	7.4893355	96.77	1.11	5556013	345	4583317	17.507	Pseudomonadota	23.108	42.443	17	unresolved			0	0	0.0	0	5544283	1941	0.00035	0.000244	5556013	345	24969	55.688
GCA_017308295.1	agree_clean	99.96278	0.48876703	98.5	3.93	7324041	445	7136983	2.554	Pseudomonadota	89.398	4.524	8	unresolved			0	0	0.0	0	7308869	12231	0.001673	0.000384	7324041	445	27801	65.958
GCA_017410995.1	v5hq_only	99.51479	0.15235543	83.38	7.2	3630638	965	933233	74.296	Pseudomonadota	7.394	13.485	14	unresolved			0	0	0.0	0	3597828	731	0.000203	0.000679	3630638	965	4368	55.611
GCA_017505105.1	v5hq_only	99.981	0.0060141087	82.99	2.98	2077229	343	1126241	45.782	Bacteroidota	21.264	26.653	13	unresolved			0	0	0.0	0	2065567	655	0.000317	0.000473	2077229	343	8337	46.553
GCA_017541565.1	v5hq_only	91.07297	0.4018128	80.01	3.07	1768605	308	782054	55.781	Bacillota	13.183	23.124	12	unresolved			0	0	0.0	0	1758133	420	0.000239	0.000431	1768605	308	7149	35.582
GCA_017939065.1	disagreement_141	89.018974	14.0129175	95.04	3.18	1444896	50	1359730	5.894	Bacillota	73.887	16.091	6	unresolved			0	0	0.0	0	1443196	1142	0.000791	0.000324	1444896	50	59691	26.613
GCA_018057765.1	disagreement_141	73.647125	48.25221	97.73	0.03	1759823	51	1699910	3.404	Bacillota	29.51	60.193	9	unresolved			0	0	0.0	0	1756481	548	0.000312	0.000104	1759823	51	65094	35.81
GCA_018367955.1	agree_clean	99.972015	4.2438655	97.18	1.96	3829325	94	3745451	2.19	Bacillota	83.285	8.253	4	unresolved			0	0	0.0	0	3826129	3661	0.000957	0.000299	3829325	94	105022	41.824
GCA_018380175.1	agree_clean	99.89792	0.37766695	99.88	1.7	4339557	231	4276317	1.457	Bacillota	93.882	4.386	5	unresolved			0	0	0.0	0	4331309	14366	0.003317	0.001233	4339557	231	67980	42.882
GCA_018381015.1	agree_clean	99.920334	0.08769035	99.99	0.42	4295644	49	4295644	0.0	Bacteroidota	99.941	0.059	2	unresolved			0	0	0.0	0	4293978	89837	0.020922	0.001017	4295644	49	188486	46.371
GCA_018677455.1	disagreement_141	79.18665	1.9505739	100.0	0.98	3208883	168	2991832	6.764	Pseudomonadota	81.229	8.493	7	unresolved			0	0	0.0	0	3203171	2853	0.000891	0.000315	3208883	168	34782	61.645
GCA_019163065.1	v5hq_only	91.33749	0.09953976	73.08	0.6	3959404	349	3670520	7.296	Pseudomonadota	90.12	1.991	7	unresolved			0	0	0.0	0	3928423	6691	0.001703	0.000433	3959404	349	24977	59.301
GCA_019235985.1	disagreement_141	93.24382	5.475268	94.11	2.13	2336253	389	1198291	48.709	Pseudomonadota	19.151	25.039	17	unresolved			0	0	0.0	0	2323027	837	0.00036	0.000528	2336253	389	7735	61.976
GCA_020244765.1	agree_clean	99.95292	1.7761797	99.99	0.0	5287563	357	5273755	0.261	Cyanobacteriota	99.739	0.0	1	unresolved			0	0	0.0	0	5275425	93891	0.017798	0.001318	5287563	357	23178	42.689
GCA_020245415.1	agree_clean	99.946335	2.659133	100.0	0.0	5326101	368	5312796	0.25	Cyanobacteriota	98.931	0.82	2	unresolved			0	0	0.0	0	5313589	93546	0.017605	0.001322	5326101	368	23030	42.652
GCA_020245635.1	agree_clean	99.85597	0.91721714	99.6	0.03	4912543	535	4903365	0.187	Cyanobacteriota	99.325	0.333	3	unresolved			0	0	0.0	0	4894353	82572	0.016871	0.001631	4912543	535	12004	42.483
GCA_020720785.1	agree_clean	99.95669	0.004851818	98.89	1.1	2589571	103	2142892	17.249	Pseudomonadota	31.221	34.662	12	unresolved			0	0	0.0	0	2581017	505	0.000196	0.00015	2589571	103	56959	45.476
GCA_020847735.1	agree_clean	97.68775	1.4837056	98.03	0.47	3656978	27	3654318	0.073	Actinomycetota	46.681	46.52	3	unresolved			0	0	0.0	0	3656060	3349	0.000916	0.000123	3656978	27	185302	71.243
GCA_020859825.1	agree_clean	99.865974	0.5004555	100.0	0.69	4564309	31	4564309	0.0	Pseudomonadota	100.0	0.0	1	unresolved			0	0	0.0	0	4561647	114378	0.025074	0.001087	4564309	31	201699	50.694
GCA_021153025.1	agree_clean	99.940735	1.6253412	100.0	0.65	2931923	123	2864927	2.285	Bacteroidota	93.281	2.522	5	unresolved			0	0	0.0	0	2927741	15667	0.005351	0.000598	2931923	123	109473	53.59
GCA_021325555.1	agree_clean	95.878555	1.6475886	92.85	3.05	4350908	46	4325096	0.593	Pseudomonadota	45.864	34.724	4	unresolved			0	0	0.0	0	4349344	1890	0.000435	0.00014	4350908	46	197976	63.465
GCA_021732365.1	agree_clean	99.68788	0.25179088	99.99	0.72	2503213	35	2431108	2.88	Pseudomonadota	94.028	3.091	3	unresolved			0	0	0.0	0	2501889	1898	0.000759	0.000112	2503213	35	125826	42.383
GCA_021781535.1	v5hq_only	99.839935	0.9716213	95.22	9.85	3800625	133	3534299	7.007	Thermodesulfobacteriota	32.636	36.3	7	unresolved			0	0	0.0	0	3795927	1986	0.000523	0.000187	3800625	133	70000	51.331
GCA_021810405.1	disagreement_141	98.36741	22.343327	92.47	0.11	2103954	62	1753544	16.655	Pseudomonadota	35.614	27.652	8	unresolved			0	0	0.0	0	2101002	452	0.000215	0.000138	2103954	62	50265	45.63
GCA_021810705.1	v5hq_only	99.35502	3.568551	69.84	1.16	2385135	342	2309545	3.169	Actinomycetota	95.596	1.062	3	unresolved			0	0	0.0	0	2372803	10633	0.004481	0.003612	2385135	342	7721	68.555
GCA_022482265.1	agree_clean	99.973076	0.1631558	99.98	0.0	2385521	1	2385521	0.0	Bacillota	100.0	0.0	1	unresolved			0	0	0.0	0	2385487	13500	0.005659	0.000218	2385521	1	2385521	53.628
GCA_022646625.1	agree_clean	92.701904	0.29070973	100.0	0.54	5333158	144	5333158	0.0	Bacillota	100.0	0.0	1	unresolved			0	0	0.0	0	5328262	95276	0.017881	0.001377	5333158	144	52287	29.668
GCA_022715355.1	agree_clean	99.83504	1.2505025	99.99	0.2	2884527	134	2883441	0.038	Verrucomicrobiota	99.962	0.0	1	unresolved			0	0	0.0	0	2879971	63994	0.02222	0.017884	2884527	134	44594	55.33
GCA_022783155.1	disagreement_141	87.640724	0.06647408	96.78	1.88	2501410	168	2480453	0.838	Bacillota	98.846	0.316	3	unresolved			0	0	0.0	0	2495698	29615	0.011866	0.011376	2501410	168	22074	47.178
GCA_022827685.1	disagreement_141	99.820816	5.138433	98.84	2.77	4307412	167	4133005	4.049	Pseudomonadota	86.321	7.15	6	unresolved			0	0	0.0	0	4301734	5846	0.001359	0.000282	4307412	167	42335	68.611
GCA_022837345.1	agree_clean	99.93442	1.1827052	99.65	0.73	2222617	75	2072171	6.769	Pseudomonadota	48.025	27.832	12	unresolved			0	0	0.0	0	2219611	854	0.000385	0.000177	2222617	75	88150	59.717
GCA_022844135.1	agree_clean	99.88452	0.14752746	99.89	0.11	5340936	75	5340936	0.0	Pseudomonadota	97.208	2.045	2	unresolved			0	0	0.0	0	5337320	3488	0.000654	0.000119	5340936	75	95021	61.916
GCA_023139045.1	disagreement_141	81.678955	6.5615745	94.38	1.03	3695767	205	2630843	28.815	Pseudomonadota	19.228	38.828	16	unresolved			0	0	0.0	0	3688797	488	0.000132	0.000133	3695767	205	39366	46.932
GCA_023383015.1	agree_clean	99.81741	0.4832685	100.0	1.33	4359817	84	4349320	0.241	Pseudomonadota	98.413	0.747	4	unresolved			0	0	0.0	0	4355893	11758	0.002699	0.000274	4359817	84	106185	72.492
GCA_023395465.1	agree_clean	99.965225	0.21253228	93.58	3.73	3824360	301	3766889	1.503	Pseudomonadota	96.787	1.429	2	unresolved			0	0	0.0	0	3814126	16637	0.004362	0.000692	3824360	301	19622	70.175
GCA_023409405.1	disagreement_141	98.861916	6.478524	96.14	0.2	1695966	9	1695966	0.0	Bacillota	91.823	8.177	3	unresolved			0	0	0.0	0	1695660	774	0.000456	6.7e-05	1695966	9	375312	28.388
GCA_023429945.1	agree_clean	99.80006	3.293261	91.96	2.86	5659112	273	4746606	16.125	Pseudomonadota	23.536	42.17	15	unresolved			0	0	0.0	0	5649830	2595	0.000459	0.000253	5659112	273	33239	52.155
GCA_023436885.1	agree_clean	98.7155	0.31206906	99.18	3.83	5431508	52	5431508	0.0	Pseudomonadota	99.512	0.303	2	unresolved			0	0	0.0	0	5429740	11813	0.002176	0.000417	5431508	52	242212	61.83
GCA_023511995.1	agree_clean	99.906166	1.0385096	99.98	0.0	2507758	44	2490289	0.697	Pseudomonadota	95.294	4.009	4	unresolved			0	0	0.0	0	2506262	4932	0.001968	0.000179	2507758	44	96876	65.259
GCA_023709145.1	agree_clean	99.9284	1.130709	97.74	1.84	2378870	73	2359456	0.816	Bacillota	97.791	1.393	2	unresolved			0	0	0.0	0	2376388	34048	0.014328	0.009127	2378870	73	75282	38.35
GCA_024228115.1	disagreement_141	96.737625	26.185966	97.44	0.96	6414368	700	5225619	18.533	Pseudomonadota	32.99	36.544	14	unresolved			0	0	0.0	0	6390568	2686	0.00042	0.00025	6414368	700	22846	64.086
GCA_024276305.1	agree_clean	99.69873	0.39054453	95.48	0.37	3545856	119	3254554	8.215	Pseudomonadota	34.513	40.388	10	unresolved			0	0	0.0	0	3541810	1138	0.000321	0.000162	3545856	119	58584	63.329
GCA_024763275.1	disagreement_141	81.40536	0.34325123	91.13	0.29	2554815	98	2273781	11.0	Pseudomonadota	34.151	38.028	14	unresolved			0	0	0.0	0	2551483	581	0.000228	0.000146	2554815	98	40789	54.106
GCA_025359005.1	agree_clean	99.59494	0.9408593	90.76	1.67	4160079	673	3461172	16.8	Pseudomonadota	65.041	10.368	12	unresolved			0	0	0.0	0	4137197	4756	0.00115	0.000679	4160079	673	7837	63.935
GCA_026129125.1	agree_clean	92.2231	0.14104247	91.03	1.71	3102172	231	2926325	5.669	Actinomycetota	49.107	27.59	11	unresolved			0	0	0.0	0	3094318	2833	0.000916	0.000429	3102172	231	24576	70.113
GCA_026339155.1	agree_clean	99.963486	1.9103497	94.45	0.35	2706857	81	2582480	4.595	Bacteroidota	67.451	13.401	5	unresolved			0	0	0.0	0	2703167	1187	0.000439	0.000192	2706857	81	103071	46.618
GCA_027315205.1	agree_clean	98.98157	2.2628756	99.91	0.09	1999789	42	1970577	1.461	Pseudomonadota	37.024	58.278	4	unresolved			0	0	0.0	0	1998317	781	0.000391	8.5e-05	1999789	42	158198	56.859
GCA_027404155.1	agree_clean	99.922005	0.46352744	100.0	2.81	3654244	40	3618735	0.972	Pseudomonadota	62.929	31.88	4	unresolved			0	0	0.0	0	3652884	2002	0.000548	7.7e-05	3654244	40	193130	51.202
GCA_027421505.1	agree_clean	98.38318	0.033313036	95.93	1.64	2676550	100	2393905	10.56	Bacillota	63.646	21.115	10	unresolved			0	0	0.0	0	2673073	821	0.000307	0.000138	2676550	100	51524	45.499
GCA_027442175.1	disagreement_141	99.96314	5.958909	99.55	1.23	2314502	61	2245622	2.976	Pseudomonadota	95.498	0.088	2	unresolved			0	0	0.0	0	2312428	1555	0.000672	0.000246	2314502	61	108777	53.222
GCA_027457585.1	agree_clean	99.91	3.0813308	93.32	0.68	3984583	155	3766942	5.462	Pseudomonadota	34.152	30.467	11	unresolved			0	0	0.0	0	3979135	1131	0.000284	0.00015	3984583	155	82672	54.89
GCA_027532385.1	agree_clean	99.80505	0.22369623	99.99	0.01	3062897	30	3053354	0.312	Pseudomonadota	98.064	0.057	2	unresolved			0	0	0.0	0	3061877	10411	0.0034	0.000361	3062897	30	449267	65.455
GCA_028281345.1	agree_clean	99.8521	0.35874546	99.99	0.03	2495008	61	2458826	1.45	Chlorobiota	88.446	8.766	6	unresolved			0	0	0.0	0	2492934	1542	0.000619	0.000186	2495008	61	71107	48.349
GCA_028723105.1	v5hq_only	99.86364	0.08762777	89.59	0.15	2162216	172	1608541	25.607	Bacteroidota	27.368	33.402	12	unresolved			0	0	0.0	0	2156368	711	0.00033	0.000294	2162216	172	18482	44.831
GCA_028724105.1	disagreement_141	88.850006	0.016728044	98.24	0.59	2416929	86	2316151	4.17	Bacillota	90.028	3.092	6	unresolved			0	0	0.0	0	2414005	2280	0.000944	0.000231	2416929	86	48291	41.844
GCA_029007115.1	disagreement_141	75.70194	0.29004216	93.11	4.46	1243304	54	1142121	8.138	Bacillota	41.836	27.115	7	unresolved			0	0	0.0	0	1241468	698	0.000562	0.000296	1243304	54	40649	24.74
GCA_029052315.1	v5hq_only	91.05852	0.20441711	86.3	1.19	1636416	250	1435295	12.29	Bacteroidota	66.445	13.77	8	unresolved			0	0	0.0	0	1627476	2685	0.00165	0.000709	1636416	250	10295	61.91
GCA_029056385.1	agree_clean	99.87825	0.36754906	96.23	0.09	2919501	81	2865407	1.853	Bacteroidota	65.686	13.425	7	unresolved			0	0	0.0	0	2915943	1580	0.000542	0.000258	2919501	81	65470	48.994
GCA_029063245.1	v5hq_only	99.72542	0.028771162	76.21	1.35	2623574	642	884306	66.294	Bacillota	16.297	14.989	12	unresolved			0	0	0.0	0	2601168	773	0.000297	0.000673	2623574	642	4392	42.973
GCA_029559035.1	disagreement_141	98.4721	9.046748	95.64	0.37	2863561	100	2607626	8.938	Pseudomonadota	39.436	24.897	11	unresolved			0	0	0.0	0	2860161	1473	0.000515	0.00031	2863561	100	78009	55.931
GCA_029935075.1	v5hq_only	99.95508	0.5709499	84.9	1.87	2426221	334	1508983	37.805	Campylobacterota	27.545	28.155	10	unresolved			0	0	0.0	0	2410847	958	0.000397	0.000427	2426221	334	10778	33.989
GCA_030065935.1	agree_clean	99.95561	0.51608384	98.9	0.41	7020599	282	6478865	7.716	Cyanobacteriota	62.221	19.603	8	unresolved			0	0	0.0	0	7011011	3074	0.000438	0.000217	7020599	282	35571	37.847
GCA_030066955.1	v5hq_only	95.76679	1.0397524	74.13	6.31	3972961	412	3748644	5.646	Pseudomonadota	72.112	13.116	8	unresolved			0	0	0.0	0	3958953	5610	0.001417	0.000583	3972961	412	9941	66.646
GCA_030148245.1	agree_clean	99.70056	0.1368761	99.97	2.65	3529287	52	3529287	0.0	Pseudomonadota	100.0	0.0	1	unresolved			0	0	0.0	0	3527519	66129	0.018747	0.010193	3529287	52	102498	67.979
GCA_030149595.1	v5hq_only	99.31906	0.2235502	73.8	2.77	2383633	468	973875	59.143	Bacillota	11.195	26.406	16	unresolved			0	0	0.0	0	2367721	695	0.000294	0.00057	2383633	468	5757	33.375
GCA_030451785.1	agree_clean	99.769165	0.27025044	96.06	0.8	4824369	196	4824369	0.0	Pseudomonadota	100.0	0.0	1	unresolved			0	0	0.0	0	4817705	111403	0.023124	0.001792	4824369	196	41285	58.579
GCA_030524455.1	agree_clean	99.94365	0.8457422	98.38	0.38	3269885	88	3192880	2.355	Bacillota	57.524	28.54	8	unresolved			0	0	0.0	0	3265331	1878	0.000575	0.000177	3269885	88	65343	55.415
GCA_030622115.1	agree_clean	98.99671	1.3146847	100.0	1.44	2631142	98	2377413	9.643	Pseudomonadota	30.298	31.197	12	unresolved			0	0	0.0	0	2627810	649	0.000247	0.000164	2631142	98	59457	60.142
GCA_030655455.1	agree_clean	99.17057	0.29512942	100.0	1.97	4234421	28	4234421	0.0	Pseudomonadota	100.0	0.0	1	unresolved			0	0	0.0	0	4233469	15584	0.003681	0.001115	4234421	28	206429	68.804
GCA_030696565.1	agree_clean	99.905014	0.22817254	97.45	1.58	3520058	234	3504249	0.449	Pseudomonadota	99.245	0.306	2	unresolved			0	0	0.0	0	3512102	61797	0.017595	0.013853	3520058	234	27945	54.158
GCA_031263035.1	disagreement_141	62.08219	26.310593	93.8	2.73	2392468	156	2064809	13.695	Bacillota	54.284	19.838	10	unresolved			0	0	0.0	0	2387164	1334	0.000559	0.000294	2392468	156	28309	31.157
GCA_031373885.1	v5hq_only	99.77356	0.73577464	81.85	7.63	4921446	1314	2493127	49.342	Pseudomonadota	18.894	23.692	20	unresolved			0	0	0.0	0	4876770	2907	0.000596	0.000865	4921446	1314	4311	67.644
GCA_031969975.1	disagreement_141	88.15625	29.18064	99.37	2.37	9145261	1116	7078425	22.6	Cyanobacteriota	47.765	18.948	20	unresolved			0	0	0.0	0	9099820	5357	0.000589	0.000455	9145261	1116	13144	46.354
GCA_032016925.1	v5hq_only	99.34424	1.1461139	81.01	2.45	4003821	537	2649764	33.819	Bacillota	40.509	18.085	14	unresolved			0	0	0.0	0	3919723	2314	0.00059	0.0006	4003821	537	10074	34.157
GCA_032054165.1	agree_clean	99.89798	0.18238425	100.0	1.1	4427851	145	4427851	0.0	Pseudomonadota	100.0	0.0	1	unresolved			0	0	0.0	0	4419751	89663	0.020287	0.003925	4427851	145	56715	64.103
GCA_032479655.1	v5hq_only	99.97414	0.24302602	86.96	1.53	2020436	266	2018277	0.107	Bacillota	99.717	0.125	2	unresolved			0	0	0.0	0	2010875	31502	0.015666	0.003716	2020436	266	13867	38.499
GCA_032483655.1	agree_clean	94.7616	0.07972121	94.83	1.71	4345638	340	4345638	0.0	Pseudomonadota	100.0	0.0	1	unresolved			0	0	0.0	0	4334007	101646	0.023453	0.001296	4345638	340	18106	55.3
GCA_034133345.1	agree_clean	99.916435	0.4997939	99.28	0.36	5048007	36	5048007	0.0	Bacteroidota	100.0	0.0	1	unresolved			0	0	0.0	0	5046649	107083	0.021219	0.002886	5048007	36	358176	43.275
GCA_035338575.1	v5hq_only	99.71857	1.9008011	83.95	2.63	6719320	1735	2166113	67.763	Pseudomonadota	10.607	16.264	22	unresolved			0	0	0.0	0	6651536	1953	0.000294	0.000723	6719320	1735	4396	51.149
GCA_035386105.1	disagreement_141	77.825836	0.0044882298	94.02	0.88	1886924	106	1680857	10.921	Bacillota	57.547	17.493	8	unresolved			0	0	0.0	0	1871216	839	0.000448	0.000283	1886924	106	30030	34.871
GCA_035435265.1	agree_clean	99.974014	0.1416117	93.8	0.32	1922879	170	1362886	29.123	Bacillota	24.572	41.443	12	unresolved			0	0	0.0	0	1910040	584	0.000306	0.000299	1922879	170	17174	49.565
