scope	novelty_class	novelty_depth	tool	tool_label	n_genomes	n_clusters_shared_accession	n_distinct_reference_accessions	seed	bootstrap_iterations	cluster_definition	completeness_mae	completeness_mae_ci_lo	completeness_mae_ci_hi	completeness_bias	completeness_bias_ci_lo	completeness_bias_ci_hi	contamination_mae	contamination_mae_ci_lo	contamination_mae_ci_hi	contamination_bias	contamination_bias_ci_lo	contamination_bias_ci_hi	completeness_r2_cod	completeness_r2_cod_ci_lo	completeness_r2_cod_ci_hi	contamination_r2_cod	contamination_r2_cod_ci_lo	contamination_r2_cod_ci_hi	false_fail_rate_cont5	false_fail_rate_cont5_ci_lo	false_fail_rate_cont5_ci_hi	false_pass_rate_cont5	false_pass_rate_cont5_ci_lo	false_pass_rate_cont5_ci_hi	balanced_accuracy_cont5	balanced_accuracy_cont5_ci_lo	balanced_accuracy_cont5_ci_hi	completeness_r2_omitted_reason	contamination_r2_omitted_reason	cont5_n_true_pass_DENOM_false_fail	cont5_n_true_fail_DENOM_false_pass	cont5_n_false_fail	cont5_n_false_pass	false_fail_denominator_statement	false_pass_denominator_statement	true_completeness_variance	true_contamination_variance	supports_claim
pooled_five_sets	genus_novel	2.0	cocopye	CoCoPyE 0.5.0	339	63	63	20334546	2000	dominant_accession shared across sets	14.167395764305871	11.870486229660472	16.100386781814514	-11.272309419246712	-14.052411528566903	-8.09483480405158	27.242685478107653	23.544541984630634	30.6395398076059	-24.181715081309214	-28.20836232432236	-19.719806475739897	-0.17765432336591935	-0.5014175444383673	0.14252109954007694	-0.5212615954877367	-0.8500706748331753	-0.20703605953516355	0.2549019607843137	0.10198979591836745	0.40985802107728325	0.1076388888888889	0.0625	0.15634218289085547	0.8187295751633987	0.7335902921338245	0.9024576245084484			51	288	13	31	13/51 genomes whose TRUE contamination is < 5%	31/288 genomes whose TRUE contamination is >= 5%	280.029732159441	808.6485879075234	True
pooled_five_sets	genus_novel	2.0	deepcheck	DeepCheck	339	63	63	20334546	2000	dominant_accession shared across sets	15.850195868898313	13.604533681745748	17.76219542057809	-9.700150943244658	-13.24524784040316	-5.372701473562337	37.09624950322976	33.09323709202306	40.68643287550367	-36.6382650320743	-40.318873296104904	-32.36812751820621	-0.3205178822885424	-0.6624290955445368	0.002086610717989275	-1.5419368622599943	-2.009165760870755	-1.1086988275908674	0.0	0.0	0.0	0.6006944444444444	0.5101151315789474	0.6796148232755885	0.6996527777777778	0.6601925883622057	0.7449424342105263			51	288	0	173	0/51 genomes whose TRUE contamination is < 5%	173/288 genomes whose TRUE contamination is >= 5%	280.029732159441	808.6485879075234	True
pooled_five_sets	family_novel	3.0	magicc_v5	MAGICC v5 (released, v0.3.0)	122	15	15	20359552	2000	dominant_accession shared across sets	10.498969307759532	7.131900817836183	13.746136808117752	-7.381430218960565	-12.211376030524095	-2.1352707210573483	11.81430706488417	10.05180044536424	13.898394182415826	0.6411140494702636	-4.509028560951283	6.425447142993559	0.2906250178488603	-0.12598951838958006	0.5965940953593951	0.6524563252620215	0.49452717201773927	0.7612089089247389	0.75	0.4	1.0	0.02727272727272727	0.0	0.05469645928899078	0.6113636363636363	0.49295774647887325	0.7796946455792682			12	110	9	3	9/12 genomes whose TRUE contamination is < 5%	3/110 genomes whose TRUE contamination is >= 5%	269.15495199783277	637.0380799421345	False
pooled_five_sets	family_novel	3.0	checkm2	CheckM2 1.0.1	122	15	15	20359552	2000	dominant_accession shared across sets	7.21878439548521	6.2156784394397455	8.083077183789445	-4.301475718960566	-5.850632696835538	-2.6960651835982676	34.124305245255826	28.80012175000611	38.680890416181974	-33.84340729552974	-38.53219380485692	-28.218369694504773	0.6761454756280219	0.5839602325961857	0.7487617181222779	-1.7165645618761052	-2.337662446153285	-1.1533056179830303	0.0	0.0	0.0	0.5636363636363636	0.39814342403628117	0.7027027027027027	0.7181818181818181	0.6486486486486487	0.8009282879818594			12	110	0	62	0/12 genomes whose TRUE contamination is < 5%	62/110 genomes whose TRUE contamination is >= 5%	269.15495199783277	637.0380799421345	False
pooled_five_sets	family_novel	3.0	cocopye	CoCoPyE 0.5.0	122	15	15	20359552	2000	dominant_accession shared across sets	15.31193993285369	12.455481781924242	17.651250861239212	-14.788102719199108	-17.314112213129626	-11.68298589469839	26.867008072614023	22.22276329888982	30.99249984297722	-24.687066302978874	-29.7974822663134	-18.49185988437639	-0.231565005587705	-0.745091958375311	0.15009455569720687	-0.8444473595810413	-1.338524639029782	-0.40793335286418514	0.5833333333333334	0.2	1.0	0.15454545454545454	0.0975609756097561	0.21094184027777776	0.6310606060606061	0.419212962962963	0.8341523643514792			12	110	7	17	7/12 genomes whose TRUE contamination is < 5%	17/110 genomes whose TRUE contamination is >= 5%	269.15495199783277	637.0380799421345	False
pooled_five_sets	family_novel	3.0	deepcheck	DeepCheck	122	15	15	20359552	2000	dominant_accession shared across sets	17.253330424414724	13.853751499236969	20.110988149471797	-15.643614340806748	-19.306905594303448	-11.085980615856242	36.57839067543862	31.67937899641008	40.80503842273038	-36.25437334909084	-40.76805468950721	-31.004958681281718	-0.46152646866425595	-1.1151612236497712	-0.005906271097954634	-2.0066388135577222	-2.648134212373325	-1.4581275740804893	0.0	0.0	0.0	0.7636363636363637	0.6451506791171477	0.8583396464646463	0.6181818181818182	0.5708301767676768	0.6774246604414261			12	110	0	84	0/12 genomes whose TRUE contamination is < 5%	84/110 genomes whose TRUE contamination is >= 5%	269.15495199783277	637.0380799421345	False
pooled_five_sets	order_novel	4.0	magicc_v5	MAGICC v5 (released, v0.3.0)	56	9	9	20297247	2000	dominant_accession shared across sets	9.08718458238629	7.114848049497899	11.329632868963003	-3.913538260957716	-9.145155415466853	3.1834304679080945	6.366954186417546	5.144971959783788	8.025258468956112	-1.9971299653201502	-3.315166307504478	0.9243256541075985	0.4873842190584067	0.22617142536392318	0.6395046001855605	0.8963751527513222	0.7918263883818187	0.933880668643351	0.2	0.0	1.0	0.0196078431372549	0.0	0.057992327365728784	0.8901960784313725	0.488563689217759	1.0			5	51	1	1	1/5 genomes whose TRUE contamination is < 5%	1/51 genomes whose TRUE contamination is >= 5%	235.72243715810205	675.4183235993395	False
pooled_five_sets	order_novel	4.0	checkm2	CheckM2 1.0.1	56	9	9	20297247	2000	dominant_accession shared across sets	7.172112756899426	4.771635645699467	9.131558897169452	0.2962537211851414	-2.965565364915129	3.396558145620523	33.086617079605865	23.748361839384252	39.7035096221753	-32.94445361532015	-39.564910205025846	-23.312119564845656	0.6079508515918712	0.499683840415617	0.7504422383466763	-1.4180380625671787	-2.381425388809962	-0.7984452038168943	0.0	0.0	0.0	0.5490196078431373	0.40904882154882166	0.6842285508291275	0.7254901960784313	0.6571810787671233	0.7916666666666667			5	51	0	28	0/5 genomes whose TRUE contamination is < 5%	28/51 genomes whose TRUE contamination is >= 5%	235.72243715810205	675.4183235993395	False
pooled_five_sets	order_novel	4.0	cocopye	CoCoPyE 0.5.0	56	9	9	20297247	2000	dominant_accession shared across sets	12.057543489084042	7.34139423395771	16.054149637838947	-10.697217166613688	-15.308955460362448	-5.535815489988466	26.091036878560924	19.40660947008748	31.42915741785488	-24.916276243904683	-30.8085144269616	-17.177216023665064	0.013801432089270538	-0.5728157519696138	0.5971929699459804	-0.6796218624223309	-1.4911543386341326	-0.1441879411540888	0.6	0.0	1.0	0.19607843137254902	0.08333333333333333	0.375	0.6019607843137256	0.4318181818181818	0.9459459459459459			5	51	3	10	3/5 genomes whose TRUE contamination is < 5%	10/51 genomes whose TRUE contamination is >= 5%	235.72243715810205	675.4183235993395	False
pooled_five_sets	order_novel	4.0	deepcheck	DeepCheck	56	9	9	20297247	2000	dominant_accession shared across sets	12.83702502057566	7.47853595406482	17.445391327866318	-11.721220526883533	-16.556499482817273	-5.14959150199738	35.3872315011893	25.813267030024058	41.9672004053022	-35.3872315011893	-41.9672004053022	-25.81326703002406	-0.05281573245683213	-0.5079251784896086	0.5254319685029444	-1.6913819743837748	-2.8272553655711286	-1.0013729595942473	0.0	0.0	0.0	0.6470588235294118	0.5	0.7866808510638297	0.6764705882352942	0.6060750279955208	0.75			5	51	0	33	0/5 genomes whose TRUE contamination is < 5%	33/51 genomes whose TRUE contamination is >= 5%	235.72243715810205	675.4183235993395	False
pooled_five_sets	class_novel	5.0	magicc_v5	MAGICC v5 (released, v0.3.0)	1	1	1	20337656	2000	dominant_accession shared across sets	2.366332684279392	2.366332684279392	2.366332684279392	2.366332684279392	2.366332684279392	2.366332684279392	0.1621306	0.1621306	0.1621306	0.1621306	0.1621306	0.1621306							0.0	0.0	0.0							true completeness variance 0 ~ 0 (R1-m19)	true contamination variance 0 ~ 0 (R1-m19)	1	0	0	0	0/1 genomes whose TRUE contamination is < 5%	0/0 genomes whose TRUE contamination is >= 5%	0.0	0.0	False
pooled_five_sets	class_novel	5.0	checkm2	CheckM2 1.0.1	1	1	1	20337656	2000	dominant_accession shared across sets	3.0709756842793965	3.0709756842793965	3.0709756842793965	3.0709756842793965	3.0709756842793965	3.0709756842793965	0.07	0.07	0.07	0.07	0.07	0.07							0.0	0.0	0.0							true completeness variance 0 ~ 0 (R1-m19)	true contamination variance 0 ~ 0 (R1-m19)	1	0	0	0	0/1 genomes whose TRUE contamination is < 5%	0/0 genomes whose TRUE contamination is >= 5%	0.0	0.0	False
pooled_five_sets	class_novel	5.0	cocopye	CoCoPyE 0.5.0	1	1	1	20337656	2000	dominant_accession shared across sets	10.870979200196047	10.870979200196047	10.870979200196047	10.870979200196047	10.870979200196047	10.870979200196047	4.28073704520785	4.28073704520785	4.28073704520785	4.28073704520785	4.28073704520785	4.28073704520785							0.0	0.0	0.0							true completeness variance 0 ~ 0 (R1-m19)	true contamination variance 0 ~ 0 (R1-m19)	1	0	0	0	0/1 genomes whose TRUE contamination is < 5%	0/0 genomes whose TRUE contamination is >= 5%	0.0	0.0	False
pooled_five_sets	class_novel	5.0	deepcheck	DeepCheck	1	1	1	20337656	2000	dominant_accession shared across sets	4.239498253708888	4.239498253708888	4.239498253708888	-4.239498253708888	-4.239498253708888	-4.239498253708888	0.0679157674312591	0.0679157674312591	0.0679157674312591	0.0679157674312591	0.0679157674312591	0.0679157674312591							0.0	0.0	0.0							true completeness variance 0 ~ 0 (R1-m19)	true contamination variance 0 ~ 0 (R1-m19)	1	0	0	0	0/1 genomes whose TRUE contamination is < 5%	0/0 genomes whose TRUE contamination is >= 5%	0.0	0.0	False
pooled_five_sets	family_novel_or_deeper (pooled)		magicc_v5	MAGICC v5 (released, v0.3.0)	179	25	25	20297301	2000	dominant_accession shared across sets	10.011859915332815	7.645010575656349	12.418737897145641	-6.242046349958333	-10.091588131220673	-1.8844756997350411	10.045011323772352	8.39208925313762	11.855717080434014	-0.18693426493048176	-3.6802313072322135	3.8204600383847733	0.36512080958205917	0.09068741826211554	0.5837727409396166	0.7358756930645393	0.6227352200740732	0.8191085749957804	0.5555555555555556	0.25	0.8333333333333334	0.024844720496894408	0.005987132877102939	0.047298296817527584	0.709799861973775	0.5727745289148798	0.8616380155108211			18	161	10	4	10/18 genomes whose TRUE contamination is < 5%	4/161 genomes whose TRUE contamination is >= 5%	264.5648292873566	654.2140659886521	True
pooled_five_sets	family_novel_or_deeper (pooled)		checkm2	CheckM2 1.0.1	179	25	25	20297301	2000	dominant_accession shared across sets	7.181011096758899	6.216808421755622	8.05491549089447	-2.821893037109171	-4.52271817318299	-1.0215292202818431	33.6094178568667	29.356377626678672	37.34129609279284	-33.37271001403662	-37.251006987838856	-28.949684756668084	0.6659627151377745	0.594797907525435	0.7318090690785154	-1.5839030824971996	-2.0669626270034964	-1.157093615558496	0.0	0.0	0.0	0.5590062111801242	0.4459253460777851	0.6648200757575755	0.7204968944099379	0.6675899621212121	0.7770373269611074			18	161	0	90	0/18 genomes whose TRUE contamination is < 5%	90/161 genomes whose TRUE contamination is >= 5%	264.5648292873566	654.2140659886521	True
pooled_five_sets	family_novel_or_deeper (pooled)		cocopye	CoCoPyE 0.5.0	179	25	25	20297301	2000	dominant_accession shared across sets	14.26899489607292	11.938945788820728	16.446590499824367	-13.364925775823808	-15.802551614711353	-10.629562257839032	26.498065849740396	22.958778625398104	29.739191073419743	-24.596943137300986	-28.478303180752462	-20.068771270851776	-0.13134517264127532	-0.5014207344082492	0.17029913031262434	-0.7667608927672063	-1.148656325922237	-0.41593050706098467	0.5555555555555556	0.25	0.8235294117647058	0.16770186335403728	0.11560137839039573	0.23439797794117634	0.6383712905452036	0.4989251237892543	0.7969390349267518			18	161	10	27	10/18 genomes whose TRUE contamination is < 5%	27/161 genomes whose TRUE contamination is >= 5%	264.5648292873566	654.2140659886521	True
pooled_five_sets	family_novel_or_deeper (pooled)		deepcheck	DeepCheck	179	25	25	20297301	2000	dominant_accession shared across sets	15.798990006617554	12.884139730342467	18.36930640903417	-14.352786577305082	-17.432521022937422	-10.646781819852132	36.00176839238851	31.91947130838697	39.62063525073736	-35.7801709323366	-39.488253317962005	-31.497960067378116	-0.3072510848801542	-0.7212367718662788	0.06898998145319638	-1.8647038385224195	-2.3797331279138634	-1.4135159976653484	0.0	0.0	0.0	0.7267080745341615	0.6402378048780488	0.8109818317570932	0.6366459627329193	0.5945090841214534	0.6798810975609756			18	161	0	117	0/18 genomes whose TRUE contamination is < 5%	117/161 genomes whose TRUE contamination is >= 5%	264.5648292873566	654.2140659886521	True
pooled_five_sets	ALL (any novelty)		magicc_v5	MAGICC v5 (released, v0.3.0)	5000	1648	1648	20287198	2000	dominant_accession shared across sets	4.617909554275892	4.326552564682915	4.936025609850928	-0.8669096883584342	-1.2596386173065102	-0.4444074378641246	5.308570202842226	5.005272643033581	5.627146053160399	-1.9625995291228138	-2.423741318204316	-1.5663811108260506	0.7852684201029971	0.7561417251868061	0.8114258660761248	0.9149285732132786	0.9044829053746937	0.924623103985207	0.04342273307790549	0.031491002570694086	0.05646900067073822	0.0128130460104834	0.009303721488595438	0.016662075603387144	0.9718821104558055	0.9650038431361128	0.9778737357390065			1566	3434	68	44	68/1566 genomes whose TRUE contamination is < 5%	44/3434 genomes whose TRUE contamination is >= 5%	284.38402203525874	916.5620526042775	True
pooled_five_sets	ALL (any novelty)		checkm2	CheckM2 1.0.1	5000	1648	1648	20287198	2000	dominant_accession shared across sets	5.803057473478259	5.528164505243121	6.084473080141645	2.528057042641566	2.1066446723851873	2.966554350342724	22.144729004621833	21.070226109114127	23.20312667669406	-21.029684720385152	-22.1953723295277	-19.86343112145041	0.6659445071646386	0.640164424670886	0.6902183486211204	-0.11848086115522416	-0.19646373431320255	-0.04208856692196911	0.0031928480204342275	0.0006365271143807205	0.00628140703517588	0.26354105998835176	0.24094158057110057	0.28497938911848303	0.8666330459956071	0.8557393515066893	0.8779407712206645			1566	3434	5	905	5/1566 genomes whose TRUE contamination is < 5%	905/3434 genomes whose TRUE contamination is >= 5%	284.38402203525874	916.5620526042775	True
pooled_five_sets	ALL (any novelty)		cocopye	CoCoPyE 0.5.0	5000	1648	1648	20287198	2000	dominant_accession shared across sets	6.808784353809475	6.275439476364048	7.343596674641639	-2.641271448512103	-3.3103877336864946	-1.9364875285161853	15.986878102291424	15.124054732464812	16.858862998486597	-12.521455986807467	-13.54035988728099	-11.48300098719311	0.5541470028396182	0.4959296712200634	0.6087928868892697	0.33195665446577205	0.27674947125101135	0.3856159984469474	0.06002554278416347	0.04622368671774711	0.0741272549965199	0.056493884682585906	0.04665846980336126	0.0668599728694959	0.9417402862666253	0.9326614202503585	0.9505628828475425			1566	3434	94	194	94/1566 genomes whose TRUE contamination is < 5%	194/3434 genomes whose TRUE contamination is >= 5%	284.38402203525874	916.5620526042775	True
pooled_five_sets	ALL (any novelty)		deepcheck	DeepCheck	5000	1648	1648	20287198	2000	dominant_accession shared across sets	9.830998329796966	9.373019891441595	10.298718994522583	0.7487216601342415	-0.0743180568270475	1.6225924243952172	26.43310835772811	25.389543096180414	27.514750210044326	-23.736158835021335	-24.93547359803785	-22.488583327265534	0.3046279433703756	0.24914423627877705	0.3592156315428641	-0.5033288913929042	-0.5964667523573973	-0.41861264470018633	0.001277139208173691	0.0	0.003255367590101108	0.4097262667443215	0.3832633868101959	0.4341592468421036	0.7944982970237524	0.7820800024993538	0.8078225971167279			1566	3434	2	1407	2/1566 genomes whose TRUE contamination is < 5%	1407/3434 genomes whose TRUE contamination is >= 5%	284.38402203525874	916.5620526042775	True
set_A_v2	lineage_represented	0.0	magicc_v5	MAGICC v5 (released, v0.3.0)	799	643	643	20301505	2000	dominant_accession shared across sets	1.444722981932103	1.3105376803462057	1.5993274442008554	0.3944846188397534	0.21368641679498016	0.5731109082493177	0.4570124667196495	0.40578390853782376	0.5234128708970013	0.4570124667196495	0.40578390853782376	0.5234128708970013	0.9795178111101387	0.9727390308627083	0.9851633267823824				0.0012515644555694619	0.0	0.0038120653365277357								true contamination variance 0 ~ 0 (R1-m19)	799	0	1	0	1/799 genomes whose TRUE contamination is < 5%	0/0 genomes whose TRUE contamination is >= 5%	283.66702393685625	0.0	True
set_A_v2	lineage_represented	0.0	checkm2	CheckM2 1.0.1	799	643	643	20301505	2000	dominant_accession shared across sets	2.4974001147364175	2.3102762073240903	2.679470001513545	1.255525653883558	0.9999251418018258	1.4880331246959224	0.2640926157697121	0.23775374887854062	0.2939687508562973	0.2640926157697121	0.23775374887854062	0.2939687508562973	0.9518243552416337	0.94376431306198	0.9590569932675075				0.0	0.0	0.0								true contamination variance 0 ~ 0 (R1-m19)	799	0	0	0	0/799 genomes whose TRUE contamination is < 5%	0/0 genomes whose TRUE contamination is >= 5%	283.66702393685625	0.0	True
set_A_v2	lineage_represented	0.0	cocopye	CoCoPyE 0.5.0	799	643	643	20301505	2000	dominant_accession shared across sets	3.373318468438335	3.060798992664555	3.6903877820228113	0.15972450631444854	-0.21938500661859364	0.5133249686904072	0.8099404104267641	0.5273302511768102	1.143629081934128	0.8099404070987956	0.5273302483439999	1.1436290788016141	0.8982478144498246	0.8756620367420226	0.9179451952210572				0.023779724655819776	0.012689953227435616	0.03648144177625308								true contamination variance 0 ~ 0 (R1-m19)	799	0	19	0	19/799 genomes whose TRUE contamination is < 5%	0/0 genomes whose TRUE contamination is >= 5%	283.66702393685625	0.0	True
set_A_v2	lineage_represented	0.0	deepcheck	DeepCheck	799	643	643	20301505	2000	dominant_accession shared across sets	4.138494965103171	3.823316106217824	4.438868515821117	1.5178566136189944	1.121947612504893	1.9275909360198193	0.4008360102269169	0.3669230968896613	0.4363289478893978	0.28829759553317286	0.24688784586444765	0.32974725301483926	0.871235191881342	0.8482260044903638	0.89366931098924				0.0	0.0	0.0								true contamination variance 0 ~ 0 (R1-m19)	799	0	0	0	0/799 genomes whose TRUE contamination is < 5%	0/0 genomes whose TRUE contamination is >= 5%	283.66702393685625	0.0	True
