dataset	sample	genome	taxid	ref_len	span_bp	union_bp	n_contigs	cami_novelty_category	completeness_pct	completeness_pct_union	contamination_pct	excluded_non_genome	scoreable_by_magicc	bin_id
strain_madness	0	SP117_S95	257758	2236418	406492	406492	1541	new_strain	18.176029704643764	18.176029704643764	0.0	False	False	s0__SP117_S95
strain_madness	0	SP118_S96	1313	1983599	205134	205134	827	new_strain	10.341505515983826	10.341505515983826	0.0	False	False	s0__SP118_S96
strain_madness	0	SP119_S1	257758	2137079	156204	156204	635	new_strain	7.309229092607246	7.309229092607246	0.0	False	False	s0__SP119_S1
strain_madness	0	SP11_S8	1313	2065838	1282707	1282707	3150	new_strain	62.091364376103066	62.091364376103066	0.0	False	True	s0__SP11_S8
strain_madness	0	SP120_S2	1313	2076062	29962	29962	126	new_strain	1.4432131603006075	1.4432131603006075	0.0	False	False	s0__SP120_S2
strain_madness	0	SP121_S3	1313	2078750	1403290	1403290	3224	new_strain	67.5064341551413	67.5064341551413	0.0	False	True	s0__SP121_S3
strain_madness	0	SP122_S4	1313	2049787	309756	309756	1214	new_strain	15.111618914550634	15.111618914550634	0.0	False	False	s0__SP122_S4
strain_madness	0	SP124_S6	1313	2070014	59439	59439	248	new_strain	2.871429855063782	2.871429855063782	0.0	False	False	s0__SP124_S6
strain_madness	0	SP125_S84	1313	2015328	61449	61449	258	new_strain	3.0490818368027437	3.0490818368027437	0.0	False	False	s0__SP125_S84
strain_madness	0	SP126_S7	1313	2003842	392708	392708	1483	new_strain	19.597752717030584	19.597752717030584	0.0	False	False	s0__SP126_S7
strain_madness	0	SP127_S8	1313	2054557	567171	567171	2009	new_strain	27.60551301326758	27.60551301326758	0.0	False	False	s0__SP127_S8
strain_madness	0	SP128_S9	1313	2012996	71721	71721	295	new_strain	3.562898286931519	3.562898286931519	0.0	False	False	s0__SP128_S9
strain_madness	0	SP12_S9	1313	1985084	122492	122492	499	new_strain	6.170620487596494	6.170620487596494	0.0	False	False	s0__SP12_S9
strain_madness	0	SP130_S11	1313	2077144	87680	87680	359	new_strain	4.2211806210835645	4.2211806210835645	0.0	False	False	s0__SP130_S11
strain_madness	0	SP131_S12	1313	2155215	2102226	2102226	754	new_strain	97.5413589827465	97.5413589827465	0.0	False	True	s0__SP131_S12
strain_madness	0	SP132_S13	1313	2000885	850976	850976	2703	new_strain	42.52998048363599	42.52998048363599	0.0	False	False	s0__SP132_S13
strain_madness	0	SP133_S14	1313	1991005	494788	494788	1808	new_strain	24.851168128658642	24.851168128658642	0.0	False	False	s0__SP133_S14
strain_madness	0	SP134_S15	1313	2061331	57163	57163	240	new_strain	2.773111159731261	2.773111159731261	0.0	False	False	s0__SP134_S15
strain_madness	0	SP135_S16	1313	2058733	90807	90807	380	new_strain	4.4108196643275255	4.4108196643275255	0.0	False	False	s0__SP135_S16
strain_madness	0	SP136_S17	1313	2038096	16396	16396	68	new_strain	0.804476334775202	0.804476334775202	0.0	False	False	s0__SP136_S17
strain_madness	0	SP137_S18	1313	2035362	1909109	1909109	1491	new_strain	93.79702480443282	93.79702480443282	0.0	False	True	s0__SP137_S18
strain_madness	0	SP138_S19	1313	2139728	2066584	2066584	1026	new_strain	96.58162158928612	96.58162158928612	0.0	False	True	s0__SP138_S19
strain_madness	0	SP139_S20	1313	2017343	398586	398586	1502	new_strain	19.75796877377818	19.75796877377818	0.0	False	False	s0__SP139_S20
strain_madness	0	SP13_S10	1313	2040289	352907	352907	1397	new_strain	17.296912349181905	17.296912349181905	0.0	False	False	s0__SP13_S10
strain_madness	0	SP140_S21	1313	2128346	21244	21244	88	new_strain	0.998145978144531	0.998145978144531	0.0	False	False	s0__SP140_S21
strain_madness	0	SP141_S22	1313	1979460	227058	227058	918	new_strain	11.470704131429784	11.470704131429784	0.0	False	False	s0__SP141_S22
strain_madness	0	SP142_S23	1313	2060851	2057937	2057937	75	new_strain	99.8586021017531	99.8586021017531	0.0	False	True	s0__SP142_S23
strain_madness	0	SP143_S24	1313	2012493	10682	10682	44	new_strain	0.5307844549024519	0.5307844549024519	0.0	False	False	s0__SP143_S24
strain_madness	0	SP144_S25	1313	2073909	758825	758825	2530	new_strain	36.589117458866326	36.589117458866326	0.0	False	False	s0__SP144_S25
strain_madness	0	SP145_S26	1313	2040147	116687	116687	466	new_strain	5.719538837152421	5.719538837152421	0.0	False	False	s0__SP145_S26
strain_madness	0	SP146_S27	1313	1976220	131254	131254	538	new_strain	6.641669449757618	6.641669449757618	0.0	False	False	s0__SP146_S27
strain_madness	0	SP147_S28	1313	2131103	95951	95951	392	new_strain	4.502410254220467	4.502410254220467	0.0	False	False	s0__SP147_S28
strain_madness	0	SP148_S29	1313	2086142	1752164	1752164	2580	new_strain	83.99063917988325	83.99063917988325	0.0	False	True	s0__SP148_S29
strain_madness	0	SP149_S30	1313	2113372	120391	120391	481	new_strain	5.696630787196954	5.696630787196954	0.0	False	False	s0__SP149_S30
strain_madness	0	SP14_S11	1313	2059376	615864	615864	2155	new_strain	29.905369393447337	29.905369393447337	0.0	False	False	s0__SP14_S11
strain_madness	0	SP150_S31	1313	1987853	30432	30432	128	new_strain	1.5308979084469525	1.5308979084469525	0.0	False	False	s0__SP150_S31
strain_madness	0	SP151_S32	1313	1974069	1657160	1657160	2485	new_strain	83.94640714179697	83.94640714179697	0.0	False	True	s0__SP151_S32
strain_madness	0	SP152_S33	1313	2010753	1200087	1200087	3082	new_strain	59.68346186727062	59.68346186727062	0.0	False	True	s0__SP152_S33
strain_madness	0	SP153_S34	1313	2042628	115337	115337	464	new_strain	5.646500488586272	5.646500488586272	0.0	False	False	s0__SP153_S34
strain_madness	0	SP154_S35	1313	2162035	1381975	1381975	3329	new_strain	63.92010305106069	63.92010305106069	0.0	False	True	s0__SP154_S35
strain_madness	0	SP155_S36	1313	2075312	1398060	1398060	3195	new_strain	67.36625625448126	67.36625625448126	0.0	False	True	s0__SP155_S36
strain_madness	0	SP156_S37	1313	2079530	151966	151966	623	new_strain	7.307708953465447	7.307708953465447	0.0	False	False	s0__SP156_S37
strain_madness	0	SP157_S38	1313	2048216	1476671	1476671	3078	new_strain	72.09547235252532	72.09547235252532	0.0	False	True	s0__SP157_S38
strain_madness	0	SP158_S39	1313	1975569	1933293	1933293	687	new_strain	97.86005955752495	97.86005955752495	0.0	False	True	s0__SP158_S39
strain_madness	0	SP159_S40	1313	2086141	227548	227548	882	new_strain	10.90760404018712	10.90760404018712	0.0	False	False	s0__SP159_S40
strain_madness	0	SP15_S89	1313	2011560	744279	744279	2484	new_strain	37.00008948278948	37.00008948278948	0.0	False	False	s0__SP15_S89
strain_madness	0	SP160_S41	1313	2045367	1804657	1804657	2117	new_strain	88.23145186169523	88.23145186169523	0.0	False	True	s0__SP160_S41
strain_madness	0	SP161_S42	1313	2050632	466237	466237	1707	new_strain	22.736258870436043	22.736258870436043	0.0	False	False	s0__SP161_S42
strain_madness	0	SP162_S43	1313	1982417	26456	26456	111	new_strain	1.33453254285047	1.33453254285047	0.0	False	False	s0__SP162_S43
strain_madness	0	SP163_S44	1313	1948475	84209	84209	345	new_strain	4.321790117912727	4.321790117912727	0.0	False	False	s0__SP163_S44
strain_madness	0	SP164_S45	1313	1984518	208287	208287	847	new_strain	10.495596411823929	10.495596411823929	0.0	False	False	s0__SP164_S45
strain_madness	0	SP165_S46	1313	1973565	228209	228209	923	new_strain	11.563287755913791	11.563287755913791	0.0	False	False	s0__SP165_S46
strain_madness	0	SP166_S47	1313	2090273	1350255	1350255	3305	new_strain	64.59706459395495	64.59706459395495	0.0	False	True	s0__SP166_S47
strain_madness	0	SP167_S48	1313	2065677	24729	24729	105	new_strain	1.1971377906613667	1.1971377906613667	0.0	False	False	s0__SP167_S48
strain_madness	0	SP168_S49	1313	1749640	502173	502173	1822	new_strain	28.701504309457945	28.701504309457945	0.0	False	False	s0__SP168_S49
strain_madness	0	SP169_S50	1313	1902740	586960	586960	2079	new_strain	30.848145306242575	30.848145306242575	0.0	False	False	s0__SP169_S50
strain_madness	0	SP16_S12	1313	2043829	79058	79058	326	new_strain	3.868131825118442	3.868131825118442	0.0	False	False	s0__SP16_S12
strain_madness	0	SP170_S51	1313	2021551	75158	75158	311	new_strain	3.71783843197624	3.71783843197624	0.0	False	False	s0__SP170_S51
strain_madness	0	SP171_S52	1313	1993908	348363	348363	1326	new_strain	17.471367786277	17.471367786277	0.0	False	False	s0__SP171_S52
strain_madness	0	SP172_S53	1313	1957437	55348	55348	224	new_strain	2.8275750381749196	2.8275750381749196	0.0	False	False	s0__SP172_S53
strain_madness	0	SP173_S54	1313	1973592	1041740	1041740	2917	new_strain	52.7839593999165	52.7839593999165	0.0	False	True	s0__SP173_S54
strain_madness	0	SP174_S55	1313	2117559	396499	396499	1506	new_strain	18.724342509464908	18.724342509464908	0.0	False	False	s0__SP174_S55
strain_madness	0	SP176_S56	1313	2044611	70516	70516	297	new_strain	3.44887120337316	3.44887120337316	0.0	False	False	s0__SP176_S56
strain_madness	0	SP177_S57	1313	1977200	255164	255164	1013	new_strain	12.905320655472385	12.905320655472385	0.0	False	False	s0__SP177_S57
strain_madness	0	SP178_S58	1313	1925491	428385	428385	1591	new_strain	22.248091525745902	22.248091525745902	0.0	False	False	s0__SP178_S58
strain_madness	0	SP179_S59	1313	2098228	72152	72152	297	new_strain	3.4387111410199465	3.4387111410199465	0.0	False	False	s0__SP179_S59
strain_madness	0	SP17_S90	1313	2082160	8048	8048	37	new_strain	0.3865216890152534	0.3865216890152534	0.0	False	False	s0__SP17_S90
strain_madness	0	SP180_S96	1313	2031083	783580	783580	2535	new_strain	38.57941797553325	38.57941797553325	0.0	False	False	s0__SP180_S96
strain_madness	0	SP181_S61	28037	2135333	811050	811050	2685	new_strain	37.98236621641683	37.98236621641683	0.0	False	False	s0__SP181_S61
strain_madness	0	SP182_S62	1313	2047295	1750129	1750129	2379	new_strain	85.4849447685849	85.4849447685849	0.0	False	True	s0__SP182_S62
strain_madness	0	SP184_S64	1313	1635099	414625	414625	1541	new_strain	25.35779179120041	25.35779179120041	0.0	False	False	s0__SP184_S64
strain_madness	0	SP185_S65	1313	1845437	656852	656852	2235	new_strain	35.593303916633296	35.593303916633296	0.0	False	False	s0__SP185_S65
strain_madness	0	SP187_S66	1313	1958898	34750	34750	144	new_strain	1.7739565817107374	1.7739565817107374	0.0	False	False	s0__SP187_S66
strain_madness	0	SP188_S67	1313	2040293	2019985	2019985	401	new_strain	99.00465276310804	99.00465276310804	0.0	False	True	s0__SP188_S67
strain_madness	0	SP189_S68	1313	2062647	1735321	1735321	2513	new_strain	84.13077952747125	84.13077952747125	0.0	False	True	s0__SP189_S68
strain_madness	0	SP18_S91	1313	2072566	2054741	2054741	277	new_strain	99.13995501228911	99.13995501228911	0.0	False	True	s0__SP18_S91
strain_madness	0	SP190_S69	1313	1976008	4842	4842	20	new_strain	0.24503949376723172	0.24503949376723172	0.0	False	False	s0__SP190_S69
strain_madness	0	SP191_S70	1313	2000529	182287	182287	733	new_strain	9.111939891898594	9.111939891898594	0.0	False	False	s0__SP191_S70
strain_madness	0	SP192_S71	1313	1924197	98996	98996	415	new_strain	5.144795465329174	5.144795465329174	0.0	False	False	s0__SP192_S71
strain_madness	0	SP194_S73	1313	2053846	408394	408394	1530	new_strain	19.88435354938978	19.88435354938978	0.0	False	False	s0__SP194_S73
strain_madness	0	SP195_S74	1313	1985003	1719882	1719882	2241	new_strain	86.64379852322641	86.64379852322641	0.0	False	True	s0__SP195_S74
strain_madness	0	SP196_S75	1313	1970420	1667528	1667528	2363	new_strain	84.62804884237879	84.62804884237879	0.0	False	True	s0__SP196_S75
strain_madness	0	SP198_S01	1313	2057645	37759	37759	157	new_strain	1.83505901163709	1.83505901163709	0.0	False	False	s0__SP198_S01
strain_madness	0	SP1_S85	1313	2164447	2154837	2154837	203	new_strain	99.55600668438636	99.55600668438636	0.0	False	True	s0__SP1_S85
strain_madness	0	SP20_S77	1301	2202269	823840	823840	2743	new_species	37.408690763934835	37.408690763934835	0.0	False	False	s0__SP20_S77
strain_madness	0	SP21_S92	68892	1689727	1639625	1639625	697	new_strain	97.03490563860316	97.03490563860316	0.0	False	True	s0__SP21_S92
strain_madness	0	SP22_S78	1313	2120430	1613582	1613582	3053	new_strain	76.09692373716652	76.09692373716652	0.0	False	True	s0__SP22_S78
strain_madness	0	SP23_S93	1313	2030322	92578	92578	381	new_strain	4.559769337080522	4.559769337080522	0.0	False	False	s0__SP23_S93
strain_madness	0	SP24_S13	1313	2093455	79275	79275	330	new_strain	3.786802200190594	3.786802200190594	0.0	False	False	s0__SP24_S13
strain_madness	0	SP25_S14	1313	2028415	1792587	1792587	2076	new_strain	88.37377952736496	88.37377952736496	0.0	False	True	s0__SP25_S14
strain_madness	0	SP27_S15	1313	1980747	1426351	1426351	2948	new_strain	72.01076159650879	72.01076159650879	0.0	False	True	s0__SP27_S15
strain_madness	0	SP2_S86	1313	2105629	1067449	1067449	3085	new_strain	50.6950179732517	50.6950179732517	0.0	False	True	s0__SP2_S86
strain_madness	0	SP30_S17	1313	2078679	10016	10016	44	new_strain	0.48184447911389877	0.48184447911389877	0.0	False	False	s0__SP30_S17
strain_madness	0	SP31_S18	1313	2096146	152779	152779	633	new_strain	7.288566731515839	7.288566731515839	0.0	False	False	s0__SP31_S18
strain_madness	0	SP32_S19	1313	2103320	43130	43130	179	new_strain	2.050567673963068	2.050567673963068	0.0	False	False	s0__SP32_S19
strain_madness	0	SP33_S20	1313	2079363	1011281	1011281	2986	new_strain	48.634173061653975	48.634173061653975	0.0	False	False	s0__SP33_S20
strain_madness	0	SP34_S21	1313	2072742	22583	22583	97	new_strain	1.0895229604070358	1.0895229604070358	0.0	False	False	s0__SP34_S21
strain_madness	0	SP35_S22	1313	1990563	1536	1536	6	new_strain	0.0771640988001887	0.0771640988001887	0.0	False	False	s0__SP35_S22
strain_madness	0	SP36_S23	1313	2086015	77205	77205	322	new_strain	3.7010759750049735	3.7010759750049735	0.0	False	False	s0__SP36_S23
strain_madness	0	SP38_S25	1313	2056653	126377	126377	510	new_strain	6.144789616916417	6.144789616916417	0.0	False	False	s0__SP38_S25
strain_madness	0	SP39_S26	1313	2010726	1981416	1981416	519	new_strain	98.54231755097413	98.54231755097413	0.0	False	True	s0__SP39_S26
strain_madness	0	SP3_S87	1313	2041279	342112	342112	1327	new_strain	16.759688411040333	16.759688411040333	0.0	False	False	s0__SP3_S87
strain_madness	0	SP40_S27	1313	2129381	275098	275098	1069	new_strain	12.91915350047737	12.91915350047737	0.0	False	False	s0__SP40_S27
strain_madness	0	SP41_S28	1313	2044969	114166	114166	469	new_strain	5.582774115402239	5.582774115402239	0.0	False	False	s0__SP41_S28
strain_madness	0	SP42_S29	1313	2065552	1060057	1060057	3046	new_strain	51.320760745795795	51.320760745795795	0.0	False	True	s0__SP42_S29
strain_madness	0	SP43_S30	1313	1998079	110316	110316	459	new_strain	5.521103019450182	5.521103019450182	0.0	False	False	s0__SP43_S30
strain_madness	0	SP44_S31	1313	2047099	388937	388937	1492	new_strain	18.99942308603541	18.99942308603541	0.0	False	False	s0__SP44_S31
strain_madness	0	SP45_S32	1313	2070043	1691511	1691511	2668	new_strain	81.71380980974791	81.71380980974791	0.0	False	True	s0__SP45_S32
strain_madness	0	SP46_S33	1313	2068370	140330	140330	570	new_strain	6.784569491918758	6.784569491918758	0.0	False	False	s0__SP46_S33
strain_madness	0	SP47_S34	1313	2027743	447634	447634	1677	new_strain	22.075479979464852	22.075479979464852	0.0	False	False	s0__SP47_S34
strain_madness	0	SP48_S35	1313	2032240	630437	630437	2202	new_strain	31.021778923749164	31.021778923749164	0.0	False	False	s0__SP48_S35
strain_madness	0	SP49_S36	1313	2058421	213970	213970	855	new_strain	10.394860915235514	10.394860915235514	0.0	False	False	s0__SP49_S36
strain_madness	0	SP4_S3	1313	2195551	842654	842654	2735	new_strain	38.380069513302125	38.380069513302125	0.0	False	False	s0__SP4_S3
strain_madness	0	SP50_S37	1313	1958348	308923	308923	1191	new_strain	15.774673347127273	15.774673347127273	0.0	False	False	s0__SP50_S37
strain_madness	0	SP52_S38	1313	2038081	1428416	1428416	3105	new_strain	70.08632139743219	70.08632139743219	0.0	False	True	s0__SP52_S38
strain_madness	0	SP53_S39	1313	2156089	2154321	2154321	59	new_strain	99.91799967441047	99.91799967441047	0.0	False	True	s0__SP53_S39
strain_madness	0	SP54_S40	1313	2028957	658162	658162	2263	new_strain	32.43844004579693	32.43844004579693	0.0	False	False	s0__SP54_S40
strain_madness	0	SP55_S41	1313	1980370	22307	22307	95	new_strain	1.1264056716674158	1.1264056716674158	0.0	False	False	s0__SP55_S41
strain_madness	0	SP56_S42	1313	2048034	101678	101678	412	new_strain	4.964663672575748	4.964663672575748	0.0	False	False	s0__SP56_S42
strain_madness	0	SP57_S43	1313	1969838	28932	28932	122	new_strain	1.4687502220994824	1.4687502220994824	0.0	False	False	s0__SP57_S43
strain_madness	0	SP58_S44	1313	1973824	38200	38200	159	new_strain	1.935329593722642	1.935329593722642	0.0	False	False	s0__SP58_S44
strain_madness	0	SP59_S47	1313	2090807	235576	235576	944	new_strain	11.267228395542965	11.267228395542965	0.0	False	False	s0__SP59_S47
strain_madness	0	SP61_S45	1313	1995963	84912	84912	353	new_strain	4.254187076614146	4.254187076614146	0.0	False	False	s0__SP61_S45
strain_madness	0	SP62_S46	1313	2086023	394744	394744	1498	new_strain	18.923281286927324	18.923281286927324	0.0	False	False	s0__SP62_S46
strain_madness	0	SP63_S49	1313	2084429	262425	262425	1048	new_strain	12.58977878354216	12.58977878354216	0.0	False	False	s0__SP63_S49
strain_madness	0	SP64_S79	1313	2013820	355453	355453	1359	new_strain	17.65068377511396	17.65068377511396	0.0	False	False	s0__SP64_S79
strain_madness	0	SP65_S80	1313	1985668	568697	568697	1990	new_strain	28.64008484802092	28.64008484802092	0.0	False	False	s0__SP65_S80
strain_madness	0	SP67_S50	1313	2070264	427246	427246	1581	new_strain	20.637271381814106	20.637271381814106	0.0	False	False	s0__SP67_S50
strain_madness	0	SP68_S51	257758	2287165	671480	671480	2321	new_strain	29.35861645311991	29.35861645311991	0.0	False	False	s0__SP68_S51
strain_madness	0	SP69_S52	1313	2218514	307558	307558	1204	new_strain	13.863243594586287	13.863243594586287	0.0	False	False	s0__SP69_S52
strain_madness	0	SP6_S88	1313	2087122	605663	605663	2158	new_strain	29.019051114405386	29.019051114405386	0.0	False	False	s0__SP6_S88
strain_madness	0	SP70_S53	1313	2055688	114613	114613	465	new_strain	5.575408330447033	5.575408330447033	0.0	False	False	s0__SP70_S53
strain_madness	0	SP71_S54	1313	2049554	39338	39338	157	new_strain	1.9193444037092948	1.9193444037092948	0.0	False	False	s0__SP71_S54
strain_madness	0	SP72_S55	1313	2008808	1644242	1644242	2636	new_strain	81.85162544155538	81.85162544155538	0.0	False	True	s0__SP72_S55
strain_madness	0	SP73_S56	1313	2050203	505879	505879	1888	new_strain	24.674581004905367	24.674581004905367	0.0	False	False	s0__SP73_S56
strain_madness	0	SP74_S57	1313	1980502	4424	4424	19	new_strain	0.22337770928784723	0.22337770928784723	0.0	False	False	s0__SP74_S57
strain_madness	0	SP75_S58	1313	2079412	110211	110211	455	new_strain	5.300104067880728	5.300104067880728	0.0	False	False	s0__SP75_S58
strain_madness	0	SP76_S59	1313	2094080	1257580	1257580	3232	new_strain	60.05405715158924	60.05405715158924	0.0	False	True	s0__SP76_S59
strain_madness	0	SP77_S60	1313	2013262	157219	157219	634	new_strain	7.8091674108983336	7.8091674108983336	0.0	False	False	s0__SP77_S60
strain_madness	0	SP78_S61	1313	2014664	40746	40746	171	new_strain	2.022471240862	2.022471240862	0.0	False	False	s0__SP78_S61
strain_madness	0	SP79_S62	1313	2013315	117489	117489	471	new_strain	5.83559949635303	5.83559949635303	0.0	False	False	s0__SP79_S62
strain_madness	0	SP7_S4	1313	2105126	911710	911710	2887	new_strain	43.30904658438497	43.30904658438497	0.0	False	False	s0__SP7_S4
strain_madness	0	SP80_S63	1313	2050940	115200	115200	478	new_strain	5.616936624182082	5.616936624182082	0.0	False	False	s0__SP80_S63
strain_madness	0	SP81_S64	1313	1964360	25256	25256	100	new_strain	1.285711376733389	1.285711376733389	0.0	False	False	s0__SP81_S64
strain_madness	0	SP82_S65	1313	2093277	572843	572843	2053	new_strain	27.36584790259483	27.36584790259483	0.0	False	False	s0__SP82_S65
strain_madness	0	SP83_S66	1313	1980931	605772	605772	2119	new_strain	30.580166598432758	30.580166598432758	0.0	False	False	s0__SP83_S66
strain_madness	0	SP84_S67	1313	2069912	35412	35412	150	new_strain	1.7107973672310708	1.7107973672310708	0.0	False	False	s0__SP84_S67
strain_madness	0	SP85_S68	1313	2065876	552358	552358	1980	new_strain	26.737229146376645	26.737229146376645	0.0	False	False	s0__SP85_S68
strain_madness	0	SP86_S69	1313	2049356	190733	190733	767	new_strain	9.306972531858788	9.306972531858788	0.0	False	False	s0__SP86_S69
strain_madness	0	SP87_S70	1313	2006213	907452	907452	2776	new_strain	45.23208652321563	45.23208652321563	0.0	False	False	s0__SP87_S70
strain_madness	0	SP88_S94	1313	2082503	94012	94012	378	new_strain	4.514375249399401	4.514375249399401	0.0	False	False	s0__SP88_S94
strain_madness	0	SP8_S5	1313	2092144	268552	268552	1066	new_strain	12.836210127027584	12.836210127027584	0.0	False	False	s0__SP8_S5
strain_madness	0	SP91_S72	1313	2026991	1010281	1010281	2949	new_strain	49.84141518141916	49.84141518141916	0.0	False	False	s0__SP91_S72
strain_madness	0	SP92_S73	1313	2071399	1497963	1497963	3086	new_strain	72.31648755261541	72.31648755261541	0.0	False	True	s0__SP92_S73
strain_madness	0	SP93_S74	1313	2078442	34559	34559	147	new_strain	1.6627358377092072	1.6627358377092072	0.0	False	False	s0__SP93_S74
strain_madness	0	SP94_S75	1313	2078602	103057	103057	416	new_strain	4.957995806797069	4.957995806797069	0.0	False	False	s0__SP94_S75
strain_madness	0	SP95_S76	1313	2053291	57852	57852	242	new_strain	2.8175256210639406	2.8175256210639406	0.0	False	False	s0__SP95_S76
strain_madness	0	SP96_S77	1313	2166888	682921	682921	2382	new_strain	31.516211267033643	31.516211267033643	0.0	False	False	s0__SP96_S77
strain_madness	0	SP97_S78	1313	2008538	1889319	1889319	1410	new_strain	94.06438912283461	94.06438912283461	0.0	False	True	s0__SP97_S78
strain_madness	0	SP99_S80	1313	1980535	296954	296954	1158	new_strain	14.993625459787381	14.993625459787381	0.0	False	False	s0__SP99_S80
strain_madness	0	SP9_S6	1313	1996138	1310567	1310567	3063	new_strain	65.6551300561384	65.6551300561384	0.0	False	True	s0__SP9_S6
strain_madness	0	spades_AND4471_S1_L001	562	5368063	289908	289908	1188	new_strain	5.400607258148796	5.400607258148796	0.0	False	False	s0__spades_AND4471_S1_L001
strain_madness	0	spades_AND8064_S11_L001	573	5497841	5485961	5485961	277	new_strain	99.78391517688489	99.78391517688489	0.0	False	True	s0__spades_AND8064_S11_L001
strain_madness	0	spades_AND8281_S12_L001	573	5497673	703674	703674	2767	new_strain	12.799488074317988	12.799488074317988	0.0	False	False	s0__spades_AND8281_S12_L001
