dataset	bin_id	sample	dominant	contaminant	dominant_taxid	contaminant_taxid	distance_rank	target_completeness	target_contamination	ref_len	dominant_bp	contaminant_bp	completeness_pct	contamination_pct	n_contigs_dominant	n_contigs_contaminant	cont_shortfall_rel	scoreable_by_magicc	in_domain
strain_madness	s0__spades_ESBL5660_S7_L001__X__spades_ESBL5402_S6_L001__c60__k15__species	0	spades_ESBL5660_S7_L001	spades_ESBL5402_S6_L001	562	562	species	60.0	15.0	5257730	3155511	789475	60.016604123832906	15.015510495974498	4738	252	-0.001034033064966522	True	True
strain_madness	s0__SP25_S14__X__SP87_S70__c60__k20__species	0	SP25_S14	SP87_S70	1313	1313	species	60.0	20.0	2028415	1217351	405820	60.01488847203358	20.00675404194901	1409	1243	-0.0003377020974504319	True	True
strain_madness	s0__spades_ESBL9654_S5_L001__X__spades_ESBL5734_S3_L001__c60__k20__species	0	spades_ESBL9654_S5_L001	spades_ESBL5734_S3_L001	562	562	species	60.0	20.0	5153457	3156818	1031149	61.25631784644754	20.008879476436885	62	3537	-0.0004439738218442457	True	True
strain_madness	s0__SP27_S15__X__SP158_S39__c60__k20__species	0	SP27_S15	SP158_S39	1313	1313	species	60.0	20.0	1980747	1188456	404443	60.0003937908274	20.41871071873389	2455	141	-0.02093553593669455	True	True
strain_madness	s0__SP155_S36__X__SP21_S92__c60__k2__genus	0	SP155_S36	SP21_S92	1313	68892	genus	60.0	2.0	2075312	1245567	45813	60.01830086271365	2.207523495262399	2854	19	-0.10376174763119961	True	True
strain_madness	s0__spades_ESBL9250_S3_L001__X__spades_ESBL6643_S3_L001__c60__k2__genus	0	spades_ESBL9250_S3_L001	spades_ESBL6643_S3_L001	573	548	genus	60.0	2.0	5557990	3335002	111379	60.0037423600978	2.0039438717953795	7657	350	-0.001971935897689736	True	True
strain_madness	s0__SP188_S67__X__SP20_S77__c60__k2__genus	0	SP188_S67	SP20_S77	1313	1301	genus	60.0	2.0	2040293	1225530	40852	60.06637281998223	2.0022614399010337	249	135	-0.0011307199505168342	True	True
strain_madness	s0__SP138_S19__X__SP68_S51__c60__k2__genus	0	SP138_S19	SP68_S51	1313	257758	genus	60.0	2.0	2139728	1284422	42839	60.027349270561494	2.002076899493767	637	138	-0.0010384497468836074	True	True
strain_madness	s0__spades_VRE2857_S10_L001__X__MIKI-NS02__c60__k10__genus	0	spades_VRE2857_S10_L001	MIKI-NS02	1352	1351	genus	60.0	10.0	3094615	1856965	309577	60.00633358269123	10.003732289800185	3860	860	-0.0003732289800185029	True	True
strain_madness	s0__SP160_S41__X__SP117_S95__c60__k10__genus	0	SP160_S41	SP117_S95	1313	257758	genus	60.0	10.0	2045367	1229044	204660	60.089167371919075	10.006028258009442	1439	777	-0.0006028258009441956	True	True
strain_madness	s0__spades_VRE2770_S9_L001__X__MIKI-NS02__c60__k10__genus	0	spades_VRE2770_S9_L001	MIKI-NS02	1352	1351	genus	60.0	10.0	3245517	1947475	324565	60.00507777343332	10.000409796035578	5016	903	-4.097960355782248e-05	True	True
strain_madness	s0__SP1_S85__X__SP20_S77__c60__k15__genus	0	SP1_S85	SP20_S77	1313	1301	genus	60.0	15.0	2164447	1317620	324677	60.87559547542629	15.000459701715958	118	1075	-3.064678106383667e-05	True	True
strain_madness	s0__SP45_S32__X__SP21_S92__c60__k15__genus	0	SP45_S32	SP21_S92	1313	68892	genus	60.0	15.0	2070043	1242108	313009	60.0039709320048	15.120893623948875	1957	143	-0.008059574929925024	True	True
strain_madness	s0__SP72_S55__X__SP68_S51__c60__k20__genus	0	SP72_S55	SP68_S51	1313	257758	genus	60.0	20.0	2008808	1206092	402277	60.04018303391862	20.025657006543184	1915	1403	-0.001282850327159224	True	True
strain_madness	s0__SP9_S6__X__SP20_S77__c60__k20__genus	0	SP9_S6	SP20_S77	1313	1301	genus	60.0	20.0	1996138	1197733	399247	60.0025148561873	20.000971876693896	2808	1327	-4.859383469479894e-05	True	True
strain_madness	s0__SP101_S82__X__MIKI-NS12__c60__k2__family	0	SP101_S82	MIKI-NS12	1313	1363	family	60.0	2.0	2132333	1280665	42653	60.05933407211725	2.0002973269184503	936	152	-0.00014866345922515123	True	True
strain_madness	s0__spades_ESBL10030_S2_L001__X__spades_AND8281_S12_L001__c60__k2__family	0	spades_ESBL10030_S2_L001	spades_AND8281_S12_L001	562	573	family	60.0	2.0	4855730	2913635	97319	60.00405706248082	2.004209459751675	5657	374	-0.00210472987583743	True	True
strain_madness	s0__spades_And5315_S3_L001__X__spades_ESBL7532_S2_L001__c60__k2__family	0	spades_And5315_S3_L001	spades_ESBL7532_S2_L001	573	562	family	60.0	2.0	5485511	3291410	110388	60.00188496568506	2.01235582245665	6815	114	-0.006177911228324895	True	True
strain_madness	s0__spades_And7556_S8_L001__X__spades_And6100_S3_L001__c60__k2__family	0	spades_And7556_S8_L001	spades_And6100_S3_L001	562	573	family	60.0	2.0	5192378	3202000	103933	61.667313127048914	2.0016454888299733	31	422	-0.0008227444149866425	True	True
strain_madness	s0__SP18_S91__X__MIKI-NS12__c60__k5__family	0	SP18_S91	MIKI-NS12	1313	1363	family	60.0	5.0	2072566	1247654	103900	60.198517200417264	5.013109353333018	165	381	-0.0026218706666035984	True	True
strain_madness	s0__spades_ESBL5660_S7_L001__X__spades_And5315_S3_L001__c60__k5__family	0	spades_ESBL5660_S7_L001	spades_And5315_S3_L001	562	573	family	60.0	5.0	5257730	3154735	263623	60.0018449026481	5.014007946395117	4715	551	-0.002801589279023453	True	True
strain_madness	s0__spades_AND8064_S11_L001__X__spades_ESBL10030_S2_L001__c60__k10__family	0	spades_AND8064_S11_L001	spades_ESBL10030_S2_L001	573	562	family	60.0	10.0	5497841	3312151	550209	60.24457600719992	10.007728488328418	175	1056	-0.0007728488328417882	True	True
strain_madness	s0__SP1_S85__X__MIKI-NS12__c60__k10__family	0	SP1_S85	MIKI-NS12	1313	1363	family	60.0	10.0	2164447	1318113	216685	60.898372655925506	10.011102142949214	120	787	-0.001110214294921441	True	True
strain_madness	s0__spades_ESBL5660_S7_L001__X__spades_ESBL6792_S10_L001__c60__k10__family	0	spades_ESBL5660_S7_L001	spades_ESBL6792_S10_L001	562	573	family	60.0	10.0	5257730	3154873	525850	60.004469609508284	10.001464510349523	4716	1580	-0.0001464510349522996	True	True
strain_madness	s0__spades_ESBL7347_S10_L001__X__spades_And4500_S1_L001__c60__k15__family	0	spades_ESBL7347_S10_L001	spades_And4500_S1_L001	562	573	family	60.0	15.0	5120214	3073407	768164	60.02497161251463	15.002576064203566	937	2314	-0.00017173761357109168	True	True
strain_madness	s0__SP182_S62__X__MIKI-NS12__c60__k15__family	0	SP182_S62	MIKI-NS12	1313	1363	family	60.0	15.0	2047295	1228858	307376	60.02349441580232	15.013762061647197	1697	1129	-0.0009174707764798266	True	True
strain_madness	s0__spades_And5232_S2_L001__X__spades_And9353_S7_L001__c60__k15__family	0	spades_And5232_S2_L001	spades_And9353_S7_L001	562	573	family	60.0	15.0	4894280	2937591	734638	60.020901950848746	15.010134279199391	4845	2003	-0.0006756186132927648	True	True
strain_madness	s0__SP45_S32__X__MIKI-NS12__c60__k15__family	0	SP45_S32	MIKI-NS12	1313	1363	family	60.0	15.0	2070043	1243004	310721	60.04725505702056	15.010364518997914	1937	1142	-0.0006909679331942679	True	True
strain_madness	s0__spades_ESBL5402_S6_L001__X__spades_And10925_S5_L001__c60__k15__family	0	spades_ESBL5402_S6_L001	spades_And10925_S5_L001	562	1639133	family	60.0	15.0	4938055	2966123	747322	60.06662542235759	15.133934312193768	956	174	-0.008928954146251182	True	True
strain_madness	s0__SP195_S74__X__MIKI-NS12__c60__k20__family	0	SP195_S74	MIKI-NS12	1313	1363	family	60.0	20.0	1985003	1191079	397221	60.003889162887916	20.01110325777845	1541	1464	-0.0005551628889225668	True	True
strain_madness	s0__SP92_S73__X__MIKI-NS12__c60__k20__family	0	SP92_S73	MIKI-NS12	1313	1363	family	60.0	20.0	2071399	1243001	414473	60.00780149068335	20.009327029703115	2591	1529	-0.0004663514851557693	True	True
strain_madness	s0__spades_VRE3783_S7_L001__X__SP160_S41__c60__k2__order	0	spades_VRE3783_S7_L001	SP160_S41	1352	1313	order	60.0	2.0	3086681	1852380	62675	60.012032341534486	2.0304981305162406	1194	69	-0.015249065258120309	True	True
strain_madness	s0__SP148_S29__X__MIKI-NS02__c60__k2__order	0	SP148_S29	MIKI-NS02	1313	1351	order	60.0	2.0	2086142	1251874	41784	60.00905019888387	2.00293172756217	1849	109	-0.0014658637810849307	True	True
strain_madness	s0__SP25_S14__X__spades_VRE3342_S6_L001__c60__k2__order	0	SP25_S14	spades_VRE3342_S6_L001	1313	1352	order	60.0	2.0	2028415	1217300	40570	60.01237419364381	2.0000838092796593	1398	169	-4.190463982967074e-05	True	True
strain_madness	s0__SP22_S78__X__spades_VRE3342_S6_L001__c60__k5__order	0	SP22_S78	spades_VRE3342_S6_L001	1313	1352	order	60.0	5.0	2120430	1272816	106129	60.026315417155956	5.0050697264234145	2410	446	-0.0010139452846829045	True	True
strain_madness	s0__SP97_S78__X__spades_VRE2857_S10_L001__c60__k10__order	0	SP97_S78	spades_VRE2857_S10_L001	1313	1352	order	60.0	10.0	2008538	1205149	201436	60.00130443138243	10.028986257666023	916	431	-0.0028986257666023365	True	True
strain_madness	s0__SP11_S8__X__spades_VRE3783_S7_L001__c60__k10__order	0	SP11_S8	spades_VRE3783_S7_L001	1313	1352	order	60.0	10.0	2065838	1239974	209377	60.02280914573166	10.13520905317842	3046	138	-0.013520905317841957	True	True
strain_madness	s0__spades_MRSA7133_S3_L001__X__MIKI-NS13__c60__k15__order	0	spades_MRSA7133_S3_L001	MIKI-NS13	1280	481743	order	60.0	15.0	2821986	1694773	423299	60.05603854873837	15.00003897964058	2220	1685	-2.598642705346303e-06	True	True
strain_madness	s0__SP196_S75__X__spades_VRE3277_S16_L001__c60__k15__order	0	SP196_S75	spades_VRE3277_S16_L001	1313	1352	order	60.0	15.0	1970420	1182503	295708	60.01273840095005	15.00735883720222	1657	1063	-0.0004905891468146942	True	True
strain_madness	s0__SP72_S55__X__spades_VRE3783_S7_L001__c60__k15__order	0	SP72_S55	spades_VRE3783_S7_L001	1313	1352	order	60.0	15.0	2008808	1206036	307598	60.03739531105013	15.312463908945006	1934	201	-0.020830927263000378	True	True
strain_madness	s0__SP53_S39__X__spades_VRE3277_S16_L001__c60__k20__order	0	SP53_S39	spades_VRE3277_S16_L001	1313	1352	order	60.0	20.0	2156089	1350258	431415	62.62533689472002	20.00914619016191	37	1577	-0.00045730950809552695	True	True
strain_madness	s0__SP45_S32__X__spades_VRE2857_S10_L001__c60__k20__order	0	SP45_S32	spades_VRE2857_S10_L001	1313	1352	order	60.0	20.0	2070043	1242791	415238	60.03696541569426	20.059390070641044	1957	882	-0.0029695035320521867	True	True
strain_madness	s0__SP92_S73__X__spades_VRE3277_S16_L001__c60__k20__order	0	SP92_S73	spades_VRE3277_S16_L001	1313	1352	order	60.0	20.0	2071399	1243081	414331	60.01166361478402	20.002471759424427	2579	1483	-0.00012358797122136167	True	True
strain_madness	s0__SP121_S3__X__spades_VRE3056_S20_L001__c60__k20__order	0	SP121_S3	spades_VRE3056_S20_L001	1313	1352	order	60.0	20.0	2078750	1247464	416352	60.0102946482261	20.028959711365005	2885	634	-0.0014479855682502317	True	True
strain_madness	s0__SP21_S92__X__spades_VRE3387_S5_L001__c60__k20__order	0	SP21_S92	spades_VRE3387_S5_L001	68892	1352	order	60.0	20.0	1689727	1014581	349300	60.044078126229856	20.671978372837742	427	9	-0.03359891864188711	True	True
strain_madness	s0__SP195_S74__X__spades_MRSA7796_S10_L001__c60__k2__class	0	SP195_S74	spades_MRSA7796_S10_L001	1313	1280	class	60.0	2.0	1985003	1191659	40052	60.03310826230489	2.017729948015192	1579	88	-0.008864974007595894	True	True
strain_madness	s0__SP25_S14__X__spades_MRSA7113_S2_L001__c60__k5__class	0	SP25_S14	spades_MRSA7113_S2_L001	1313	1280	class	60.0	5.0	2028415	1218368	104793	60.06502614110032	5.166250496076986	1414	70	-0.033250099215397275	True	True
strain_madness	s0__SP21_S92__X__spades_MRSA7172_S1_L001__c60__k5__class	0	SP21_S92	spades_MRSA7172_S1_L001	68892	1280	class	60.0	5.0	1689727	1014773	84665	60.05544090850179	5.010572713817084	428	319	-0.002114542763416871	True	True
strain_madness	s0__SP39_S26__X__spades_MRSA7295_S3_L001__c60__k5__class	0	SP39_S26	spades_MRSA7295_S3_L001	1313	1280	class	60.0	5.0	2010726	1213581	100767	60.35536418189251	5.01147346779223	305	418	-0.00229469355844607	True	True
strain_madness	s0__spades_MRSA7286_S4_L001__X__SP8_S5__c60__k5__class	0	spades_MRSA7286_S4_L001	SP8_S5	1280	1313	class	60.0	5.0	2817370	1692772	140950	60.08341112455943	5.002892768787913	323	554	-0.0005785537575825117	True	True
strain_madness	s0__SP155_S36__X__spades_MRSA8007_S12_L001__c60__k10__class	0	SP155_S36	spades_MRSA8007_S12_L001	1313	1280	class	60.0	10.0	2075312	1245576	207679	60.0187345324462	10.007121820719005	2846	738	-0.0007121820719005357	True	True
strain_madness	s0__SP137_S18__X__spades_MRSA7113_S2_L001__c60__k10__class	0	SP137_S18	spades_MRSA7113_S2_L001	1313	1280	class	60.0	10.0	2035362	1222169	204963	60.0467631802107	10.070100552137655	964	132	-0.007010055213765476	True	True
strain_madness	s0__SP76_S59__X__spades_MRSA7129_S8_L001__c60__k10__class	0	SP76_S59	spades_MRSA7129_S8_L001	1313	1280	class	60.0	10.0	2094080	1256590	209473	60.0067810207824	10.003103988386307	3229	538	-0.00031039883863073217	True	True
strain_madness	s0__SP138_S19__X__spades_MRSA8013_S11_L001__c60__k10__class	0	SP138_S19	spades_MRSA8013_S11_L001	1313	1280	class	60.0	10.0	2139728	1285600	214596	60.082402997016445	10.02912519722133	646	185	-0.0029125197221329556	True	True
strain_madness	s0__MIKI-NS09__X__spades_MRSA7129_S8_L001__c60__k20__class	0	MIKI-NS09	spades_MRSA7129_S8_L001	97137	1280	class	60.0	20.0	2039692	1226755	407997	60.14412960388137	20.002872982783675	747	1076	-0.00014364913918374356	True	True
strain_madness	s0__SP188_S67__X__MIKI-NS20__c60__k2__phylum	0	SP188_S67	MIKI-NS20	1313	186802	phylum	60.0	2.0	2040293	1227064	40846	60.14155809974352	2.0019673644912763	243	172	-0.0009836822456381622	True	True
strain_madness	s0__SP45_S32__X__MIKI-NS20__c60__k2__phylum	0	SP45_S32	MIKI-NS20	1313	186802	phylum	60.0	2.0	2070043	1242598	41411	60.02764193787279	2.0004898448969417	1942	158	-0.0002449224484708523	True	True
strain_madness	s0__SP22_S78__X__MIKI-NS20__c60__k5__phylum	0	SP22_S78	MIKI-NS20	1313	186802	phylum	60.0	5.0	2120430	1272383	106156	60.0058950307249	5.006343053059992	2381	423	-0.0012686106119984331	True	True
strain_madness	s0__SP25_S14__X__MIKI-NS20__c60__k5__phylum	0	SP25_S14	MIKI-NS20	1313	186802	phylum	60.0	5.0	2028415	1217684	101560	60.03130523093154	5.006864965995617	1393	405	-0.0013729931991234069	True	True
strain_madness	s0__SP21_S92__X__MIKI-NS20__c60__k5__phylum	0	SP21_S92	MIKI-NS20	68892	186802	phylum	60.0	5.0	1689727	1015459	84819	60.09603918266087	5.0196866120976935	420	341	-0.0039373224195387024	True	True
strain_madness	s0__SP45_S32__X__MIKI-NS20__c60__k10__phylum	0	SP45_S32	MIKI-NS20	1313	186802	phylum	60.0	10.0	2070043	1242556	207137	60.02561299451268	10.006410494854455	1936	817	-0.0006410494854454995	True	True
strain_madness	s0__SP27_S15__X__MIKI-NS20__c60__k10__phylum	0	SP27_S15	MIKI-NS20	1313	186802	phylum	60.0	10.0	1980747	1189242	198134	60.04007578958847	10.00299382000831	2464	787	-0.0002993820008310166	True	True
strain_madness	s0__SP121_S3__X__MIKI-NS20__c60__k20__phylum	0	SP121_S3	MIKI-NS20	1313	186802	phylum	60.0	20.0	2078750	1247905	416091	60.03150932050511	20.01640408899579	2860	1653	-0.0008202044497895855	True	True
strain_madness	s0__SP195_S74__X__MIKI-NS20__c60__k20__phylum	0	SP195_S74	MIKI-NS20	1313	186802	phylum	60.0	20.0	1985003	1191463	397089	60.02323422181226	20.004453393773208	1555	1572	-0.00022266968866038183	True	True
strain_madness	s0__SP25_S14__X__MIKI-NS20__c60__k20__phylum	0	SP25_S14	MIKI-NS20	1313	186802	phylum	60.0	20.0	2028415	1217701	405960	60.032143323728135	20.01365598262683	1412	1626	-0.0006827991313414827	True	True
strain_madness	s0__spades_VRE3783_S7_L001__X__MIKI-NS20__c60__k20__phylum	0	spades_VRE3783_S7_L001	MIKI-NS20	1352	186802	phylum	60.0	20.0	3086681	1853571	617348	60.0506174755344	20.000382287641646	1202	2469	-1.9114382082285885e-05	True	True
strain_madness	s0__SP137_S18__X__MIKI-NS20__c60__k20__phylum	0	SP137_S18	MIKI-NS20	1313	186802	phylum	60.0	20.0	2035362	1221356	407107	60.0068194257336	20.00169994330247	960	1624	-8.499716512346822e-05	True	True
strain_madness	s0__spades_ESBL5402_S6_L001__X__spades_And8344_S10_L001__c75__k2__species	0	spades_ESBL5402_S6_L001	spades_And8344_S10_L001	562	562	species	75.0	2.0	4938055	3704462	99039	75.01864600536041	2.0056277218459493	1177	284	-0.0028138609229746425	True	True
strain_madness	s0__spades_ESBL5660_S7_L001__X__spades_ESBL9861_S4_L001__c75__k2__species	0	spades_ESBL5660_S7_L001	spades_ESBL9861_S4_L001	562	562	species	75.0	2.0	5257730	3944153	177486	75.01627128057166	3.3757153752665126	5877	1	-0.6878576876332563	True	True
strain_madness	s0__MIKI-NS23__X__MIKI-NS25__c75__k5__species	0	MIKI-NS23	MIKI-NS25	671267	671267	species	75.0	5.0	5370360	4038711	268952	75.20372935892566	5.008081394915797	476	1063	-0.0016162789831593472	True	True
strain_madness	s0__SP142_S23__X__SP114_S92__c75__k5__species	0	SP142_S23	SP114_S92	1313	1313	species	75.0	5.0	2060851	1579683	103179	76.65197532475662	5.006621051206516	55	425	-0.0013242102413032696	True	True
strain_madness	s0__spades_VRE3766_S8_L001__X__spades_VRE3387_S5_L001__c75__k5__species	0	spades_VRE3766_S8_L001	spades_VRE3387_S5_L001	1352	1352	species	75.0	5.0	3083042	2361381	171453	76.59256669224746	5.561163292618135	124	10	-0.11223265852362693	True	True
strain_madness	s0__spades_VRE3056_S20_L001__X__spades_VRE2943_S1_L001__c75__k10__species	0	spades_VRE3056_S20_L001	spades_VRE2943_S1_L001	1352	1352	species	75.0	10.0	3010057	2257911	301145	75.01223398759558	10.004627819340298	3534	1168	-0.0004627819340297989	True	True
strain_madness	s0__SP25_S14__X__SP39_S26__c75__k10__species	0	SP25_S14	SP39_S26	1313	1313	species	75.0	10.0	2028415	1521522	204184	75.01038988569893	10.066184681142666	1765	51	-0.006618468114266562	True	True
strain_madness	s0__spades_ESBL6515_S2_L001__X__spades_ESBL9250_S3_L001__c75__k15__species	0	spades_ESBL6515_S2_L001	spades_ESBL9250_S3_L001	573	573	species	75.0	15.0	5206284	3912783	780998	75.15500499012347	15.00106409869304	393	1793	-7.093991286938698e-05	True	True
strain_madness	s0__SP18_S91__X__SP92_S73__c75__k20__species	0	SP18_S91	SP92_S73	1313	1313	species	75.0	20.0	2072566	1570779	414826	75.78909429181024	20.015092402364992	209	864	-0.0007546201182496049	True	True
strain_madness	s0__SP45_S32__X__SP20_S77__c75__k2__genus	0	SP45_S32	SP20_S77	1313	1301	genus	75.0	2.0	2070043	1552609	41590	75.00370765244973	2.0091370082650455	2461	146	-0.004568504132522744	True	True
strain_madness	s0__SP131_S12__X__SP119_S1__c75__k5__genus	0	SP131_S12	SP119_S1	1313	257758	genus	75.0	5.0	2155215	1618609	107990	75.10197358500196	5.010636989813081	589	434	-0.0021273979626162285	True	True
strain_madness	s0__SP53_S39__X__SP20_S77__c75__k15__genus	0	SP53_S39	SP20_S77	1313	1301	genus	75.0	15.0	2156089	1630807	323603	75.63727656882439	15.008796019088265	40	1093	-0.0005864012725510292	True	True
strain_madness	s0__SP21_S92__X__SP174_S55__c75__k15__genus	0	SP21_S92	SP174_S55	68892	1313	genus	75.0	15.0	1689727	1267871	253640	75.03407355152638	15.010708830479716	565	956	-0.0007139220319810846	True	True
strain_madness	s0__spades_ESBL8075_S12_L001__X__spades_ESBL6643_S3_L001__c75__k15__genus	0	spades_ESBL8075_S12_L001	spades_ESBL6643_S3_L001	573	548	genus	75.0	15.0	5404977	4062379	810999	75.15996830328788	15.004670695175946	48	2456	-0.00031137967839640625	True	True
strain_madness	s0__spades_VRE3387_S5_L001__X__MIKI-NS02__c75__k15__genus	0	spades_VRE3387_S5_L001	MIKI-NS02	1352	1351	genus	75.0	15.0	3006421	2271761	451219	75.56363529924785	15.008510118842304	111	1265	-0.0005673412561536159	True	True
strain_madness	s0__SP189_S68__X__MIKI-NS12__c75__k2__family	0	SP189_S68	MIKI-NS12	1313	1363	family	75.0	2.0	2062647	1548871	41482	75.09142378700767	2.011105147899762	2250	148	-0.005552573949880957	True	True
strain_madness	s0__spades_ESBL7347_S10_L001__X__spades_ESBL6620_S4_L001__c75__k2__family	0	spades_ESBL7347_S10_L001	spades_ESBL6620_S4_L001	562	573	family	75.0	2.0	5120214	3843262	102514	75.06057364008613	2.0021428791843467	1145	385	-0.0010714395921733733	True	True
strain_madness	s0__SP18_S91__X__MIKI-NS12__c75__k5__family	0	SP18_S91	MIKI-NS12	1313	1363	family	75.0	5.0	2072566	1570830	103808	75.79155500958714	5.008670411460962	213	385	-0.0017340822921923405	True	True
strain_madness	s0__spades_ESBL5909_S5_L001__X__spades_ESBL7553_S11_L001__c75__k5__family	0	spades_ESBL5909_S5_L001	spades_ESBL7553_S11_L001	562	573	family	75.0	5.0	4903928	3692414	245420	75.29502880140166	5.004559610173722	144	965	-0.0009119220347443502	True	True
strain_madness	s0__spades_And5232_S2_L001__X__spades_And8423_S6_L001__c75__k5__family	0	spades_And5232_S2_L001	spades_And8423_S6_L001	562	573	family	75.0	5.0	4894280	3671270	244727	75.01144192812835	5.000265616188694	6098	393	-5.3123237738716964e-05	True	True
strain_madness	s0__SP148_S29__X__MIKI-NS12__c75__k10__family	0	SP148_S29	MIKI-NS12	1313	1363	family	75.0	10.0	2086142	1565002	208830	75.0189584409882	10.010344454020867	2299	778	-0.0010344454020867033	True	True
strain_madness	s0__SP101_S82__X__MIKI-NS12__c75__k10__family	0	SP101_S82	MIKI-NS12	1313	1363	family	75.0	10.0	2132333	1599259	213390	75.0004337971602	10.007348758378734	1195	791	-0.0007348758378734388	True	True
strain_madness	s0__SP142_S23__X__MIKI-NS12__c75__k10__family	0	SP142_S23	MIKI-NS12	1313	1363	family	75.0	10.0	2060851	1580319	206310	76.68283636226006	10.010912967507112	57	760	-0.0010912967507112014	True	True
strain_madness	s0__spades_ESBL6984_S1_L001__X__spades_And5527_S8_L001__c75__k15__family	0	spades_ESBL6984_S1_L001	spades_And5527_S8_L001	543	573	family	75.0	15.0	5169466	3878620	775448	75.02941309605286	15.000543576454511	3087	2344	-3.623843030074643e-05	True	True
strain_madness	s0__spades_And10925_S5_L001__X__spades_And8655_S10_L001__c75__k15__family	0	spades_And10925_S5_L001	spades_And8655_S10_L001	1639133	573	family	75.0	15.0	5618570	4225116	842881	75.1991342992968	15.00169972074745	1010	2613	-0.00011331471649664119	True	True
strain_madness	s0__SP25_S14__X__MIKI-NS12__c75__k15__family	0	SP25_S14	MIKI-NS12	1313	1363	family	75.0	15.0	2028415	1524432	304826	75.15385165264505	15.027792636122292	1756	1118	-0.001852842408152829	True	True
strain_madness	s0__spades_ESBL9654_S5_L001__X__spades_ESBL9656_S7_L001__c75__k20__family	0	spades_ESBL9654_S5_L001	spades_ESBL9656_S7_L001	562	543	family	75.0	20.0	5153457	3879212	1033612	75.27397628426898	20.05667263741601	66	92	-0.002833631870800524	True	True
strain_madness	s0__MIKI-NS09__X__SP132_S13__c75__k2__order	0	MIKI-NS09	SP132_S13	97137	1313	order	75.0	2.0	2039692	1532158	40885	75.11712552679522	2.0044693022279834	965	128	-0.0022346511139916814	True	True
strain_madness	s0__SP137_S18__X__spades_VRE3786_S19_L001__c75__k5__order	0	SP137_S18	spades_VRE3786_S19_L001	1313	1352	order	75.0	5.0	2035362	1526664	102093	75.00700121157809	5.01596276239804	1188	239	-0.0031925524796079683	True	True
strain_madness	s0__spades_VRE3387_S5_L001__X__SP182_S62__c75__k10__order	0	spades_VRE3387_S5_L001	SP182_S62	1352	1313	order	75.0	10.0	3006421	2273352	302219	75.61655536599831	10.052451070558648	105	426	-0.005245107055864828	True	True
