set	set_label	status	tier	tool	tool_label	tool_role	n	n_clusters	clustered_bootstrap	criterion	threshold	pass_rule	n_true_pass	n_true_fail	n_pred_pass	n_pred_fail	n_false_pass	n_false_fail	npv_pass	accuracy	balanced_accuracy	n_ties_true_at_tau	n_ties_pred_at_tau	false_pass_rate	false_pass_rate_ci_lo	false_pass_rate_ci_hi	false_fail_rate	false_fail_rate_ci_lo	false_fail_rate_ci_hi	sensitivity	sensitivity_ci_lo	sensitivity_ci_hi	specificity	specificity_ci_lo	specificity_ci_hi	ppv_fail	ppv_fail_ci_lo	ppv_fail_ci_hi	npv_pass_ci_lo	npv_pass_ci_hi	accuracy_ci_lo	accuracy_ci_hi	balanced_accuracy_ci_lo	balanced_accuracy_ci_hi	boot_clustered	boot_n_clusters
set_A_v2	Set A (completeness gradient, 0% contamination)	current	primary	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	1000	798	True	contamination	5.0	contamination < 5%	1000	0	938	62	0	62	1.0	0.938	0.938	0	0				0.062	0.04490872994073016	0.0803944253757841				0.938	0.9196055746242159	0.9550912700592699	0.0	0.0	0.0	1.0	1.0	0.9196055746242159	0.9550912700592699	0.9196055746242159	0.9550912700592699	True	798
set_A_v2	Set A (completeness gradient, 0% contamination)	current	primary	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	1000	798	True	contamination	5.0	contamination < 5%	1000	0	982	18	0	18	1.0	0.982	0.982	0	0				0.018	0.010070493454179255	0.02689310057874186				0.982	0.9731068994212582	0.9899295065458208	0.0	0.0	0.0	1.0	1.0	0.9731068994212582	0.9899295065458208	0.9731068994212582	0.9899295065458208	True	798
set_A_v2	Set A (completeness gradient, 0% contamination)	current	primary	checkm2	CheckM2 1.0.1	competitor	1000	798	True	contamination	5.0	contamination < 5%	1000	0	1000	0	0	0	1.0	1.0	1.0	0	0				0.0	0.0	0.0				1.0	1.0	1.0				1.0	1.0	1.0	1.0	1.0	1.0	True	798
set_A_v2	Set A (completeness gradient, 0% contamination)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	1000	798	True	contamination	5.0	contamination < 5%	1000	0	965	35	0	35	1.0	0.965	0.965	0	0				0.035	0.023188332748948107	0.048632769481520635				0.965	0.9513672305184794	0.9768116672510518	0.0	0.0	0.0	1.0	1.0	0.9513672305184794	0.9768116672510518	0.9513672305184794	0.9768116672510518	True	798
set_A_v2	Set A (completeness gradient, 0% contamination)	current	primary	deepcheck	DeepCheck	competitor	1000	798	True	contamination	5.0	contamination < 5%	1000	0	1000	0	0	0	1.0	1.0	1.0	0	0				0.0	0.0	0.0				1.0	1.0	1.0				1.0	1.0	1.0	1.0	1.0	1.0	True	798
set_A_v2	Set A (completeness gradient, 0% contamination)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	1000	798	True	contamination	10.0	contamination < 10%	1000	0	989	11	0	11	1.0	0.989	0.989	0	0				0.011	0.004044285322197044	0.01966665213537352				0.989	0.9803333478646264	0.995955714677803	0.0	0.0	0.0	1.0	1.0	0.9803333478646264	0.995955714677803	0.9803333478646264	0.995955714677803	True	798
set_A_v2	Set A (completeness gradient, 0% contamination)	current	primary	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	1000	798	True	contamination	10.0	contamination < 10%	1000	0	978	22	0	22	1.0	0.978	0.978	0	0				0.022	0.012974051896207584	0.0328891292440812				0.978	0.9671108707559187	0.9870259481037924	0.0	0.0	0.0	1.0	1.0	0.9671108707559187	0.9870259481037924	0.9671108707559187	0.9870259481037924	True	798
set_A_v2	Set A (completeness gradient, 0% contamination)	current	primary	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	1000	798	True	contamination	10.0	contamination < 10%	1000	0	993	7	0	7	1.0	0.993	0.993	0	0				0.007	0.0020407643179596	0.012208774914091126				0.993	0.9877912250859088	0.9979592356820404	0.0	0.0	0.0	1.0	1.0	0.9877912250859088	0.9979592356820404	0.9877912250859088	0.9979592356820404	True	798
set_A_v2	Set A (completeness gradient, 0% contamination)	current	primary	checkm2	CheckM2 1.0.1	competitor	1000	798	True	contamination	10.0	contamination < 10%	1000	0	1000	0	0	0	1.0	1.0	1.0	0	0				0.0	0.0	0.0				1.0	1.0	1.0				1.0	1.0	1.0	1.0	1.0	1.0	True	798
set_A_v2	Set A (completeness gradient, 0% contamination)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	1000	798	True	contamination	10.0	contamination < 10%	1000	0	982	18	0	18	1.0	0.982	0.982	0	0				0.018	0.0101312000393385	0.027664643757881458				0.982	0.9723353562421185	0.9898687999606615	0.0	0.0	0.0	1.0	1.0	0.9723353562421185	0.9898687999606615	0.9723353562421185	0.9898687999606615	True	798
set_A_v2	Set A (completeness gradient, 0% contamination)	current	primary	deepcheck	DeepCheck	competitor	1000	798	True	contamination	10.0	contamination < 10%	1000	0	1000	0	0	0	1.0	1.0	1.0	0	0				0.0	0.0	0.0				1.0	1.0	1.0				1.0	1.0	1.0	1.0	1.0	1.0	True	798
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	1000	803	True	completeness	50.0	completeness >= 50%	1000	0	1000	0	0	0	1.0	1.0	1.0	0	0				0.0	0.0	0.0				1.0	1.0	1.0				1.0	1.0	1.0	1.0	1.0	1.0	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	1000	803	True	completeness	50.0	completeness >= 50%	1000	0	1000	0	0	0	1.0	1.0	1.0	0	0				0.0	0.0	0.0				1.0	1.0	1.0				1.0	1.0	1.0	1.0	1.0	1.0	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	1000	803	True	completeness	50.0	completeness >= 50%	1000	0	1000	0	0	0	1.0	1.0	1.0	0	0				0.0	0.0	0.0				1.0	1.0	1.0				1.0	1.0	1.0	1.0	1.0	1.0	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	checkm2	CheckM2 1.0.1	competitor	1000	803	True	completeness	50.0	completeness >= 50%	1000	0	1000	0	0	0	1.0	1.0	1.0	0	0				0.0	0.0	0.0				1.0	1.0	1.0				1.0	1.0	1.0	1.0	1.0	1.0	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	1000	803	True	completeness	50.0	completeness >= 50%	1000	0	1000	0	0	0	1.0	1.0	1.0	0	0				0.0	0.0	0.0				1.0	1.0	1.0				1.0	1.0	1.0	1.0	1.0	1.0	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	deepcheck	DeepCheck	competitor	1000	803	True	completeness	50.0	completeness >= 50%	1000	0	1000	0	0	0	1.0	1.0	1.0	0	0				0.0	0.0	0.0				1.0	1.0	1.0				1.0	1.0	1.0	1.0	1.0	1.0	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	1000	803	True	completeness	90.0	completeness >= 90%	1000	0	896	104	0	104	1.0	0.896	0.896	0	0				0.104	0.0843928744033868	0.12436302384331624				0.896	0.8756369761566838	0.9156071255966132	0.0	0.0	0.0	1.0	1.0	0.8756369761566838	0.9156071255966132	0.8756369761566838	0.9156071255966132	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	1000	803	True	completeness	90.0	completeness >= 90%	1000	0	900	100	0	100	1.0	0.9	0.9	0	0				0.1	0.07983238294782206	0.12064243816773029				0.9	0.8793575618322697	0.9201676170521779	0.0	0.0	0.0	1.0	1.0	0.8793575618322697	0.9201676170521779	0.8793575618322697	0.9201676170521779	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	1000	803	True	completeness	90.0	completeness >= 90%	1000	0	977	23	0	23	1.0	0.977	0.977	0	0				0.023	0.013779188829272447	0.03373149935649935				0.977	0.9662685006435007	0.9862208111707276	0.0	0.0	0.0	1.0	1.0	0.9662685006435007	0.9862208111707276	0.9662685006435007	0.9862208111707276	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	checkm2	CheckM2 1.0.1	competitor	1000	803	True	completeness	90.0	completeness >= 90%	1000	0	990	10	0	10	1.0	0.99	0.99	0	0				0.01	0.004036326942482341	0.01626057613577153				0.99	0.9837394238642285	0.9959636730575177	0.0	0.0	0.0	1.0	1.0	0.9837394238642285	0.9959636730575177	0.9837394238642285	0.9959636730575177	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	1000	803	True	completeness	90.0	completeness >= 90%	1000	0	906	94	0	94	1.0	0.906	0.906	0	0				0.094	0.07599620758483035	0.11394995036095545				0.906	0.8860500496390444	0.9240037924151697	0.0	0.0	0.0	1.0	1.0	0.8860500496390444	0.9240037924151697	0.8860500496390444	0.9240037924151697	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	deepcheck	DeepCheck	competitor	1000	803	True	completeness	90.0	completeness >= 90%	1000	0	986	14	0	14	1.0	0.986	0.986	0	0				0.014	0.007721821559815775	0.02186878727634195				0.986	0.9781312127236581	0.9922781784401843	0.0	0.0	0.0	1.0	1.0	0.9781312127236581	0.9922781784401843	0.9781312127236581	0.9922781784401843	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	1000	803	True	contamination	5.0	contamination < 5%	200	800	194	806	0	6	1.0	0.994	0.985	0	0	0.0	0.0	0.0	0.03	0.009949017289788682	0.05633983387504513	1.0	1.0	1.0	0.97	0.9436601661249548	0.9900509827102113	0.9925558312655087	0.9863345528801156	0.9975186872926409	1.0	1.0	0.9889333229994266	0.998001998001998	0.9718300830624774	0.9950254913551057	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	1000	803	True	contamination	5.0	contamination < 5%	200	800	160	840	0	40	1.0	0.96	0.9	0	0	0.0	0.0	0.0	0.2	0.14705466932535727	0.2562846282695529	1.0	1.0	1.0	0.8	0.7437153717304471	0.8529453306746427	0.9523809523809523	0.9382083195259352	0.9660245412065068	1.0	1.0	0.9477347422596855	0.9715454376624985	0.8718576858652236	0.9264726653373214	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	1000	803	True	contamination	5.0	contamination < 5%	200	800	196	804	0	4	1.0	0.996	0.99	0	0	0.0	0.0	0.0	0.02	0.004694835680751174	0.04145137413146773	1.0	1.0	1.0	0.98	0.9585486258685323	0.9953051643192489	0.9950248756218906	0.9898059623087531	0.9987834919424218	1.0	1.0	0.9918781725888325	0.9990167158308751	0.979274312934266	0.9976525821596245	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	checkm2	CheckM2 1.0.1	competitor	1000	803	True	contamination	5.0	contamination < 5%	200	800	259	741	59	0	0.7722007722007722	0.941	0.963125	0	0	0.07375	0.05631997922740022	0.09343930881852228	0.0	0.0	0.0	0.92625	0.9065606911814778	0.9436800207725997	1.0	1.0	1.0	1.0	1.0	1.0	0.7239755395683454	0.8218666369313113	0.9252238417942893	0.955003364905284	0.9532803455907388	0.9718400103862999	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	1000	803	True	contamination	5.0	contamination < 5%	200	800	198	802	1	3	0.9949494949494949	0.996	0.9918750000000001	0	0	0.00125	0.0	0.0038363171355498722	0.015	0.0	0.03414634146341464	0.99875	0.9961636828644501	1.0	0.985	0.9658536585365853	1.0	0.9962593516209476	0.9911946913169526	1.0	0.9833310055865921	1.0	0.9911924376319399	0.9990186457311089	0.9820133367279638	0.9993858431358432	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	deepcheck	DeepCheck	competitor	1000	803	True	contamination	5.0	contamination < 5%	200	800	332	668	132	0	0.6024096385542169	0.868	0.9175	0	0	0.165	0.1400777025265762	0.1908399441201417	0.0	0.0	0.0	0.835	0.8091600558798583	0.8599222974734239	1.0	1.0	1.0	1.0	1.0	1.0	0.5533769206099304	0.653620250231696	0.84700907874881	0.8882175226586103	0.9045800279399292	0.9299611487367119	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	1000	803	True	contamination	10.0	contamination < 10%	202	798	199	801	1	4	0.9949748743718593	0.995	0.98947244348495	0	0	0.0012531328320802004	0.0	0.003911598537720172	0.019801980198019802	0.004629096262160779	0.0421108326371484	0.9987468671679198	0.9960884014622798	1.0	0.9801980198019802	0.9578891673628516	0.9953709037378392	0.9950062421972534	0.9898212338370463	0.9987700254766676	0.9830333998005982	1.0	0.990019210827594	0.9989899499022483	0.9781581441300196	0.9975009236453203	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	1000	803	True	contamination	10.0	contamination < 10%	202	798	188	812	0	14	1.0	0.986	0.9653465346534653	0	0	0.0	0.0	0.0	0.06930693069306931	0.036077273357681114	0.10714668914776208	1.0	1.0	1.0	0.9306930693069307	0.892853310852238	0.9639227266423189	0.9827586206896551	0.9730392156862745	0.9912609238451935	1.0	1.0	0.9781473489965514	0.9929440802804345	0.9464266554261189	0.9819613633211595	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	1000	803	True	contamination	10.0	contamination < 10%	202	798	203	797	2	1	0.9901477832512315	0.997	0.9962716196431673	0	0	0.002506265664160401	0.0	0.006329113924050633	0.0049504950495049506	0.0	0.015546065414507761	0.9974937343358395	0.9936708860759493	1.0	0.995049504950495	0.9844539345854921	1.0	0.998745294855709	0.9961340206185567	1.0	0.9746192893401016	1.0	0.993020763060121	1.0	0.9902477856962417	1.0	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	checkm2	CheckM2 1.0.1	competitor	1000	803	True	contamination	10.0	contamination < 10%	202	798	349	651	147	0	0.5787965616045845	0.853	0.9078947368421053	0	0	0.18421052631578946	0.15643966770242573	0.21093845274390244	0.0	0.0	0.0	0.8157894736842105	0.7890615472560976	0.8435603322975743	1.0	1.0	1.0	1.0	1.0	1.0	0.5300816741361154	0.6296351575456053	0.8311771847070507	0.8755120592236056	0.8945307736280488	0.9217801661487871	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	1000	803	True	contamination	10.0	contamination < 10%	202	798	214	786	12	0	0.9439252336448598	0.988	0.9924812030075187	0	0	0.015037593984962405	0.007325783972125436	0.02369225374064837	0.0	0.0	0.0	0.9849624060150376	0.9763077462593516	0.9926742160278745	1.0	1.0	1.0	1.0	1.0	1.0	0.9132370458606313	0.9732142857142857	0.9810752255186631	0.9941118743866536	0.9881538731296758	0.9963371080139373	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	deepcheck	DeepCheck	competitor	1000	803	True	contamination	10.0	contamination < 10%	202	798	528	472	326	0	0.38257575757575757	0.674	0.7957393483709273	0	0	0.40852130325814534	0.3751499077490775	0.44218856905483334	0.0	0.0	0.0	0.5914786967418546	0.5578114309451666	0.6248500922509225	1.0	1.0	1.0	1.0	1.0	1.0	0.3442583993018762	0.41941893022071924	0.6462296107553899	0.7027572889985138	0.7789057154725832	0.8124250461254612	True	803
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	1000	1000	False	completeness	50.0	completeness >= 50%	1000	0	1000	0	0	0	1.0	1.0	1.0	0	0				0.0	0.0	0.0				1.0	1.0	1.0				1.0	1.0	1.0	1.0	1.0	1.0	False	1000
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	1000	1000	False	completeness	50.0	completeness >= 50%	1000	0	1000	0	0	0	1.0	1.0	1.0	0	0				0.0	0.0	0.0				1.0	1.0	1.0				1.0	1.0	1.0	1.0	1.0	1.0	False	1000
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	1000	1000	False	completeness	50.0	completeness >= 50%	1000	0	1000	0	0	0	1.0	1.0	1.0	0	0				0.0	0.0	0.0				1.0	1.0	1.0				1.0	1.0	1.0	1.0	1.0	1.0	False	1000
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	checkm2	CheckM2 1.0.1	competitor	1000	1000	False	completeness	50.0	completeness >= 50%	1000	0	949	51	0	51	1.0	0.949	0.949	0	0				0.051	0.038	0.065				0.949	0.935	0.962	0.0	0.0	0.0	1.0	1.0	0.935	0.962	0.935	0.962	False	1000
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	cocopye	CoCoPyE 0.5.0	competitor	1000	1000	False	completeness	50.0	completeness >= 50%	1000	0	1000	0	0	0	1.0	1.0	1.0	0	0				0.0	0.0	0.0				1.0	1.0	1.0				1.0	1.0	1.0	1.0	1.0	1.0	False	1000
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	deepcheck	DeepCheck	competitor	1000	1000	False	completeness	50.0	completeness >= 50%	1000	0	857	143	0	143	1.0	0.857	0.857	0	0				0.143	0.122	0.165				0.857	0.835	0.878	0.0	0.0	0.0	1.0	1.0	0.835	0.878	0.835	0.878	False	1000
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	1000	1000	False	completeness	90.0	completeness >= 90%	461	539	488	512	39	12	0.9200819672131147	0.949	0.9508067080115422	0	0	0.07235621521335807	0.051037290009630136	0.09416640017055748	0.026030368763557483	0.012955502021376757	0.04110110184633708	0.9276437847866419	0.9058335998294426	0.9489627099903698	0.9739696312364425	0.9588988981536628	0.9870444979786233	0.9765625	0.962825096937996	0.9883506413025108	0.8959173712869095	0.9435519104290636	0.935	0.962	0.9376410077700624	0.9637139187934886	False	1000
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	1000	1000	False	completeness	90.0	completeness >= 90%	461	539	492	508	43	12	0.9126016260162602	0.945	0.9470961328723957	0	0	0.07977736549165121	0.057194254085398	0.10270270270270271	0.026030368763557483	0.01276595744680851	0.0411565146413631	0.9202226345083488	0.8972972972972973	0.942805745914602	0.9739696312364425	0.9588434853586368	0.9872340425531915	0.9763779527559056	0.9626163624990801	0.9882823899562256	0.8879823899150221	0.9369752169160347	0.931	0.959	0.9340266752032429	0.9602006167714353	False	1000
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	1000	1000	False	completeness	90.0	completeness >= 90%	461	539	466	534	25	20	0.9463519313304721	0.955	0.9551169314107026	0	0	0.04638218923933209	0.02990514716138932	0.06451612903225806	0.04338394793926247	0.02579958819492108	0.06250337473002159	0.9536178107606679	0.9354838709677419	0.9700948528386106	0.9566160520607375	0.9374966252699785	0.9742004118050789	0.9625468164794008	0.9459433321135449	0.977780847145488	0.9262354361875796	0.9657387580299786	0.942	0.968	0.9422452960929958	0.968120424505664	False	1000
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	checkm2	CheckM2 1.0.1	competitor	1000	1000	False	completeness	90.0	completeness >= 90%	461	539	296	704	15	180	0.9493243243243243	0.805	0.7908575775015192	0	0	0.027829313543599257	0.014705207771181868	0.04283253773034269	0.39045553145336226	0.34465657230634195	0.4375034190371991	0.9721706864564007	0.9571674622696573	0.9852947922288182	0.6095444685466378	0.5624965809628009	0.655343427693658	0.7443181818181818	0.7109113770930159	0.7770024054581746	0.9230701754385966	0.9730662327977764	0.779	0.83	0.7660170341512098	0.8145914611081331	False	1000
