tier	group_key	draft_accession	complete_accession	organism	group	species_taxid	strain	draft_level	complete_level	draft_biosample	complete_biosample	draft_contigs	complete_contigs	draft_bp	complete_bp	size_ratio_draft_over_complete	draft_gc	complete_gc	draft_excluded_from_refseq	complete_excluded_from_refseq	draft_submitter	complete_submitter	draft_release_date	complete_release_date	n_complete_in_group	n_draft_in_group	draft_ftp	complete_ftp	ratio
same_biosample	SAMN02463855	GCA_000235505.1	GCA_005886215.1	Hungatella hathewayi WAL-18680	bacteria	154046	strain=WAL-18680	Scaffold	Complete Genome	SAMN02463855	SAMN02463855	142	1	5697783	5662031	1.0063	50.000000	50.000000	na	na	Broad Institute	University of Technology Sydney	2011-11-16	2019-05-29	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/235/505/GCA_000235505.1_Clos_hath_WAL_18680_V1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/886/215/GCA_005886215.1_ASM588621v1/	1.0063
same_biosample	SAMN02471737	GCA_000251185.1	GCA_024585345.2	Pseudomonas fuscovaginae UPB0736	bacteria	53407	strain=UPB0736	Scaffold	Chromosome	SAMN02471737	SAMN02471737	273	1	6708432	6445564	1.0408	61.500000	61.500000	na	na	University of Exeter	KU Leuven	2012-03-13	2022-09-20	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/251/185/GCA_000251185.1_ASM25118v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/585/345/GCA_024585345.2_ASM2458534v2/	1.0408
same_biosample	SAMN02470504	GCA_000256465.2	GCA_038442155.1	Vibrio cyclitrophicus ZF270	bacteria	47951	strain=ZF270	Scaffold	Complete Genome	SAMN02470504	SAMN02470504	244	4	5182207	5284523	0.9806	43.500000	43.500000	na	na	Massachusetts Institute of Technology	Principles of Microbial Ecosystems (PriME)	2016-09-16	2024-04-23	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/256/465/GCA_000256465.2_ASM25646v2/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/442/155/GCA_038442155.1_ASM3844215v1/	0.9806
same_biosample	SAMN02471767	GCA_000258925.1	GCA_001553195.1	Mycoplasmopsis canis PG 14	bacteria	29555	strain=PG 14	Contig	Complete Genome	SAMN02471767	SAMN02471767	6	1	867208	897443	0.9663	27.000000	27.000000	na	na	University of Florida	University of Florida	2012-04-17	2016-02-08	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/258/925/GCA_000258925.1_ASM25892v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/553/195/GCA_001553195.1_ASM155319v1/	0.9663
same_biosample	SAMN02596921	GCA_000273565.1	GCA_000157355.2	Enterococcus casseliflavus EC20	bacteria	37734	strain=EC20	Contig	Complete Genome	SAMN02596921	SAMN02596921	1	1	3428870	3427276	1.0005	43.000000	43.000000	na	na	Broad Institute	Broad Institute	2012-06-15	2013-04-11	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/273/565/GCA_000273565.1_PB_Ente_cass_899205_V1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/157/355/GCA_000157355.2_ASM15735v2/	1.0005
same_biosample	SAMN02463711	GCA_000273625.1	GCA_000158275.2	Fusobacterium animalis 7_1	bacteria	76859	strain=7_1	Contig	Complete Genome	SAMN02463711	SAMN02463711	4	2	2515488	2514029	1.0006	27.000000	27.000000	na	na	Broad Institute	Broad Institute	2012-06-15	2014-02-03	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/273/625/GCA_000273625.1_PB_Fuso_sp_7_1_V1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/158/275/GCA_000158275.2_ASM15827v2/	1.0006
same_biosample	SAMN02596923	GCA_000273685.1	GCA_000156855.2	Neisseria gonorrhoeae MS11	bacteria	485	strain=MS11	Contig	Complete Genome	SAMN02596923	SAMN02596923	8	2	2233325	2237793	0.9980	52.500000	52.500000	na	na	Broad Institute	Broad Institute	2012-06-15	2013-09-03	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/273/685/GCA_000273685.1_PB_Neis_gono_MS11_V1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/156/855/GCA_000156855.2_ASM15685v2/	0.998
same_biosample	SAMN01041108	GCA_000329725.1	GCA_018338875.2	Salmonella enterica subsp. enterica serovar Enteritidis str. 607307-2	bacteria	28901	strain=607307-2	Contig	Complete Genome	SAMN01041108	SAMN01041108	56	3	4724126	4778885	0.9885	52.000000	52.000000	na	from large multi-isolate project	FDA	Center for Food Safety and Applied Nutrition	2012-12-31	2021-05-11	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/329/725/GCA_000329725.1_ASM32972v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/338/875/GCA_018338875.2_ASM1833887v2/	0.9885
same_biosample	SAMN02470677	GCA_000331815.1	GCA_002023665.2	Elizabethkingia anophelis R26	bacteria	1117645	strain=R26	Contig	Complete Genome	SAMN02470677	SAMN02470677	66	1	4032720	4058311	0.9937	35.500000	35.500000	na	na	Stockholm University	CDC	2013-01-15	2017-09-18	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/331/815/GCA_000331815.1_ASM33181v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/023/665/GCA_002023665.2_ASM202366v2/	0.9937
same_biosample	SAMN02469793	GCA_000331875.1	GCA_002155245.1	Ralstonia solanacearum FJAT-91	bacteria	305	strain=FJAT-91	Contig	Complete Genome	SAMN02469793	SAMN02469793	1322	2	5407139	5874087	0.9205	66.500000	67.000000	unverified source organism	unverified source organism	Fujian Academy of Agricultural Sciences, Fuzhou, Fujian, PR China	Fujian Academy of Agricultural Science	2013-01-16	2017-05-22	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/331/875/GCA_000331875.1_FJAT-91/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/155/245/GCA_002155245.1_ASM215524v1/	0.9205
same_biosample	SAMN02469975	GCA_000332585.1	GCA_021172085.1	Microcystis aeruginosa FACHB-905 = DIANCHI905	bacteria	1126	strain=DIANCHI905	Contig	Complete Genome	SAMN02469975	SAMN02469975	335	1	4858867	5103104	0.9521	42.500000	42.000000	na	na	Institute of Hydrobiology, Chinese Academy of Sciences	South China Normal University	2013-01-22	2021-12-13	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/332/585/GCA_000332585.1_MicAerD1.0/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/172/085/GCA_021172085.1_ASM2117208v1/	0.9521
same_biosample	SAMN01112701	GCA_000335355.2	GCA_036923325.1	Escherichia coli PA2	bacteria	562	strain=PA2	Contig	Complete Genome	SAMN01112701	SAMN01112701	109	2	5246924	5505582	0.9530	50.500000	50.500000	na	na	Institute for Genome Sciences	University of Texas at San Antonio	2013-01-31	2024-02-29	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/335/355/GCA_000335355.2_ASM33535v2/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/923/325/GCA_036923325.1_STEC27/	0.953
same_biosample	SAMN01112590	GCA_000335415.2	GCA_036923505.1	Escherichia coli PA11	bacteria	562	strain=PA11	Contig	Complete Genome	SAMN01112590	SAMN01112590	121	2	5158962	5476635	0.9420	50.500000	50.500000	na	na	Institute for Genome Sciences	University of Texas at San Antonio	2013-01-31	2024-02-29	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/335/415/GCA_000335415.2_ASM33541v2/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/923/505/GCA_036923505.1_STEC28/	0.942
same_biosample	SAMN01112512	GCA_000335455.2	GCA_036923335.1	Escherichia coli PA8	bacteria	562	strain=PA8	Contig	Complete Genome	SAMN01112512	SAMN01112512	122	2	5260390	5568137	0.9447	50.500000	50.500000	na	na	Institute for Genome Sciences	University of Texas at San Antonio	2013-01-31	2024-02-29	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/335/455/GCA_000335455.2_ASM33545v2/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/923/335/GCA_036923335.1_STEC26/	0.9447
same_biosample	SAMEA2271920	GCA_000343875.1	GCA_905183055.1	Mycobacterium canettii CIPT 140070002	bacteria	78331	strain=CIPT 140070002	Contig	Chromosome	SAMEA2271920	SAMEA2271920	587	79	4308975	4402586	0.9787	65.500000	65.500000	na	na	Institut Pasteur	Institut Pasteur	2013-02-27	2021-02-02	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/343/875/GCA_000343875.1_ASM34387v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/183/055/GCA_905183055.1_ASM34387v2/	0.9787
same_biosample	SAMEA2272108	GCA_000343895.1	GCA_905183065.2	Mycobacterium canettii CIPT 140070005	bacteria	78331	strain=CIPT 140070005	Contig	Chromosome	SAMEA2272108	SAMEA2272108	516	93	4297970	4371897	0.9831	65.500000	65.500000	na	na	Institut Pasteur	Genopole Institut Pasteur	2013-02-27	2022-04-01	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/343/895/GCA_000343895.1_ASM34389v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/183/065/GCA_905183065.2_ASM34389v4/	0.9831
same_biosample	SAMEA2272417	GCA_000343915.1	GCA_946221705.1	Mycobacterium canettii CIPT 140070013	bacteria	78331	strain=CIPT 140070013	Contig	Chromosome	SAMEA2272417	SAMEA2272417	542	105	4341599	4406013	0.9854	65.500000	65.500000	na	na	Institut Pasteur	Genopole Institut Pasteur	2013-02-27	2022-11-17	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/343/915/GCA_000343915.1_ASM34391v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/221/705/GCA_946221705.1_ASM34391v2/	0.9854
same_biosample	SAMEA2272657	GCA_000343935.1	GCA_905183045.1	Mycobacterium canettii CIPT 140070007	bacteria	78331	strain=CIPT 140070007	Contig	Chromosome	SAMEA2272657	SAMEA2272657	502	86	4414324	4464427	0.9888	65.500000	65.500000	na	na	Institut Pasteur	Institut Pasteur	2013-02-27	2021-02-02	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/343/935/GCA_000343935.1_ASM34393v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/183/045/GCA_905183045.1_ASM34393v2/	0.9888
same_biosample	SAMN00260255	GCA_000364865.1	GCA_005886435.1	Schaalia cardiffensis F0333	bacteria	181487	strain=F0333	Scaffold	Complete Genome	SAMN00260255	SAMN00260255	40	1	2214851	2230588	0.9929	61.500000	61.500000	na	na	Baylor College of Medicine	University of Technology Sydney	2013-04-15	2019-05-29	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/865/GCA_000364865.1_ASM36486v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/886/435/GCA_005886435.1_ASM588643v1/	0.9929
same_biosample	SAMN02441730	GCA_000376125.1	GCA_002043005.1	Martelella mediterranea DSM 17316	bacteria	293089	strain=DSM 17316	Contig	Complete Genome	SAMN02441730	SAMN02441730	75	4	5643744	5693067	0.9913	62.500000	62.500000	na	na	DOE Joint Genome Institute	Leibniz Institute DSMZ	2013-04-20	2017-03-20	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/376/125/GCA_000376125.1_ASM37612v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/043/005/GCA_002043005.1_ASM204300v1/	0.9913
same_biosample	SAMD00036656	GCA_000400285.1	GCA_002887615.1	Vibrio jasicida 090810c	bacteria	766224	strain=090810c	Scaffold	Complete Genome	SAMD00036656	SAMD00036656	169	2	5954450	5989523	0.9941	45.000000	45.000000	na	na	University of Miyazaki	Academia Sinica	2013-05-15	2018-01-17	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/400/285/GCA_000400285.1_ASM40028v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/887/615/GCA_002887615.1_ASM288761v1/	0.9941
same_biosample	SAMN02230271	GCA_000451025.1	GCA_000392535.3	Helicobacter pylori UM066	bacteria	210	strain=UM066	Contig	Complete Genome	SAMN02230271	SAMN02230271	34	1	1694163	1658047	1.0218	38.500000	38.500000	na	na	UM-UNSW-MGRC	University of Malaya	2013-08-20	2014-09-22	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/451/025/GCA_000451025.1_UM066_R_/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/392/535/GCA_000392535.3_ASM39253v3/	1.0218
same_biosample	SAMN02304133	GCA_000461895.1	GCA_011212705.1	Vibrio coralliilyticus OCN008	bacteria	190893	strain=OCN008	Contig	Complete Genome	SAMN02304133	SAMN02304133	210	3	5534904	5634694	0.9823	45.500000	46.000000	annotation fails completeness check; many frameshifted proteins	na	University of Hawaii	Indiana University	2013-08-29	2020-03-12	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/461/895/GCA_000461895.1_OCN008/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/212/705/GCA_011212705.1_ASM1121270v1/	0.9823
same_biosample	SAMD00041832	GCA_000466945.1	GCA_003860345.1	Caenibius tardaugens NBRC 16725	bacteria	169176	strain=NBRC 16725	Contig	Complete Genome	SAMD00041832	SAMD00041832	54	1	4291514	4358096	0.9847	61.500000	61.000000	na	na	National Institute of Technology and Evaluation	CSIC	2013-09-09	2018-12-04	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/466/945/GCA_000466945.1_ASM46694v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/860/345/GCA_003860345.1_ASM386034v1/	0.9847
same_biosample	SAMD00011324	GCA_000474175.2	GCA_015074805.1	Sphingobium fuliginis	bacteria	336203	strain=KK22	Contig	Complete Genome	SAMD00011324	SAMD00011324	252	4	4916601	4984172	0.9864	64.500000	64.500000	na	na	Japan Agency for Marine-Earth Science and Technology	Yokohama City University	2015-01-05	2020-10-29	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/474/175/GCA_000474175.2_ASM47417v2/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/074/805/GCA_015074805.1_ASM1507480v1/	0.9864
same_biosample	SAMN02138554	GCA_000474785.1	GCA_018074945.1	Enterobacter sp. MGH 14	bacteria	1329823	strain=MGH 14	Contig	Complete Genome	SAMN02138554	SAMN02138554	8	9	5506631	5481241	1.0046	55.000000	54.500000	na	na	Broad Institute	Broad Institute	2013-10-18	2021-04-19	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/474/785/GCA_000474785.1_Ente_cloa_complex_MGH_14_V1_PacBio/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/074/945/GCA_018074945.1_ASM1807494v1/	1.0046
same_biosample	SAMN02596920	GCA_000482265.1	GCA_000269645.2	Escherichia coli str. K-12 substr. MG1655	bacteria	562	strain=K-12 substr. MG1655	Contig	Complete Genome	SAMN02596920	SAMN02596920	1	1	4638920	4638970	1.0000	51.000000	51.000000	na	na	Broad Institute	Broad Institute	2013-10-25	2012-06-15	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/482/265/GCA_000482265.1_EC_K12_MG1655_Broad_SNP/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/269/645/GCA_000269645.2_PB_Esch_coli_MG12655_V1/	1.0
same_biosample	SAMN02364109	GCA_000485945.1	GCA_049942905.1	Franconibacter helveticus 513	bacteria	357240	strain=513	Contig	Complete Genome	SAMN02364109	SAMN02364109	377	4	4841867	4952231	0.9777	55.500000	55.500000	na	na	OARSA, CFSAN	FDA/CFSAN	2013-10-29	2025-04-27	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/485/945/GCA_000485945.1_Ehel513.sqn/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/942/905/GCA_049942905.1_z513/	0.9777
same_biosample	SAMN02369275	GCA_000485965.1	GCA_049942875.1	Franconibacter pulveris 1160	bacteria	435910	strain=1160	Contig	Complete Genome	SAMN02369275	SAMN02369275	137	3	4811103	4882495	0.9854	56.500000	56.500000	na	unverified source organism	OARSA, CFSAN	FDA/CFSAN	2013-10-29	2025-04-27	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/485/965/GCA_000485965.1_Epul1160/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/942/875/GCA_049942875.1_z1160/	0.9854
same_biosample	SAMN02369274	GCA_000485985.1	GCA_049942925.1	Franconibacter pulveris 601	bacteria	435910	strain=601	Contig	Complete Genome	SAMN02369274	SAMN02369274	252	1	4708624	4755566	0.9901	56.500000	56.500000	na	unverified source organism	OARSA, CFSAN	FDA/CFSAN	2013-10-29	2025-04-27	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/485/985/GCA_000485985.1_Epul601/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/942/925/GCA_049942925.1_z601/	0.9901
same_biosample	SAMN02364110	GCA_000486005.1	GCA_049942935.1	Franconibacter helveticus 1159	bacteria	357240	strain=1159	Contig	Complete Genome	SAMN02364110	SAMN02364110	161	4	4634506	4690958	0.9880	56.000000	56.000000	na	na	OARSA, CFSAN	FDA/CFSAN	2013-10-29	2025-04-27	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/486/005/GCA_000486005.1_Ehel1159.sqn/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/942/935/GCA_049942935.1_z1159/	0.988
same_biosample	SAMN01813423	GCA_000486565.1	GCA_018340135.1	Salmonella enterica subsp. enterica serovar Soerenga	bacteria	28901	strain=CFSAN001321	Contig	Complete Genome	SAMN01813423	SAMN01813423	204	2	4737668	4772851	0.9926	52.000000	52.000000	na	from large multi-isolate project	FDA	Center for Food Safety and Applied Nutrition	2013-10-28	2021-05-11	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/486/565/GCA_000486565.1_ASM48656v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/340/135/GCA_018340135.1_ASM1834013v1/	0.9926
same_biosample	SAMN01805330	GCA_000486835.1	GCA_018339875.1	Salmonella enterica subsp. enterica serovar Meleagridis	bacteria	28901	strain=CFSAN001281	Contig	Complete Genome	SAMN01805330	SAMN01805330	193	1	4774749	4830889	0.9884	52.000000	52.000000	annotation fails completeness check; many frameshifted proteins	from large multi-isolate project	FDA	Center for Food Safety and Applied Nutrition	2013-10-28	2021-05-11	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/486/835/GCA_000486835.1_ASM48683v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/339/875/GCA_018339875.1_ASM1833987v1/	0.9884
same_biosample	SAMN01823752	GCA_000486935.1	GCA_018339975.1	Salmonella enterica subsp. enterica serovar Miami str. 1923	bacteria	28901	strain=1923	Contig	Complete Genome	SAMN01823752	SAMN01823752	105	1	4660899	4730911	0.9852	52.000000	52.000000	na	from large multi-isolate project	FDA	Center for Food Safety and Applied Nutrition	2013-10-28	2021-05-11	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/486/935/GCA_000486935.1_ASM48693v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/339/975/GCA_018339975.1_ASM1833997v1/	0.9852
same_biosample	SAMN01813422	GCA_000487235.1	GCA_018340175.1	Salmonella enterica subsp. enterica serovar Derby	bacteria	28901	strain=CFSAN001315	Contig	Complete Genome	SAMN01813422	SAMN01813422	261	2	4806549	4874183	0.9861	52.000000	52.000000	annotation fails completeness check	from large multi-isolate project	FDA	Center for Food Safety and Applied Nutrition	2013-10-28	2021-05-11	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/487/235/GCA_000487235.1_ASM48723v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/340/175/GCA_018340175.1_ASM1834017v1/	0.9861
same_biosample	SAMN01813434	GCA_000487675.1	GCA_018340155.1	Salmonella enterica subsp. enterica serovar Nchanga str. CFSAN001091	bacteria	28901	strain=CFSAN001091	Contig	Complete Genome	SAMN01813434	SAMN01813434	550	1	4728441	4788602	0.9874	52.000000	52.000000	na	from large multi-isolate project	FDA	Center for Food Safety and Applied Nutrition	2013-10-28	2021-05-11	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/487/675/GCA_000487675.1_ASM48767v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/340/155/GCA_018340155.1_ASM1834015v1/	0.9874
same_biosample	SAMN01813433	GCA_000487695.1	GCA_018338255.1	Salmonella enterica subsp. enterica serovar Eastbourne str. CFSAN001084	bacteria	28901	strain=CFSAN001084	Contig	Complete Genome	SAMN01813433	SAMN01813433	418	1	4530648	4643938	0.9756	52.500000	52.000000	na	from large multi-isolate project	FDA	Center for Food Safety and Applied Nutrition	2013-10-28	2021-05-11	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/487/695/GCA_000487695.1_ASM48769v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/338/255/GCA_018338255.1_ASM1833825v1/	0.9756
