draft_accession	complete_accession	status	draft_bp	draft_contigs	draft_n50	ref_bp	ref_seqs	covered_ref_bp	aligned_draft_bp	unaligned_draft_bp	true_completeness	true_contamination_upper	organism	group	species_taxid	strain	draft_level	complete_level	draft_biosample	draft_excluded_from_refseq	size_ratio_draft_over_complete
GCA_000486835.1	GCA_018339875.1	ok	4774749.0	193.0	62877.0	4830889.0	1.0	4770960.0	4770430.0	4319.0	98.759462	0.089404	Salmonella enterica subsp. enterica serovar Meleagridis	bacteria	28901	strain=CFSAN001281	Contig	Complete Genome	SAMN01805330	annotation fails completeness check; many frameshifted proteins	0.9884
GCA_000486565.1	GCA_018340135.1	ok	4737668.0	204.0	60846.0	4772851.0	2.0	4722617.0	4725467.0	12201.0	98.947505	0.255633	Salmonella enterica subsp. enterica serovar Soerenga	bacteria	28901	strain=CFSAN001321	Contig	Complete Genome	SAMN01813423	na	0.9926
GCA_000487235.1	GCA_018340175.1	ok	4806549.0	261.0	50660.0	4874183.0	2.0	4796311.0	4797013.0	9536.0	98.402358	0.195643	Salmonella enterica subsp. enterica serovar Derby	bacteria	28901	strain=CFSAN001315	Contig	Complete Genome	SAMN01813422	annotation fails completeness check	0.9861
GCA_000486935.1	GCA_018339975.1	ok	4660899.0	105.0	105377.0	4730911.0	1.0	4658390.0	4658960.0	1939.0	98.467082	0.040986	Salmonella enterica subsp. enterica serovar Miami str. 1923	bacteria	28901	strain=1923	Contig	Complete Genome	SAMN01823752	na	0.9852
GCA_000487675.1	GCA_018340155.1	ok	4728441.0	550.0	16729.0	4788602.0	1.0	4616836.0	4645302.0	83139.0	96.413024	1.736185	Salmonella enterica subsp. enterica serovar Nchanga str. CFSAN001091	bacteria	28901	strain=CFSAN001091	Contig	Complete Genome	SAMN01813434	na	0.9874
GCA_000487695.1	GCA_018338255.1	ok	4530648.0	418.0	24138.0	4643938.0	1.0	4514852.0	4523085.0	7563.0	97.220333	0.162857	Salmonella enterica subsp. enterica serovar Eastbourne str. CFSAN001084	bacteria	28901	strain=CFSAN001084	Contig	Complete Genome	SAMN01813433	na	0.9756
GCA_000487715.1	GCA_018338315.1	ok	4824034.0	930.0	10999.0	5019202.0	1.0	4770468.0	4805212.0	18822.0	95.044352	0.375	Salmonella enterica subsp. enterica serovar Cubana str. CFSAN001083	bacteria	28901	strain=CFSAN001083	Contig	Complete Genome	SAMN01813432	annotation fails completeness check	0.9611
GCA_000487735.1	GCA_018338295.1	ok	4620389.0	480.0	20335.0	4747850.0	1.0	4599617.0	4611497.0	8892.0	96.877892	0.187285	Salmonella enterica subsp. enterica serovar Havana str. CFSAN001082	bacteria	28901	strain=CFSAN001082	Contig	Complete Genome	SAMN01816347	na	0.9732
GCA_000487755.1	GCA_018338335.1	ok	4240424.0	1963.0	4737.0	4631614.0	1.0	4156800.0	4204323.0	36101.0	89.748412	0.779448	Salmonella enterica subsp. enterica serovar London str. CFSAN001081	bacteria	28901	strain=CFSAN001081	Contig	Complete Genome	SAMN01816346	fragmented assembly	0.9155
GCA_000524845.1	GCA_018986955.1	ok	4856095.0	106.0	168622.0	4891777.0	2.0	4841827.0	4845937.0	10158.0	98.978899	0.207655	Salmonella enterica subsp. enterica serovar Bovismorbificans str. Sal610	bacteria	28901	strain=Sal610	Contig	Chromosome	SAMN02422700	na	0.9927
GCA_000504265.1	GCA_009761735.1	ok	6529530.0	1.0	6529530.0	6529994.0	1.0	6527948.0	6529478.0	52.0	99.968668	0.000796	Mesorhizobium japonicum R7A	bacteria	2066070	strain=R7A	Scaffold	Complete Genome	SAMN02597167	na	0.9999
GCA_000510665.1	GCA_013315775.1	ok	6641566.0	121.0	100385.0	6751834.0	3.0	6628939.0	6639264.0	2302.0	98.179828	0.034094	Sinorhizobium meliloti WSM1022	bacteria	382	strain=WSM1022	Scaffold	Chromosome	SAMN02597176	na	0.9837
GCA_000534495.1	GCA_018075245.1	ok	5283674.0	8.0	4279206.0	5255410.0	4.0	5247965.0	5283266.0	408.0	99.858336	0.007763	Enterobacter sp. BWH 37	bacteria	1329836	strain=BWH 37	Scaffold	Complete Genome	SAMN02138600	na	1.0054
GCA_000513035.1	GCA_013167655.1	ok	5604406.0	9.0	4324437.0	5618714.0	2.0	5606099.0	5603581.0	825.0	99.775482	0.014683	Escherichia coli O157:H7 str. F8092B	bacteria	562	strain=F8092B	Contig	Complete Genome	SAMN02304041	na	0.9975
GCA_000517145.1	GCA_013170845.1	ok	7195110.0	1.0	7195110.0	7207166.0	1.0	7205563.0	7195047.0	63.0	99.977758	0.000874	Mesorhizobium loti R88b	bacteria	381	strain=R88b	Scaffold	Complete Genome	SAMN02597285	na	0.9983
GCA_000705075.1	GCA_002085695.1	ok	2417500.0	74.0	81508.0	2470071.0	2.0	2414348.0	2415604.0	1896.0	97.744073	0.076759	Staphylococcus epidermidis	bacteria	1282	strain=1457	Contig	Complete Genome	SAMN02640609	na	0.9787
GCA_000534675.1	GCA_018075005.1	ok	5276280.0	7.0	4783999.0	5305481.0	4.0	5299983.0	5275787.0	493.0	99.896371	0.009292	Enterobacter sp. MGH 7	bacteria	1329816	strain=MGH 7	Scaffold	Complete Genome	SAMN02138547	na	0.9945
GCA_000534755.1	GCA_018075145.1	ok	5163108.0	21.0	1101888.0	5226758.0	8.0	5147342.0	5152760.0	10348.0	98.480588	0.197981	Enterobacter sp. MGH 3	bacteria	1329812	strain=MGH 3	Scaffold	Complete Genome	SAMN02138543	na	0.9878
GCA_000603285.1	GCA_018338435.1	ok	4945378.0	74.0	309783.0	5004462.0	2.0	4940572.0	4943935.0	1443.0	98.723339	0.028834	Salmonella enterica subsp. enterica serovar Heidelberg str. SARA37	bacteria	28901	strain=SARA37	Contig	Complete Genome	SAMN01087967	na	0.9882
GCA_000576655.2	GCA_034265375.1	ok	4765458.0	77.0	217538.0	4794533.0	2.0	4749729.0	4763435.0	2023.0	99.065519	0.042194	Escherichia coli MP1	bacteria	562	strain=MP1	Contig	Complete Genome	SAMN01998190	na	0.9939
GCA_000567725.1	GCA_018075085.1	ok	5734362.0	5.0	3623712.0	5730426.0	4.0	5721921.0	5734201.0	161.0	99.851582	0.00281	Klebsiella pneumoniae MGH 39	bacteria	573	strain=MGH 39	Scaffold	Complete Genome	SAMN02138579	na	1.0007
GCA_000708245.1	GCA_002025165.1	ok	3008540.0	42.0	207365.0	3030817.0	1.0	3004811.0	3007748.0	792.0	99.141948	0.026132	Listeria monocytogenes	bacteria	1639	strain=LI0521	Contig	Complete Genome	SAMN02743864	na	0.9926
GCA_000712385.1	GCA_001952755.1	ok	2979429.0	25.0	438631.0	3082433.0	2.0	2976241.0	2976188.0	3241.0	96.554929	0.105144	Listeria monocytogenes	bacteria	1639	strain=HPB5415	Contig	Complete Genome	SAMN02867583	na	0.9666
GCA_000712425.1	GCA_001952735.1	ok	2979080.0	38.0	211340.0	3003994.0	1.0	2976080.0	2978066.0	1014.0	99.07077	0.033755	Listeria monocytogenes	bacteria	1639	strain=HPB2088	Contig	Complete Genome	SAMN02867555	na	0.9917
GCA_000710215.1	GCA_943184895.1	ok	5365929.0	195.0	53927.0	5396424.0	5.0	5348303.0	5362286.0	3643.0	99.10828	0.067508	Pantoea agglomerans	bacteria	549	strain=DAPP-PG734	Contig	Complete Genome	SAMN02843220	na	0.9943
GCA_000735285.1	GCA_007833555.1	ok	5328299.0	97.0	350986.0	5515893.0	5.0	5313152.0	5325378.0	2921.0	96.324421	0.052956	Klebsiella pneumoniae	bacteria	573	strain=IA565	Contig	Complete Genome	SAMN02768808	na	0.9660
GCA_000747985.1	GCA_018338855.1	ok	4675358.0	173.0	160057.0	4687403.0	1.0	4646827.0	4650894.0	24464.0	99.134361	0.521909	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000224	bacteria	28901	strain=CFSAN000224	Contig	Complete Genome	SAMN01942308	na	0.9974
GCA_000749125.1	GCA_018338355.1	ok	4690701.0	119.0	96365.0	4727224.0	1.0	4683128.0	4687276.0	3425.0	99.06719	0.072453	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000755	bacteria	28901	strain=CFSAN000755	Contig	Complete Genome	SAMN00991058	na	0.9923
GCA_000736735.1	GCA_053078305.1	ok	6323148.0	21.0	1444066.0	6250413.0	5.0	6212432.0	6303201.0	19947.0	99.392344	0.319131	Escherichia coli	bacteria	562	strain=48	Contig	Complete Genome	SAMN02911890	genome length too large	1.0116
GCA_000757625.1	GCA_001742145.1	ok	5015359.0	8.0	3310642.0	5030841.0	1.0	5012991.0	5013342.0	2017.0	99.645189	0.040093	Pectobacterium parmentieri	bacteria	1905730	strain=RNS 08-42-1A	Scaffold	Complete Genome	SAMN02729843	na	0.9969
GCA_000758145.1	GCA_001443645.1	ok	3119721.0	40.0	136158.0	3139729.0	1.0	3087733.0	3088193.0	31528.0	98.343934	1.004163	Lactiplantibacillus paraplantarum	bacteria	60520	strain=L-ZS9	Scaffold	Complete Genome	SAMN02893814	na	0.9936
GCA_000770375.1	GCA_001187595.1	ok	2758325.0	56.0	189820.0	2803668.0	1.0	2737739.0	2737814.0	20511.0	97.648473	0.731577	Anoxybacillus gonensis	bacteria	198467	strain=G2	Contig	Complete Genome	SAMN03121471	na	0.9838
GCA_000771585.1	GCA_001263395.1	ok	1818483.0	63.0	110892.0	1830060.0	1.0	1814480.0	1814741.0	3742.0	99.148662	0.204474	Bifidobacterium actinocoloniiforme DSM 22766	bacteria	638619	strain=DSM 22766	Contig	Complete Genome	SAMN02442035	na	0.9937
GCA_000770035.1	GCA_002269325.1	ok	4808745.0	287.0	62559.0	4965555.0	3.0	4787654.0	4788108.0	20637.0	96.417299	0.415603	Escherichia coli	bacteria	562	strain=2011EL-1370-2	Contig	Complete Genome	SAMN02951658	na	0.9684
GCA_000818335.1	GCA_002893865.1	ok	5765968.0	251.0	311101.0	5821717.0	4.0	5751220.0	5759897.0	6071.0	98.789069	0.104282	Vibrio campbellii	bacteria	680	strain=151112C	Scaffold	Chromosome	SAMD00019136	na	0.9904
GCA_000790465.1	GCA_006971785.1	ok	6640508.0	99.0	138084.0	6712466.0	2.0	6635656.0	6638224.0	2284.0	98.855711	0.034026	Pseudomonas paraeruginosa	bacteria	2994495	strain=AZPAE15042	Scaffold	Complete Genome	SAMN03105739	na	0.9893
GCA_000829635.1	GCA_002887655.1	ok	6066276.0	133.0	145844.0	6261380.0	3.0	6063400.0	6063702.0	2574.0	96.838077	0.041109	Vibrio owensii	bacteria	696485	strain=051011B	Scaffold	Complete Genome	SAMD00019129	na	0.9688
GCA_000975305.1	GCA_002706485.1	ok	4721506.0	1.0	4721506.0	4720132.0	1.0	4720123.0	4721497.0	9.0	99.999809	0.000191	Dickeya dianthicola RNS04.9	bacteria	204039	strain=RNS04.9	Scaffold	Complete Genome	SAMN03486531	na	1.0003
GCA_000818435.1	GCA_002906655.1	ok	5494662.0	71.0	191228.0	5612082.0	2.0	5494386.0	5493360.0	1302.0	97.90281	0.0232	Vibrio hyugaensis	bacteria	1534743	strain=090810a	Scaffold	Complete Genome	SAMD00019133	na	0.9791
GCA_001023055.1	GCA_002290245.2	ok	5112994.0	30.0	809118.0	5165709.0	2.0	5105367.0	5112412.0	582.0	98.831874	0.011267	Vibrio parahaemolyticus	bacteria	670	strain=MAVP-26	Contig	Complete Genome	SAMN03107383	na	0.9898
GCA_001226325.1	GCA_976940655.1	ok	2518137.0	83.0	72306.0	2638389.0	1.0	2521424.0	2516496.0	1641.0	95.566802	0.062197	Staphylococcus haemolyticus	bacteria	1283	strain=114126	Contig	Complete Genome	SAMEA1035061	na	0.9544
GCA_001235665.1	GCA_976940635.1	ok	2568124.0	147.0	59874.0	2473978.0	1.0	2327525.0	2355034.0	213090.0	94.080263	8.613254	Staphylococcus haemolyticus	bacteria	1283	strain=51-13	Scaffold	Complete Genome	SAMEA1035044	na	1.0381
GCA_001257495.1	GCA_009648615.1	ok	2913767.0	28.0	352930.0	2939733.0	1.0	2911012.0	2911380.0	2387.0	99.023007	0.081198	Listeria monocytogenes	bacteria	1639	strain=CFSAN023468	Contig	Complete Genome	SAMN03002788	na	0.9912
GCA_001247715.1	GCA_028885395.1	ok	3749125.0	121.0	51512.0	3855105.0	1.0	3717441.0	3720241.0	28884.0	96.429047	0.74924	Roseovarius tolerans	bacteria	74031	strain=EL-164	Contig	Complete Genome	SAMN03943304	na	0.9725
GCA_001257675.2	GCA_009648655.1	ok	2912776.0	13.0	515888.0	2942451.0	1.0	2914271.0	2912496.0	280.0	99.042295	0.009516	Listeria monocytogenes CFSAN002349	bacteria	1639	strain=CFSAN002349	Contig	Complete Genome	SAMN01939119	na	0.9899
GCA_001257575.1	GCA_009648595.1	ok	2920130.0	42.0	399986.0	2939729.0	1.0	2911262.0	2912198.0	7932.0	99.031645	0.269821	Listeria monocytogenes	bacteria	1639	strain=CFSAN023465	Contig	Complete Genome	SAMN03002785	na	0.9933
GCA_001242765.1	GCA_003589805.1	ok	4964350.0	61.0	375176.0	5004834.0	3.0	4957555.0	4957818.0	6532.0	99.055333	0.130514	Salmonella enterica subsp. enterica serovar Dublin	bacteria	28901	strain=CVM N45955	Contig	Complete Genome	SAMN03894186	na	0.9919
GCA_001200615.1	GCA_000953095.1	ok	7084891.0	65.0	285370.0	7161665.0	2.0	7109798.0	7083272.0	1619.0	99.275769	0.022606	Burkholderia pseudomallei	bacteria	28450	strain=C1	Scaffold	Complete Genome	SAMEA807056	na	0.9893
GCA_001419605.1	GCA_050273015.1	ok	1787649.0	121.0	109024.0	1810308.0	2.0	1781996.0	1781523.0	6126.0	98.436067	0.338395	Campylobacter coli CVM N20402	bacteria	195	strain=CVM N20402	Contig	Complete Genome	SAMN02887149	na	0.9875
GCA_001306525.1	GCA_001278745.1	ok	2860602.0	152.0	166700.0	2893726.0	4.0	2832755.0	2835445.0	25157.0	97.892993	0.869364	Staphylococcus aureus	bacteria	1280	strain=HOU1444-VR	Contig	Complete Genome	SAMN03093451	na	0.9886
GCA_001462715.1	GCA_006337025.1	ok	5145622.0	110.0	162646.0	5197522.0	3.0	5138680.0	5143391.0	2231.0	98.867884	0.042924	Escherichia coli	bacteria	562	strain=K71-77	Contig	Complete Genome	SAMN04158281	na	0.9900
GCA_001462735.1	GCA_002113865.1	ok	5981886.0	166.0	325820.0	6081126.0	5.0	5968081.0	5974261.0	7625.0	98.141052	0.125388	Klebsiella pneumoniae	bacteria	573	strain=K66-45	Contig	Complete Genome	SAMN04158282	na	0.9837
GCA_001512215.1	GCA_047227755.2	ok	4109780.0	92.0	418925.0	4180892.0	4.0	4103655.0	4108181.0	1599.0	98.152619	0.038245	Acinetobacter baumannii	bacteria	470	strain=A297	Scaffold	Complete Genome	SAMEA1709749	na	0.9830
GCA_001462925.1	GCA_003813145.1	ok	5487198.0	252.0	53354.0	5550714.0	6.0	5446465.0	5457186.0	30012.0	98.121881	0.540687	Escherichia coli	bacteria	562	strain=50579417	Contig	Complete Genome	SAMN04158294	na	0.9886
GCA_001506125.1	GCA_002846995.1	ok	4910404.0	25.0	485395.0	4962430.0	2.0	4910544.0	4909864.0	540.0	98.954424	0.010882	Dickeya solani	bacteria	1089444	strain=PPO 9019	Scaffold	Complete Genome	SAMN03266541	na	0.9895
GCA_001414545.1	GCA_002005225.1	ok	8466361.0	43.0	1354888.0	8550793.0	1.0	8285710.0	8464229.0	2132.0	96.899902	0.024933	Streptomyces pactum	bacteria	68249	strain=ACT12	Scaffold	Complete Genome	SAMN04002534	na	0.9901
GCA_001521755.1	GCA_002887275.1	ok	3853643.0	24.0	599592.0	3873114.0	1.0	3853001.0	3853077.0	566.0	99.480702	0.014614	Elizabethkingia meningoseptica	bacteria	238	strain=KC1913	Scaffold	Complete Genome	SAMN04254555	na	0.9950
GCA_001651825.1	GCA_001659785.1	ok	3430606.0	164.0	40546.0	3607892.0	1.0	3389248.0	3389899.0	40707.0	93.939841	1.128277	Dietzia timorensis	bacteria	499555	strain=ID05-A0528	Scaffold	Complete Genome	SAMN04219460	na	0.9509
GCA_001521815.1	GCA_002022025.1	ok	3959896.0	25.0	361029.0	3986480.0	1.0	3959261.0	3959383.0	513.0	99.317217	0.012868	Elizabethkingia anophelis	bacteria	1117645	strain=0422	Scaffold	Complete Genome	SAMN04254539	na	0.9933
