dataset	genome	name_key_source	taxid	cami_novelty_category	sci_name	tax_species	tax_genus	tax_phylum	match_level	matched_accessions	n_matched_accessions	ncbi_name_key	in_train	in_val	in_test	in_kmer_selection	leaked
strain_madness	SP106_S85	SP106_S85	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP107_S86	SP107_S86	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP108_S87	SP108_S87	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP109_S83	SP109_S83	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP10_S7	SP10_S7	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP110_S88	SP110_S88	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP111_S89	SP111_S89	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP112_S90	SP112_S90	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP113_S91	SP113_S91	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP114_S92	SP114_S92	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP115_S93	SP115_S93	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP116_S94	SP116_S94	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP117_S95	SP117_S95	257758	new_strain	Streptococcus pseudopneumoniae	Streptococcus pseudopneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP118_S96	SP118_S96	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP119_S1	SP119_S1	257758	new_strain	Streptococcus pseudopneumoniae	Streptococcus pseudopneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP11_S8	SP11_S8	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP120_S2	SP120_S2	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP121_S3	SP121_S3	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP122_S4	SP122_S4	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP124_S6	SP124_S6	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP125_S84	SP125_S84	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP126_S7	SP126_S7	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP127_S8	SP127_S8	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP128_S9	SP128_S9	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP129_S10	SP129_S10	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP12_S9	SP12_S9	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP130_S11	SP130_S11	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP131_S12	SP131_S12	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP132_S13	SP132_S13	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP133_S14	SP133_S14	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP134_S15	SP134_S15	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP135_S16	SP135_S16	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP136_S17	SP136_S17	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP137_S18	SP137_S18	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP138_S19	SP138_S19	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP139_S20	SP139_S20	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP13_S10	SP13_S10	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP140_S21	SP140_S21	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP141_S22	SP141_S22	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP142_S23	SP142_S23	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP143_S24	SP143_S24	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP144_S25	SP144_S25	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP145_S26	SP145_S26	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP146_S27	SP146_S27	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP147_S28	SP147_S28	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP148_S29	SP148_S29	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP149_S30	SP149_S30	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP14_S11	SP14_S11	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP150_S31	SP150_S31	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP151_S32	SP151_S32	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP152_S33	SP152_S33	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP153_S34	SP153_S34	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP154_S35	SP154_S35	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP155_S36	SP155_S36	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP156_S37	SP156_S37	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP157_S38	SP157_S38	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP158_S39	SP158_S39	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP159_S40	SP159_S40	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP15_S89	SP15_S89	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP160_S41	SP160_S41	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP161_S42	SP161_S42	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP162_S43	SP162_S43	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP163_S44	SP163_S44	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP164_S45	SP164_S45	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP165_S46	SP165_S46	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP166_S47	SP166_S47	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP167_S48	SP167_S48	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP168_S49	SP168_S49	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP169_S50	SP169_S50	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP16_S12	SP16_S12	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP170_S51	SP170_S51	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP171_S52	SP171_S52	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP172_S53	SP172_S53	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP173_S54	SP173_S54	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP174_S55	SP174_S55	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP176_S56	SP176_S56	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP177_S57	SP177_S57	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP178_S58	SP178_S58	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP179_S59	SP179_S59	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP17_S90	SP17_S90	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP180_S96	SP180_S96	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP181_S61	SP181_S61	28037	new_strain	Streptococcus mitis	Streptococcus mitis	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP182_S62	SP182_S62	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP184_S64	SP184_S64	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP185_S65	SP185_S65	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP187_S66	SP187_S66	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP188_S67	SP188_S67	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP189_S68	SP189_S68	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP18_S91	SP18_S91	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP190_S69	SP190_S69	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP191_S70	SP191_S70	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP192_S71	SP192_S71	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP194_S73	SP194_S73	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP195_S74	SP195_S74	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP196_S75	SP196_S75	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP198_S01	SP198_S01	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP1_S85	SP1_S85	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP20_S77	SP20_S77	1301	new_species	Streptococcus		Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP21_S92	SP21_S92	68892	new_strain	Streptococcus infantis	Streptococcus infantis	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP22_S78	SP22_S78	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP23_S93	SP23_S93	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP24_S13	SP24_S13	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP25_S14	SP25_S14	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP27_S15	SP27_S15	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP2_S86	SP2_S86	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP30_S17	SP30_S17	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP31_S18	SP31_S18	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP32_S19	SP32_S19	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP33_S20	SP33_S20	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP34_S21	SP34_S21	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP35_S22	SP35_S22	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP36_S23	SP36_S23	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP38_S25	SP38_S25	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP39_S26	SP39_S26	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP3_S87	SP3_S87	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP40_S27	SP40_S27	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP41_S28	SP41_S28	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP42_S29	SP42_S29	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP43_S30	SP43_S30	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP44_S31	SP44_S31	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP45_S32	SP45_S32	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP46_S33	SP46_S33	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP47_S34	SP47_S34	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP48_S35	SP48_S35	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP49_S36	SP49_S36	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP4_S3	SP4_S3	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP50_S37	SP50_S37	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP52_S38	SP52_S38	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP53_S39	SP53_S39	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP54_S40	SP54_S40	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP55_S41	SP55_S41	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP56_S42	SP56_S42	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP57_S43	SP57_S43	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP58_S44	SP58_S44	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP59_S47	SP59_S47	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP60_S48	SP60_S48	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP61_S45	SP61_S45	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP62_S46	SP62_S46	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP63_S49	SP63_S49	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP64_S79	SP64_S79	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP65_S80	SP65_S80	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP67_S50	SP67_S50	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP68_S51	SP68_S51	257758	new_strain	Streptococcus pseudopneumoniae	Streptococcus pseudopneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP69_S52	SP69_S52	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP6_S88	SP6_S88	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP70_S53	SP70_S53	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP71_S54	SP71_S54	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP72_S55	SP72_S55	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP73_S56	SP73_S56	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
strain_madness	SP74_S57	SP74_S57	1313	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Bacillota	none		0		False	False	False	False	False
