bin_id	path	completeness_pct	scoreable	selection_reason	dataset	binset
s0__Otu1278.0__X__Otu44.0__c75__k5__genus	bins/marine/mixed/s0__Otu1278.0__X__Otu44.0__c75__k5__genus.fna	75.04292675585651	True	all_bins_kept	marine	mixed
s0__Otu13.0__X__Otu30.0__c75__k10__genus	bins/marine/mixed/s0__Otu13.0__X__Otu30.0__c75__k10__genus.fna	75.03393995311485	True	all_bins_kept	marine	mixed
s0__Otu1301__X__Otu1507__c60__k5__species	bins/marine/mixed/s0__Otu1301__X__Otu1507__c60__k5__species.fna	60.00216446765884	True	all_bins_kept	marine	mixed
s0__Otu1301__X__Otu1692__c60__k20__family	bins/marine/mixed/s0__Otu1301__X__Otu1692__c60__k20__family.fna	60.0180611803399	True	all_bins_kept	marine	mixed
s0__Otu1332.0__X__Otu873.0__c60__k5__family	bins/marine/mixed/s0__Otu1332.0__X__Otu873.0__c60__k5__family.fna	60.0058267557236	True	all_bins_kept	marine	mixed
s0__Otu1337__X__Otu496.0__c75__k5__order	bins/marine/mixed/s0__Otu1337__X__Otu496.0__c75__k5__order.fna	80.2162108862097	True	all_bins_kept	marine	mixed
s0__Otu136__X__Otu1334__c60__k5__family	bins/marine/mixed/s0__Otu136__X__Otu1334__c60__k5__family.fna	60.13324664357818	True	all_bins_kept	marine	mixed
s0__Otu136__X__Otu179__c75__k5__class	bins/marine/mixed/s0__Otu136__X__Otu179__c75__k5__class.fna	75.16489225045866	True	all_bins_kept	marine	mixed
s0__Otu136__X__Otu371__c60__k2__family	bins/marine/mixed/s0__Otu136__X__Otu371__c60__k2__family.fna	60.003706528647534	True	all_bins_kept	marine	mixed
s0__Otu137.0__X__Otu119.0__c90__k10__genus	bins/marine/mixed/s0__Otu137.0__X__Otu119.0__c90__k10__genus.fna	90.01798620488802	True	all_bins_kept	marine	mixed
s0__Otu137.0__X__Otu119.1__c75__k15__genus	bins/marine/mixed/s0__Otu137.0__X__Otu119.1__c75__k15__genus.fna	75.02019892901876	True	all_bins_kept	marine	mixed
s0__Otu137.0__X__Otu229.0__c75__k2__family	bins/marine/mixed/s0__Otu137.0__X__Otu229.0__c75__k2__family.fna	75.00131398271003	True	all_bins_kept	marine	mixed
s0__Otu137.0__X__Otu50.0__c75__k10__species	bins/marine/mixed/s0__Otu137.0__X__Otu50.0__c75__k10__species.fna	75.01066544407496	True	all_bins_kept	marine	mixed
s0__Otu137.0__X__Otu570.0__c90__k15__family	bins/marine/mixed/s0__Otu137.0__X__Otu570.0__c90__k15__family.fna	90.07470930265627	True	all_bins_kept	marine	mixed
s0__Otu1445__X__Otu1676.0__c75__k2__class	bins/marine/mixed/s0__Otu1445__X__Otu1676.0__c75__k2__class.fna	75.01400932528273	True	all_bins_kept	marine	mixed
s0__Otu1445__X__Otu1676.0__c90__k20__class	bins/marine/mixed/s0__Otu1445__X__Otu1676.0__c90__k20__class.fna	90.00336786995742	True	all_bins_kept	marine	mixed
s0__Otu1445__X__Otu605__c75__k2__family	bins/marine/mixed/s0__Otu1445__X__Otu605__c75__k2__family.fna	75.02727242519865	True	all_bins_kept	marine	mixed
s0__Otu1445__X__Otu722__c75__k20__phylum	bins/marine/mixed/s0__Otu1445__X__Otu722__c75__k20__phylum.fna	75.00485750474627	True	all_bins_kept	marine	mixed
s0__Otu1458.0__X__Otu393.0__c75__k20__family	bins/marine/mixed/s0__Otu1458.0__X__Otu393.0__c75__k20__family.fna	75.00070790990208	True	all_bins_kept	marine	mixed
s0__Otu1458.0__X__Otu393.0__c75__k5__family	bins/marine/mixed/s0__Otu1458.0__X__Otu393.0__c75__k5__family.fna	75.00849491882498	True	all_bins_kept	marine	mixed
s0__Otu1475__X__Otu189__c90__k5__class	bins/marine/mixed/s0__Otu1475__X__Otu189__c90__k5__class.fna	90.40458802930146	True	all_bins_kept	marine	mixed
s0__Otu1487__X__Otu132__c60__k5__class	bins/marine/mixed/s0__Otu1487__X__Otu132__c60__k5__class.fna	60.00913522507555	True	all_bins_kept	marine	mixed
s0__Otu1487__X__Otu336__c60__k20__phylum	bins/marine/mixed/s0__Otu1487__X__Otu336__c60__k20__phylum.fna	60.00170551435173	True	all_bins_kept	marine	mixed
s0__Otu1487__X__Otu336__c60__k5__phylum	bins/marine/mixed/s0__Otu1487__X__Otu336__c60__k5__phylum.fna	60.02146701297799	True	all_bins_kept	marine	mixed
s0__Otu1498__X__Otu1270__c60__k2__species	bins/marine/mixed/s0__Otu1498__X__Otu1270__c60__k2__species.fna	60.01324076130224	True	all_bins_kept	marine	mixed
s0__Otu149__X__Otu1515__c75__k15__phylum	bins/marine/mixed/s0__Otu149__X__Otu1515__c75__k15__phylum.fna	75.01206680538257	True	all_bins_kept	marine	mixed
s0__Otu1529__X__Otu139__c90__k20__species	bins/marine/mixed/s0__Otu1529__X__Otu139__c90__k20__species.fna	90.10164339536232	True	all_bins_kept	marine	mixed
s0__Otu1529__X__Otu1428.0__c90__k20__phylum	bins/marine/mixed/s0__Otu1529__X__Otu1428.0__c90__k20__phylum.fna	90.00991088020703	True	all_bins_kept	marine	mixed
s0__Otu1529__X__Otu254__c90__k10__class	bins/marine/mixed/s0__Otu1529__X__Otu254__c90__k10__class.fna	90.06041891335114	True	all_bins_kept	marine	mixed
s0__Otu152__X__Otu219.0__c60__k2__class	bins/marine/mixed/s0__Otu152__X__Otu219.0__c60__k2__class.fna	60.00385030140203	True	all_bins_kept	marine	mixed
s0__Otu1548.0__X__Otu384.0__c60__k2__family	bins/marine/mixed/s0__Otu1548.0__X__Otu384.0__c60__k2__family.fna	60.024293502491695	True	all_bins_kept	marine	mixed
s0__Otu1573__X__Otu1344__c60__k15__class	bins/marine/mixed/s0__Otu1573__X__Otu1344__c60__k15__class.fna	60.009233095556	True	all_bins_kept	marine	mixed
s0__Otu159__X__Otu1896__c75__k15__species	bins/marine/mixed/s0__Otu159__X__Otu1896__c75__k15__species.fna	75.0084535954366	True	all_bins_kept	marine	mixed
s0__Otu163__X__Otu24.0__c75__k20__phylum	bins/marine/mixed/s0__Otu163__X__Otu24.0__c75__k20__phylum.fna	75.00497960059381	True	all_bins_kept	marine	mixed
s0__Otu172.0__X__Otu1548.0__c90__k2__order	bins/marine/mixed/s0__Otu172.0__X__Otu1548.0__c90__k2__order.fna	90.00223560649361	True	all_bins_kept	marine	mixed
s0__Otu179__X__Otu1428.0__c90__k20__phylum	bins/marine/mixed/s0__Otu179__X__Otu1428.0__c90__k20__phylum.fna	90.01702150617659	True	all_bins_kept	marine	mixed
s0__Otu179__X__Otu185.0__c75__k20__order	bins/marine/mixed/s0__Otu179__X__Otu185.0__c75__k20__order.fna	75.02721011257688	True	all_bins_kept	marine	mixed
s0__Otu185.0__X__Otu108.1__c90__k5__order	bins/marine/mixed/s0__Otu185.0__X__Otu108.1__c90__k5__order.fna	90.09459947368224	True	all_bins_kept	marine	mixed
s0__Otu186.0__X__Otu1010__c60__k15__class	bins/marine/mixed/s0__Otu186.0__X__Otu1010__c60__k15__class.fna	71.25563647498645	True	all_bins_kept	marine	mixed
s0__Otu186.0__X__Otu1180.0__c90__k15__genus	bins/marine/mixed/s0__Otu186.0__X__Otu1180.0__c90__k15__genus.fna	99.99356730094702	True	all_bins_kept	marine	mixed
s0__Otu186.0__X__Otu479__c60__k20__class	bins/marine/mixed/s0__Otu186.0__X__Otu479__c60__k20__class.fna	68.46837029700198	True	all_bins_kept	marine	mixed
s0__Otu186.0__X__Otu79.1__c90__k10__genus	bins/marine/mixed/s0__Otu186.0__X__Otu79.1__c90__k10__genus.fna	99.75300059030668	True	all_bins_kept	marine	mixed
s0__Otu189__X__Otu1475__c60__k5__class	bins/marine/mixed/s0__Otu189__X__Otu1475__c60__k5__class.fna	63.25254237220576	True	all_bins_kept	marine	mixed
s0__Otu189__X__Otu383__c60__k15__phylum	bins/marine/mixed/s0__Otu189__X__Otu383__c60__k15__phylum.fna	60.17176084461804	True	all_bins_kept	marine	mixed
s0__Otu2.0__X__Otu219.0__c90__k10__family	bins/marine/mixed/s0__Otu2.0__X__Otu219.0__c90__k10__family.fna	98.4118487139528	True	all_bins_kept	marine	mixed
s0__Otu2.0__X__Otu67.0__c75__k15__genus	bins/marine/mixed/s0__Otu2.0__X__Otu67.0__c75__k15__genus.fna	98.4118487139528	True	all_bins_kept	marine	mixed
s0__Otu2019__X__Otu2156__c75__k15__species	bins/marine/mixed/s0__Otu2019__X__Otu2156__c75__k15__species.fna	75.00222725451275	True	all_bins_kept	marine	mixed
s0__Otu2019__X__Otu492__c60__k2__species	bins/marine/mixed/s0__Otu2019__X__Otu492__c60__k2__species.fna	60.03213210694549	True	all_bins_kept	marine	mixed
s0__Otu2156__X__Otu2425__c60__k5__order	bins/marine/mixed/s0__Otu2156__X__Otu2425__c60__k5__order.fna	60.02563344772888	True	all_bins_kept	marine	mixed
s0__Otu222.0__X__Otu205.1__c90__k10__family	bins/marine/mixed/s0__Otu222.0__X__Otu205.1__c90__k10__family.fna	90.15225322925949	True	all_bins_kept	marine	mixed
s0__Otu222.1__X__Otu1237.0__c90__k15__class	bins/marine/mixed/s0__Otu222.1__X__Otu1237.0__c90__k15__class.fna	91.84620854813248	True	all_bins_kept	marine	mixed
s0__Otu226__X__Otu149__c60__k15__phylum	bins/marine/mixed/s0__Otu226__X__Otu149__c60__k15__phylum.fna	62.55006773250207	True	all_bins_kept	marine	mixed
s0__Otu226__X__Otu79.1__c60__k5__class	bins/marine/mixed/s0__Otu226__X__Otu79.1__c60__k5__class.fna	61.00250754369356	True	all_bins_kept	marine	mixed
s0__Otu226__X__Otu797__c75__k2__class	bins/marine/mixed/s0__Otu226__X__Otu797__c75__k2__class.fna	76.47657963058627	True	all_bins_kept	marine	mixed
s0__Otu229.0__X__Otu23__c60__k10__class	bins/marine/mixed/s0__Otu229.0__X__Otu23__c60__k10__class.fna	60.01235054952205	True	all_bins_kept	marine	mixed
s0__Otu2290.0__X__Otu42.0__c75__k2__family	bins/marine/mixed/s0__Otu2290.0__X__Otu42.0__c75__k2__family.fna	75.00205972143578	True	all_bins_kept	marine	mixed
s0__Otu2290.0__X__Otu85.0__c75__k5__family	bins/marine/mixed/s0__Otu2290.0__X__Otu85.0__c75__k5__family.fna	75.03052132673024	True	all_bins_kept	marine	mixed
s0__Otu234.0__X__Otu1028__c75__k2__class	bins/marine/mixed/s0__Otu234.0__X__Otu1028__c75__k2__class.fna	75.01423274150216	True	all_bins_kept	marine	mixed
s0__Otu234.0__X__Otu2489__c90__k15__order	bins/marine/mixed/s0__Otu234.0__X__Otu2489__c90__k15__order.fna	90.01439093507754	True	all_bins_kept	marine	mixed
s0__Otu235.0__X__Otu116.0__c75__k20__class	bins/marine/mixed/s0__Otu235.0__X__Otu116.0__c75__k20__class.fna	75.08543209491454	True	all_bins_kept	marine	mixed
s0__Otu235.0__X__Otu331.0__c90__k15__genus	bins/marine/mixed/s0__Otu235.0__X__Otu331.0__c90__k15__genus.fna	90.0121996338377	True	all_bins_kept	marine	mixed
s0__Otu235.0__X__Otu683.0__c60__k15__phylum	bins/marine/mixed/s0__Otu235.0__X__Otu683.0__c60__k15__phylum.fna	60.0217435945424	True	all_bins_kept	marine	mixed
s0__Otu23__X__Otu800.0__c75__k10__class	bins/marine/mixed/s0__Otu23__X__Otu800.0__c75__k10__class.fna	76.55080576765884	True	all_bins_kept	marine	mixed
s0__Otu24.0__X__Otu222.0__c90__k10__phylum	bins/marine/mixed/s0__Otu24.0__X__Otu222.0__c90__k10__phylum.fna	99.99925468631508	True	all_bins_kept	marine	mixed
s0__Otu2403__X__Otu2472__c60__k2__genus	bins/marine/mixed/s0__Otu2403__X__Otu2472__c60__k2__genus.fna	60.04381367541277	True	all_bins_kept	marine	mixed
s0__Otu250__X__Otu1739__c90__k10__phylum	bins/marine/mixed/s0__Otu250__X__Otu1739__c90__k10__phylum.fna	90.22942156202764	True	all_bins_kept	marine	mixed
s0__Otu250__X__Otu1769__c75__k2__family	bins/marine/mixed/s0__Otu250__X__Otu1769__c75__k2__family.fna	75.12125002499428	True	all_bins_kept	marine	mixed
s0__Otu252__X__Otu351__c75__k15__genus	bins/marine/mixed/s0__Otu252__X__Otu351__c75__k15__genus.fna	75.03400709137347	True	all_bins_kept	marine	mixed
s0__Otu254__X__Otu229.0__c75__k20__order	bins/marine/mixed/s0__Otu254__X__Otu229.0__c75__k20__order.fna	75.51675402575145	True	all_bins_kept	marine	mixed
s0__Otu26.0__X__Otu80.0__c60__k5__genus	bins/marine/mixed/s0__Otu26.0__X__Otu80.0__c60__k5__genus.fna	99.99915383313588	True	all_bins_kept	marine	mixed
s0__Otu26.0__X__Otu80.0__c75__k5__genus	bins/marine/mixed/s0__Otu26.0__X__Otu80.0__c75__k5__genus.fna	99.99915383313588	True	all_bins_kept	marine	mixed
s0__Otu292.0__X__Otu122.0__c60__k20__family	bins/marine/mixed/s0__Otu292.0__X__Otu122.0__c60__k20__family.fna	60.00479309129916	True	all_bins_kept	marine	mixed
s0__Otu298__X__Otu1237.0__c90__k10__class	bins/marine/mixed/s0__Otu298__X__Otu1237.0__c90__k10__class.fna	90.06532799690963	True	all_bins_kept	marine	mixed
s0__Otu30.0__X__Otu689.0__c90__k15__phylum	bins/marine/mixed/s0__Otu30.0__X__Otu689.0__c90__k15__phylum.fna	90.09713462380698	True	all_bins_kept	marine	mixed
s0__Otu327__X__Otu89__c60__k10__family	bins/marine/mixed/s0__Otu327__X__Otu89__c60__k10__family.fna	60.006562854244976	True	all_bins_kept	marine	mixed
s0__Otu351__X__Otu1382__c60__k5__class	bins/marine/mixed/s0__Otu351__X__Otu1382__c60__k5__class.fna	60.00879256452868	True	all_bins_kept	marine	mixed
s0__Otu351__X__Otu492__c75__k15__order	bins/marine/mixed/s0__Otu351__X__Otu492__c75__k15__order.fna	75.1114415355838	True	all_bins_kept	marine	mixed
s0__Otu351__X__Otu770__c60__k5__genus	bins/marine/mixed/s0__Otu351__X__Otu770__c60__k5__genus.fna	60.01366453527537	True	all_bins_kept	marine	mixed
s0__Otu351__X__Otu941__c75__k5__class	bins/marine/mixed/s0__Otu351__X__Otu941__c75__k5__class.fna	75.07515110781709	True	all_bins_kept	marine	mixed
s0__Otu352.1__X__Otu157.0__c75__k10__order	bins/marine/mixed/s0__Otu352.1__X__Otu157.0__c75__k10__order.fna	75.0602795765096	True	all_bins_kept	marine	mixed
s0__Otu352.1__X__Otu2411__c60__k10__order	bins/marine/mixed/s0__Otu352.1__X__Otu2411__c60__k10__order.fna	60.11726222402287	True	all_bins_kept	marine	mixed
s0__Otu352.1__X__Otu839__c90__k2__class	bins/marine/mixed/s0__Otu352.1__X__Otu839__c90__k2__class.fna	90.06496408035504	True	all_bins_kept	marine	mixed
s0__Otu36.0__X__Otu219.0__c90__k10__family	bins/marine/mixed/s0__Otu36.0__X__Otu219.0__c90__k10__family.fna	97.85729184214412	True	all_bins_kept	marine	mixed
s0__Otu36.0__X__Otu219.0__c90__k15__family	bins/marine/mixed/s0__Otu36.0__X__Otu219.0__c90__k15__family.fna	99.99709971260567	True	all_bins_kept	marine	mixed
s0__Otu368__X__Otu1301__c75__k5__family	bins/marine/mixed/s0__Otu368__X__Otu1301__c75__k5__family.fna	75.02316992715552	True	all_bins_kept	marine	mixed
s0__Otu37.0__X__Otu249.0__c75__k20__order	bins/marine/mixed/s0__Otu37.0__X__Otu249.0__c75__k20__order.fna	75.00743079534485	True	all_bins_kept	marine	mixed
s0__Otu384.0__X__Otu1548.1__c75__k5__family	bins/marine/mixed/s0__Otu384.0__X__Otu1548.1__c75__k5__family.fna	75.0032911979623	True	all_bins_kept	marine	mixed
s0__Otu393.0__X__Otu1279__c60__k5__order	bins/marine/mixed/s0__Otu393.0__X__Otu1279__c60__k5__order.fna	60.00751742932892	True	all_bins_kept	marine	mixed
s0__Otu393.0__X__Otu1279__c75__k20__order	bins/marine/mixed/s0__Otu393.0__X__Otu1279__c75__k20__order.fna	75.00169021430308	True	all_bins_kept	marine	mixed
s0__Otu4.0__X__Otu123.0__c90__k5__order	bins/marine/mixed/s0__Otu4.0__X__Otu123.0__c90__k5__order.fna	99.99963667147472	True	all_bins_kept	marine	mixed
s0__Otu4.0__X__Otu2.0__c60__k2__order	bins/marine/mixed/s0__Otu4.0__X__Otu2.0__c60__k2__order.fna	99.99963667147472	True	all_bins_kept	marine	mixed
s0__Otu40.1__X__Otu1153__c90__k10__phylum	bins/marine/mixed/s0__Otu40.1__X__Otu1153__c90__k10__phylum.fna	93.69849422300042	True	all_bins_kept	marine	mixed
s0__Otu435.1__X__Otu2362.0__c75__k10__order	bins/marine/mixed/s0__Otu435.1__X__Otu2362.0__c75__k10__order.fna	75.0140917349059	True	all_bins_kept	marine	mixed
s0__Otu438__X__Otu2487__c90__k10__family	bins/marine/mixed/s0__Otu438__X__Otu2487__c90__k10__family.fna	90.02306966532772	True	all_bins_kept	marine	mixed
s0__Otu465__X__Otu252__c90__k5__class	bins/marine/mixed/s0__Otu465__X__Otu252__c90__k5__class.fna	90.01839582326157	True	all_bins_kept	marine	mixed
s0__Otu47.0__X__Otu40.0__c60__k20__species	bins/marine/mixed/s0__Otu47.0__X__Otu40.0__c60__k20__species.fna	99.9977611488204	True	all_bins_kept	marine	mixed
s0__Otu47.0__X__Otu61.0__c90__k20__order	bins/marine/mixed/s0__Otu47.0__X__Otu61.0__c90__k20__order.fna	99.9977611488204	True	all_bins_kept	marine	mixed
s0__Otu47.0__X__Otu61.0__c90__k2__order	bins/marine/mixed/s0__Otu47.0__X__Otu61.0__c90__k2__order.fna	99.9977611488204	True	all_bins_kept	marine	mixed
s0__Otu470__X__Otu713__c60__k10__family	bins/marine/mixed/s0__Otu470__X__Otu713__c60__k10__family.fna	60.01106520450578	True	all_bins_kept	marine	mixed
s0__Otu473__X__Otu1344__c90__k2__genus	bins/marine/mixed/s0__Otu473__X__Otu1344__c90__k2__genus.fna	90.02621002735971	True	all_bins_kept	marine	mixed
s0__Otu473__X__Otu1635__c90__k15__family	bins/marine/mixed/s0__Otu473__X__Otu1635__c90__k15__family.fna	90.00263487047532	True	all_bins_kept	marine	mixed
s0__Otu473__X__Otu2446__c90__k20__genus	bins/marine/mixed/s0__Otu473__X__Otu2446__c90__k20__genus.fna	90.00755568121019	True	all_bins_kept	marine	mixed
s0__Otu479__X__Otu1780__c90__k5__genus	bins/marine/mixed/s0__Otu479__X__Otu1780__c90__k5__genus.fna	90.2166334396519	True	all_bins_kept	marine	mixed
s0__Otu479__X__Otu79.0__c90__k20__class	bins/marine/mixed/s0__Otu479__X__Otu79.0__c90__k20__class.fna	90.04282680551502	True	all_bins_kept	marine	mixed
s0__Otu48.0__X__Otu1548.0__c75__k15__phylum	bins/marine/mixed/s0__Otu48.0__X__Otu1548.0__c75__k15__phylum.fna	99.99977004714609	True	all_bins_kept	marine	mixed
s0__Otu48.0__X__Otu873.0__c60__k20__phylum	bins/marine/mixed/s0__Otu48.0__X__Otu873.0__c60__k20__phylum.fna	99.99977004714609	True	all_bins_kept	marine	mixed
s0__Otu483__X__Otu1111__c75__k2__family	bins/marine/mixed/s0__Otu483__X__Otu1111__c75__k2__family.fna	75.00125646997427	True	all_bins_kept	marine	mixed
s0__Otu483__X__Otu1334__c75__k10__genus	bins/marine/mixed/s0__Otu483__X__Otu1334__c75__k10__genus.fna	75.02105539078077	True	all_bins_kept	marine	mixed
s0__Otu50.0__X__Otu1184__c75__k20__class	bins/marine/mixed/s0__Otu50.0__X__Otu1184__c75__k20__class.fna	75.02761204738016	True	all_bins_kept	marine	mixed
s0__Otu50.0__X__Otu137.0__c90__k20__species	bins/marine/mixed/s0__Otu50.0__X__Otu137.0__c90__k20__species.fna	90.0928860860068	True	all_bins_kept	marine	mixed
s0__Otu50.0__X__Otu384.0__c60__k2__phylum	bins/marine/mixed/s0__Otu50.0__X__Otu384.0__c60__k2__phylum.fna	60.15019316494665	True	all_bins_kept	marine	mixed
s0__Otu50.0__X__Otu40.1__c60__k10__phylum	bins/marine/mixed/s0__Otu50.0__X__Otu40.1__c60__k10__phylum.fna	60.36736018366645	True	all_bins_kept	marine	mixed
s0__Otu503__X__Otu770__c75__k2__genus	bins/marine/mixed/s0__Otu503__X__Otu770__c75__k2__genus.fna	83.50860590288046	True	all_bins_kept	marine	mixed
s0__Otu506.0__X__Otu894.0__c90__k5__phylum	bins/marine/mixed/s0__Otu506.0__X__Otu894.0__c90__k5__phylum.fna	90.03566758333659	True	all_bins_kept	marine	mixed
s0__Otu520.0__X__Otu172.0__c60__k20__class	bins/marine/mixed/s0__Otu520.0__X__Otu172.0__c60__k20__class.fna	60.00749129521069	True	all_bins_kept	marine	mixed
s0__Otu520.0__X__Otu1780__c75__k15__phylum	bins/marine/mixed/s0__Otu520.0__X__Otu1780__c75__k15__phylum.fna	75.00443961257862	True	all_bins_kept	marine	mixed
s0__Otu523__X__Otu1420.0__c60__k10__class	bins/marine/mixed/s0__Otu523__X__Otu1420.0__c60__k10__class.fna	60.01032630738193	True	all_bins_kept	marine	mixed
s0__Otu54__X__Otu703__c75__k2__family	bins/marine/mixed/s0__Otu54__X__Otu703__c75__k2__family.fna	75.13438678542197	True	all_bins_kept	marine	mixed
s0__Otu583__X__Otu492__c90__k10__species	bins/marine/mixed/s0__Otu583__X__Otu492__c90__k10__species.fna	90.01394222193012	True	all_bins_kept	marine	mixed
s0__Otu583__X__Otu771__c60__k5__genus	bins/marine/mixed/s0__Otu583__X__Otu771__c60__k5__genus.fna	60.0038376317939	True	all_bins_kept	marine	mixed
s0__Otu583__X__Otu771__c90__k5__genus	bins/marine/mixed/s0__Otu583__X__Otu771__c90__k5__genus.fna	90.06675366863516	True	all_bins_kept	marine	mixed
s0__Otu616__X__Otu108.0__c75__k10__genus	bins/marine/mixed/s0__Otu616__X__Otu108.0__c75__k10__genus.fna	75.00503986721988	True	all_bins_kept	marine	mixed
s0__Otu659__X__Otu1153__c90__k20__phylum	bins/marine/mixed/s0__Otu659__X__Otu1153__c90__k20__phylum.fna	90.00335700894398	True	all_bins_kept	marine	mixed
s0__Otu659__X__Otu1279__c75__k5__phylum	bins/marine/mixed/s0__Otu659__X__Otu1279__c75__k5__phylum.fna	75.01341635245011	True	all_bins_kept	marine	mixed
s0__Otu660__X__Otu2156__c60__k20__species	bins/marine/mixed/s0__Otu660__X__Otu2156__c60__k20__species.fna	60.01879816979161	True	all_bins_kept	marine	mixed
s0__Otu660__X__Otu2425__c60__k15__order	bins/marine/mixed/s0__Otu660__X__Otu2425__c60__k15__order.fna	60.01241044219252	True	all_bins_kept	marine	mixed
s0__Otu660__X__Otu453__c75__k5__class	bins/marine/mixed/s0__Otu660__X__Otu453__c75__k5__class.fna	75.01000674859273	True	all_bins_kept	marine	mixed
s0__Otu660__X__Otu974__c60__k20__genus	bins/marine/mixed/s0__Otu660__X__Otu974__c60__k20__genus.fna	60.01626796600236	True	all_bins_kept	marine	mixed
s0__Otu6__X__Otu22__c90__k2__order	bins/marine/mixed/s0__Otu6__X__Otu22__c90__k2__order.fna	90.76175684446818	True	all_bins_kept	marine	mixed
