bin_id	path	completeness_pct	scoreable	selection_reason	dataset	binset
s0__SP131_S12__X__MIKI-NS20__c75__k15__phylum	bins/strain_madness/mixed/s0__SP131_S12__X__MIKI-NS20__c75__k15__phylum.fna	75.14456794333744	True	all_bins_kept	strain_madness	mixed
s0__SP131_S12__X__MIKI-NS20__c75__k20__phylum	bins/strain_madness/mixed/s0__SP131_S12__X__MIKI-NS20__c75__k20__phylum.fna	75.04290755214677	True	all_bins_kept	strain_madness	mixed
s0__SP131_S12__X__MIKI-NS20__c90__k20__phylum	bins/strain_madness/mixed/s0__SP131_S12__X__MIKI-NS20__c90__k20__phylum.fna	90.09620849892006	True	all_bins_kept	strain_madness	mixed
s0__SP131_S12__X__SP102_S82__c60__k10__species	bins/strain_madness/mixed/s0__SP131_S12__X__SP102_S82__c60__k10__species.fna	60.048208647397125	True	all_bins_kept	strain_madness	mixed
s0__SP131_S12__X__SP119_S1__c75__k5__genus	bins/strain_madness/mixed/s0__SP131_S12__X__SP119_S1__c75__k5__genus.fna	75.10197358500196	True	all_bins_kept	strain_madness	mixed
s0__SP137_S18__X__MIKI-NS11__c90__k5__order	bins/strain_madness/mixed/s0__SP137_S18__X__MIKI-NS11__c90__k5__order.fna	90.02835859173946	True	all_bins_kept	strain_madness	mixed
s0__SP137_S18__X__MIKI-NS20__c60__k20__phylum	bins/strain_madness/mixed/s0__SP137_S18__X__MIKI-NS20__c60__k20__phylum.fna	60.0068194257336	True	all_bins_kept	strain_madness	mixed
s0__SP137_S18__X__MIKI-NS20__c90__k5__phylum	bins/strain_madness/mixed/s0__SP137_S18__X__MIKI-NS20__c90__k5__phylum.fna	90.15659130906444	True	all_bins_kept	strain_madness	mixed
s0__SP137_S18__X__SP171_S52__c60__k10__species	bins/strain_madness/mixed/s0__SP137_S18__X__SP171_S52__c60__k10__species.fna	60.19887371386515	True	all_bins_kept	strain_madness	mixed
s0__SP137_S18__X__spades_MRSA7113_S2_L001__c60__k10__class	bins/strain_madness/mixed/s0__SP137_S18__X__spades_MRSA7113_S2_L001__c60__k10__class.fna	60.0467631802107	True	all_bins_kept	strain_madness	mixed
s0__SP137_S18__X__spades_MRSA7133_S3_L001__c90__k15__class	bins/strain_madness/mixed/s0__SP137_S18__X__spades_MRSA7133_S3_L001__c90__k15__class.fna	90.060539599344	True	all_bins_kept	strain_madness	mixed
s0__SP137_S18__X__spades_VRE2941_S2_L001__c90__k10__order	bins/strain_madness/mixed/s0__SP137_S18__X__spades_VRE2941_S2_L001__c90__k10__order.fna	90.17314856030524	True	all_bins_kept	strain_madness	mixed
s0__SP137_S18__X__spades_VRE3786_S19_L001__c75__k5__order	bins/strain_madness/mixed/s0__SP137_S18__X__spades_VRE3786_S19_L001__c75__k5__order.fna	75.00700121157809	True	all_bins_kept	strain_madness	mixed
s0__SP138_S19__X__MIKI-NS20__c75__k15__phylum	bins/strain_madness/mixed/s0__SP138_S19__X__MIKI-NS20__c75__k15__phylum.fna	75.01593660502644	True	all_bins_kept	strain_madness	mixed
s0__SP138_S19__X__MIKI-NS20__c75__k5__phylum	bins/strain_madness/mixed/s0__SP138_S19__X__MIKI-NS20__c75__k5__phylum.fna	75.03093851181085	True	all_bins_kept	strain_madness	mixed
s0__SP138_S19__X__MIKI-NS20__c90__k20__phylum	bins/strain_madness/mixed/s0__SP138_S19__X__MIKI-NS20__c90__k20__phylum.fna	90.02616220379413	True	all_bins_kept	strain_madness	mixed
s0__SP138_S19__X__SP68_S51__c60__k2__genus	bins/strain_madness/mixed/s0__SP138_S19__X__SP68_S51__c60__k2__genus.fna	60.02734927056149	True	all_bins_kept	strain_madness	mixed
s0__SP138_S19__X__spades_MRSA8013_S11_L001__c60__k10__class	bins/strain_madness/mixed/s0__SP138_S19__X__spades_MRSA8013_S11_L001__c60__k10__class.fna	60.082402997016445	True	all_bins_kept	strain_madness	mixed
s0__SP138_S19__X__spades_MRSA8186_S9_L001__c90__k15__class	bins/strain_madness/mixed/s0__SP138_S19__X__spades_MRSA8186_S9_L001__c90__k15__class.fna	90.06130685769406	True	all_bins_kept	strain_madness	mixed
s0__SP138_S19__X__spades_VRE2906_S11_L001__c90__k2__order	bins/strain_madness/mixed/s0__SP138_S19__X__spades_VRE2906_S11_L001__c90__k2__order.fna	90.11421077819236	True	all_bins_kept	strain_madness	mixed
s0__SP142_S23__X__MIKI-NS02__c75__k10__order	bins/strain_madness/mixed/s0__SP142_S23__X__MIKI-NS02__c75__k10__order.fna	75.12818733620237	True	all_bins_kept	strain_madness	mixed
s0__SP142_S23__X__MIKI-NS12__c75__k10__family	bins/strain_madness/mixed/s0__SP142_S23__X__MIKI-NS12__c75__k10__family.fna	76.68283636226006	True	all_bins_kept	strain_madness	mixed
s0__SP142_S23__X__MIKI-NS20__c75__k15__phylum	bins/strain_madness/mixed/s0__SP142_S23__X__MIKI-NS20__c75__k15__phylum.fna	75.03400294344424	True	all_bins_kept	strain_madness	mixed
s0__SP142_S23__X__MIKI-NS20__c90__k5__phylum	bins/strain_madness/mixed/s0__SP142_S23__X__MIKI-NS20__c90__k5__phylum.fna	92.1370346521898	True	all_bins_kept	strain_madness	mixed
s0__SP142_S23__X__SP114_S92__c75__k5__species	bins/strain_madness/mixed/s0__SP142_S23__X__SP114_S92__c75__k5__species.fna	76.65197532475662	True	all_bins_kept	strain_madness	mixed
s0__SP148_S29__X__MIKI-NS02__c60__k2__order	bins/strain_madness/mixed/s0__SP148_S29__X__MIKI-NS02__c60__k2__order.fna	60.00905019888387	True	all_bins_kept	strain_madness	mixed
s0__SP148_S29__X__MIKI-NS12__c75__k10__family	bins/strain_madness/mixed/s0__SP148_S29__X__MIKI-NS12__c75__k10__family.fna	75.0189584409882	True	all_bins_kept	strain_madness	mixed
s0__SP148_S29__X__spades_MRSA7113_S2_L001__c75__k2__class	bins/strain_madness/mixed/s0__SP148_S29__X__spades_MRSA7113_S2_L001__c75__k2__class.fna	75.03099022022471	True	all_bins_kept	strain_madness	mixed
s0__SP148_S29__X__spades_MRSA7124_S4_L001__c75__k20__class	bins/strain_madness/mixed/s0__SP148_S29__X__spades_MRSA7124_S4_L001__c75__k20__class.fna	75.03324318287058	True	all_bins_kept	strain_madness	mixed
s0__SP154_S35__X__SP114_S92__c60__k2__species	bins/strain_madness/mixed/s0__SP154_S35__X__SP114_S92__c60__k2__species.fna	60.04505014951192	True	all_bins_kept	strain_madness	mixed
s0__SP155_S36__X__SP21_S92__c60__k2__genus	bins/strain_madness/mixed/s0__SP155_S36__X__SP21_S92__c60__k2__genus.fna	60.01830086271365	True	all_bins_kept	strain_madness	mixed
s0__SP155_S36__X__spades_MRSA8007_S12_L001__c60__k10__class	bins/strain_madness/mixed/s0__SP155_S36__X__spades_MRSA8007_S12_L001__c60__k10__class.fna	60.0187345324462	True	all_bins_kept	strain_madness	mixed
s0__SP158_S39__X__MIKI-NS20__c90__k20__phylum	bins/strain_madness/mixed/s0__SP158_S39__X__MIKI-NS20__c90__k20__phylum.fna	90.05547262586121	True	all_bins_kept	strain_madness	mixed
s0__SP158_S39__X__SP178_S58__c90__k5__species	bins/strain_madness/mixed/s0__SP158_S39__X__SP178_S58__c90__k5__species.fna	90.12087150588007	True	all_bins_kept	strain_madness	mixed
s0__SP158_S39__X__spades_MRSA8602_S6_L001__c90__k2__class	bins/strain_madness/mixed/s0__SP158_S39__X__spades_MRSA8602_S6_L001__c90__k2__class.fna	90.0298091334699	True	all_bins_kept	strain_madness	mixed
s0__SP158_S39__X__spades_VRE2943_S1_L001__c90__k10__order	bins/strain_madness/mixed/s0__SP158_S39__X__spades_VRE2943_S1_L001__c90__k10__order.fna	90.27647224672992	True	all_bins_kept	strain_madness	mixed
s0__SP158_S39__X__spades_VRE3056_S20_L001__c75__k15__order	bins/strain_madness/mixed/s0__SP158_S39__X__spades_VRE3056_S20_L001__c75__k15__order.fna	75.04293699688546	True	all_bins_kept	strain_madness	mixed
s0__SP158_S39__X__spades_VRE3056_S20_L001__c90__k20__order	bins/strain_madness/mixed/s0__SP158_S39__X__spades_VRE3056_S20_L001__c90__k20__order.fna	90.07106307094311	True	all_bins_kept	strain_madness	mixed
s0__SP160_S41__X__SP117_S95__c60__k10__genus	bins/strain_madness/mixed/s0__SP160_S41__X__SP117_S95__c60__k10__genus.fna	60.08916737191908	True	all_bins_kept	strain_madness	mixed
s0__SP160_S41__X__SP11_S8__c60__k10__species	bins/strain_madness/mixed/s0__SP160_S41__X__SP11_S8__c60__k10__species.fna	60.00903505336695	True	all_bins_kept	strain_madness	mixed
s0__SP160_S41__X__SP7_S4__c60__k15__species	bins/strain_madness/mixed/s0__SP160_S41__X__SP7_S4__c60__k15__species.fna	60.19032281248304	True	all_bins_kept	strain_madness	mixed
s0__SP160_S41__X__spades_MRSA7830_S9_L001__c75__k15__class	bins/strain_madness/mixed/s0__SP160_S41__X__spades_MRSA7830_S9_L001__c75__k15__class.fna	75.01690405682696	True	all_bins_kept	strain_madness	mixed
s0__SP182_S62__X__MIKI-NS12__c60__k15__family	bins/strain_madness/mixed/s0__SP182_S62__X__MIKI-NS12__c60__k15__family.fna	60.02349441580232	True	all_bins_kept	strain_madness	mixed
s0__SP182_S62__X__MIKI-NS20__c75__k2__phylum	bins/strain_madness/mixed/s0__SP182_S62__X__MIKI-NS20__c75__k2__phylum.fna	75.02069804302751	True	all_bins_kept	strain_madness	mixed
s0__SP188_S67__X__MIKI-NS12__c90__k10__family	bins/strain_madness/mixed/s0__SP188_S67__X__MIKI-NS12__c90__k10__family.fna	90.22228670097871	True	all_bins_kept	strain_madness	mixed
s0__SP188_S67__X__MIKI-NS12__c90__k15__family	bins/strain_madness/mixed/s0__SP188_S67__X__MIKI-NS12__c90__k15__family.fna	90.05383050375607	True	all_bins_kept	strain_madness	mixed
s0__SP188_S67__X__MIKI-NS12__c90__k5__family	bins/strain_madness/mixed/s0__SP188_S67__X__MIKI-NS12__c90__k5__family.fna	90.01408131087055	True	all_bins_kept	strain_madness	mixed
s0__SP188_S67__X__MIKI-NS20__c60__k2__phylum	bins/strain_madness/mixed/s0__SP188_S67__X__MIKI-NS20__c60__k2__phylum.fna	60.14155809974352	True	all_bins_kept	strain_madness	mixed
s0__SP188_S67__X__MIKI-NS20__c90__k10__phylum	bins/strain_madness/mixed/s0__SP188_S67__X__MIKI-NS20__c90__k10__phylum.fna	90.24507754523492	True	all_bins_kept	strain_madness	mixed
s0__SP188_S67__X__MIKI-NS20__c90__k15__phylum	bins/strain_madness/mixed/s0__SP188_S67__X__MIKI-NS20__c90__k15__phylum.fna	90.3425145310012	True	all_bins_kept	strain_madness	mixed
s0__SP188_S67__X__SP20_S77__c60__k2__genus	bins/strain_madness/mixed/s0__SP188_S67__X__SP20_S77__c60__k2__genus.fna	60.06637281998223	True	all_bins_kept	strain_madness	mixed
s0__SP188_S67__X__SP21_S92__c90__k20__genus	bins/strain_madness/mixed/s0__SP188_S67__X__SP21_S92__c90__k20__genus.fna	90.15254181629795	True	all_bins_kept	strain_madness	mixed
s0__SP189_S68__X__MIKI-NS12__c75__k2__family	bins/strain_madness/mixed/s0__SP189_S68__X__MIKI-NS12__c75__k2__family.fna	75.09142378700767	True	all_bins_kept	strain_madness	mixed
s0__SP18_S91__X__MIKI-NS10__c90__k5__order	bins/strain_madness/mixed/s0__SP18_S91__X__MIKI-NS10__c90__k5__order.fna	90.0147932562823	True	all_bins_kept	strain_madness	mixed
s0__SP18_S91__X__MIKI-NS12__c60__k5__family	bins/strain_madness/mixed/s0__SP18_S91__X__MIKI-NS12__c60__k5__family.fna	60.198517200417264	True	all_bins_kept	strain_madness	mixed
s0__SP18_S91__X__MIKI-NS12__c75__k5__family	bins/strain_madness/mixed/s0__SP18_S91__X__MIKI-NS12__c75__k5__family.fna	75.79155500958714	True	all_bins_kept	strain_madness	mixed
s0__SP18_S91__X__MIKI-NS20__c90__k15__phylum	bins/strain_madness/mixed/s0__SP18_S91__X__MIKI-NS20__c90__k15__phylum.fna	90.04292263792806	True	all_bins_kept	strain_madness	mixed
s0__SP18_S91__X__SP119_S1__c90__k5__genus	bins/strain_madness/mixed/s0__SP18_S91__X__SP119_S1__c90__k5__genus.fna	90.02965406168006	True	all_bins_kept	strain_madness	mixed
s0__SP18_S91__X__SP181_S61__c90__k10__genus	bins/strain_madness/mixed/s0__SP18_S91__X__SP181_S61__c90__k10__genus.fna	90.15331719231136	True	all_bins_kept	strain_madness	mixed
s0__SP18_S91__X__SP92_S73__c75__k20__species	bins/strain_madness/mixed/s0__SP18_S91__X__SP92_S73__c75__k20__species.fna	75.78909429181024	True	all_bins_kept	strain_madness	mixed
s0__SP195_S74__X__MIKI-NS12__c60__k20__family	bins/strain_madness/mixed/s0__SP195_S74__X__MIKI-NS12__c60__k20__family.fna	60.00388916288792	True	all_bins_kept	strain_madness	mixed
s0__SP195_S74__X__MIKI-NS20__c60__k20__phylum	bins/strain_madness/mixed/s0__SP195_S74__X__MIKI-NS20__c60__k20__phylum.fna	60.02323422181226	True	all_bins_kept	strain_madness	mixed
s0__SP195_S74__X__MIKI-NS20__c75__k15__phylum	bins/strain_madness/mixed/s0__SP195_S74__X__MIKI-NS20__c75__k15__phylum.fna	75.01520148836047	True	all_bins_kept	strain_madness	mixed
s0__SP195_S74__X__spades_MRSA7796_S10_L001__c60__k2__class	bins/strain_madness/mixed/s0__SP195_S74__X__spades_MRSA7796_S10_L001__c60__k2__class.fna	60.03310826230489	True	all_bins_kept	strain_madness	mixed
s0__SP196_S75__X__spades_MRSA8602_S6_L001__c75__k20__class	bins/strain_madness/mixed/s0__SP196_S75__X__spades_MRSA8602_S6_L001__c75__k20__class.fna	75.00162401924463	True	all_bins_kept	strain_madness	mixed
s0__SP196_S75__X__spades_VRE3277_S16_L001__c60__k15__order	bins/strain_madness/mixed/s0__SP196_S75__X__spades_VRE3277_S16_L001__c60__k15__order.fna	60.01273840095005	True	all_bins_kept	strain_madness	mixed
s0__SP1_S85__X__MIKI-NS12__c60__k10__family	bins/strain_madness/mixed/s0__SP1_S85__X__MIKI-NS12__c60__k10__family.fna	60.89837265592551	True	all_bins_kept	strain_madness	mixed
s0__SP1_S85__X__MIKI-NS12__c90__k20__family	bins/strain_madness/mixed/s0__SP1_S85__X__MIKI-NS12__c90__k20__family.fna	90.14524264165397	True	all_bins_kept	strain_madness	mixed
s0__SP1_S85__X__MIKI-NS20__c75__k15__phylum	bins/strain_madness/mixed/s0__SP1_S85__X__MIKI-NS20__c75__k15__phylum.fna	76.69668049159901	True	all_bins_kept	strain_madness	mixed
s0__SP1_S85__X__MIKI-NS20__c90__k15__phylum	bins/strain_madness/mixed/s0__SP1_S85__X__MIKI-NS20__c90__k15__phylum.fna	90.19758857574244	True	all_bins_kept	strain_madness	mixed
s0__SP1_S85__X__SP13_S10__c90__k15__species	bins/strain_madness/mixed/s0__SP1_S85__X__SP13_S10__c90__k15__species.fna	90.0474809500995	True	all_bins_kept	strain_madness	mixed
s0__SP1_S85__X__SP18_S91__c90__k2__species	bins/strain_madness/mixed/s0__SP1_S85__X__SP18_S91__c90__k2__species.fna	90.10213694306212	True	all_bins_kept	strain_madness	mixed
s0__SP1_S85__X__SP20_S77__c60__k15__genus	bins/strain_madness/mixed/s0__SP1_S85__X__SP20_S77__c60__k15__genus.fna	60.87559547542629	True	all_bins_kept	strain_madness	mixed
s0__SP1_S85__X__spades_VRE2224_S14_L001__c90__k5__order	bins/strain_madness/mixed/s0__SP1_S85__X__spades_VRE2224_S14_L001__c90__k5__order.fna	91.29657598453554	True	all_bins_kept	strain_madness	mixed
s0__SP1_S85__X__spades_VRE3783_S7_L001__c90__k20__order	bins/strain_madness/mixed/s0__SP1_S85__X__spades_VRE3783_S7_L001__c90__k20__order.fna	90.44716733650674	True	all_bins_kept	strain_madness	mixed
s0__SP21_S92__X__MIKI-NS12__c90__k20__family	bins/strain_madness/mixed/s0__SP21_S92__X__MIKI-NS12__c90__k20__family.fna	90.14692906013812	True	all_bins_kept	strain_madness	mixed
s0__SP21_S92__X__MIKI-NS12__c90__k5__family	bins/strain_madness/mixed/s0__SP21_S92__X__MIKI-NS12__c90__k5__family.fna	90.11562222773264	True	all_bins_kept	strain_madness	mixed
s0__SP21_S92__X__MIKI-NS20__c60__k5__phylum	bins/strain_madness/mixed/s0__SP21_S92__X__MIKI-NS20__c60__k5__phylum.fna	60.09603918266087	True	all_bins_kept	strain_madness	mixed
s0__SP21_S92__X__MIKI-NS20__c75__k20__phylum	bins/strain_madness/mixed/s0__SP21_S92__X__MIKI-NS20__c75__k20__phylum.fna	75.00199736407124	True	all_bins_kept	strain_madness	mixed
s0__SP21_S92__X__SP174_S55__c75__k15__genus	bins/strain_madness/mixed/s0__SP21_S92__X__SP174_S55__c75__k15__genus.fna	75.03407355152638	True	all_bins_kept	strain_madness	mixed
s0__SP21_S92__X__spades_MRSA7172_S1_L001__c60__k5__class	bins/strain_madness/mixed/s0__SP21_S92__X__spades_MRSA7172_S1_L001__c60__k5__class.fna	60.05544090850179	True	all_bins_kept	strain_madness	mixed
s0__SP21_S92__X__spades_VRE3387_S5_L001__c60__k20__order	bins/strain_madness/mixed/s0__SP21_S92__X__spades_VRE3387_S5_L001__c60__k20__order.fna	60.044078126229856	True	all_bins_kept	strain_madness	mixed
s0__SP22_S78__X__MIKI-NS20__c60__k5__phylum	bins/strain_madness/mixed/s0__SP22_S78__X__MIKI-NS20__c60__k5__phylum.fna	60.0058950307249	True	all_bins_kept	strain_madness	mixed
s0__SP22_S78__X__spades_VRE3342_S6_L001__c60__k5__order	bins/strain_madness/mixed/s0__SP22_S78__X__spades_VRE3342_S6_L001__c60__k5__order.fna	60.02631541715596	True	all_bins_kept	strain_madness	mixed
s0__SP25_S14__X__MIKI-NS12__c75__k15__family	bins/strain_madness/mixed/s0__SP25_S14__X__MIKI-NS12__c75__k15__family.fna	75.15385165264505	True	all_bins_kept	strain_madness	mixed
s0__SP25_S14__X__MIKI-NS20__c60__k20__phylum	bins/strain_madness/mixed/s0__SP25_S14__X__MIKI-NS20__c60__k20__phylum.fna	60.032143323728135	True	all_bins_kept	strain_madness	mixed
s0__SP25_S14__X__MIKI-NS20__c60__k5__phylum	bins/strain_madness/mixed/s0__SP25_S14__X__MIKI-NS20__c60__k5__phylum.fna	60.03130523093154	True	all_bins_kept	strain_madness	mixed
s0__SP25_S14__X__SP39_S26__c75__k10__species	bins/strain_madness/mixed/s0__SP25_S14__X__SP39_S26__c75__k10__species.fna	75.01038988569893	True	all_bins_kept	strain_madness	mixed
s0__SP25_S14__X__SP87_S70__c60__k20__species	bins/strain_madness/mixed/s0__SP25_S14__X__SP87_S70__c60__k20__species.fna	60.01488847203358	True	all_bins_kept	strain_madness	mixed
s0__SP25_S14__X__spades_MRSA7113_S2_L001__c60__k5__class	bins/strain_madness/mixed/s0__SP25_S14__X__spades_MRSA7113_S2_L001__c60__k5__class.fna	60.06502614110032	True	all_bins_kept	strain_madness	mixed
s0__SP25_S14__X__spades_VRE3342_S6_L001__c60__k2__order	bins/strain_madness/mixed/s0__SP25_S14__X__spades_VRE3342_S6_L001__c60__k2__order.fna	60.01237419364381	True	all_bins_kept	strain_madness	mixed
s0__SP27_S15__X__MIKI-NS20__c60__k10__phylum	bins/strain_madness/mixed/s0__SP27_S15__X__MIKI-NS20__c60__k10__phylum.fna	60.04007578958847	True	all_bins_kept	strain_madness	mixed
s0__SP27_S15__X__SP158_S39__c60__k20__species	bins/strain_madness/mixed/s0__SP27_S15__X__SP158_S39__c60__k20__species.fna	60.0003937908274	True	all_bins_kept	strain_madness	mixed
s0__SP39_S26__X__MIKI-NS20__c90__k10__phylum	bins/strain_madness/mixed/s0__SP39_S26__X__MIKI-NS20__c90__k10__phylum.fna	90.12675023847108	True	all_bins_kept	strain_madness	mixed
s0__SP39_S26__X__SP169_S50__c90__k10__species	bins/strain_madness/mixed/s0__SP39_S26__X__SP169_S50__c90__k10__species.fna	90.76273942844524	True	all_bins_kept	strain_madness	mixed
s0__SP39_S26__X__SP20_S77__c90__k10__genus	bins/strain_madness/mixed/s0__SP39_S26__X__SP20_S77__c90__k10__genus.fna	90.14167022259622	True	all_bins_kept	strain_madness	mixed
s0__SP39_S26__X__SP47_S34__c90__k20__species	bins/strain_madness/mixed/s0__SP39_S26__X__SP47_S34__c90__k20__species.fna	90.2261173327445	True	all_bins_kept	strain_madness	mixed
s0__SP39_S26__X__spades_MRSA7295_S3_L001__c60__k5__class	bins/strain_madness/mixed/s0__SP39_S26__X__spades_MRSA7295_S3_L001__c60__k5__class.fna	60.35536418189251	True	all_bins_kept	strain_madness	mixed
s0__SP45_S32__X__MIKI-NS12__c60__k15__family	bins/strain_madness/mixed/s0__SP45_S32__X__MIKI-NS12__c60__k15__family.fna	60.04725505702056	True	all_bins_kept	strain_madness	mixed
s0__SP45_S32__X__MIKI-NS20__c60__k10__phylum	bins/strain_madness/mixed/s0__SP45_S32__X__MIKI-NS20__c60__k10__phylum.fna	60.02561299451268	True	all_bins_kept	strain_madness	mixed
s0__SP45_S32__X__MIKI-NS20__c60__k2__phylum	bins/strain_madness/mixed/s0__SP45_S32__X__MIKI-NS20__c60__k2__phylum.fna	60.02764193787279	True	all_bins_kept	strain_madness	mixed
s0__SP45_S32__X__MIKI-NS20__c75__k10__phylum	bins/strain_madness/mixed/s0__SP45_S32__X__MIKI-NS20__c75__k10__phylum.fna	75.0041424260269	True	all_bins_kept	strain_madness	mixed
s0__SP45_S32__X__SP20_S77__c75__k2__genus	bins/strain_madness/mixed/s0__SP45_S32__X__SP20_S77__c75__k2__genus.fna	75.00370765244973	True	all_bins_kept	strain_madness	mixed
s0__SP45_S32__X__SP21_S92__c60__k15__genus	bins/strain_madness/mixed/s0__SP45_S32__X__SP21_S92__c60__k15__genus.fna	60.0039709320048	True	all_bins_kept	strain_madness	mixed
s0__SP45_S32__X__spades_MRSA7113_S2_L001__c75__k10__class	bins/strain_madness/mixed/s0__SP45_S32__X__spades_MRSA7113_S2_L001__c75__k10__class.fna	75.02085705466021	True	all_bins_kept	strain_madness	mixed
s0__SP45_S32__X__spades_VRE2857_S10_L001__c60__k20__order	bins/strain_madness/mixed/s0__SP45_S32__X__spades_VRE2857_S10_L001__c60__k20__order.fna	60.03696541569426	True	all_bins_kept	strain_madness	mixed
s0__SP53_S39__X__MIKI-NS12__c90__k5__family	bins/strain_madness/mixed/s0__SP53_S39__X__MIKI-NS12__c90__k5__family.fna	93.40764690140342	True	all_bins_kept	strain_madness	mixed
s0__SP53_S39__X__MIKI-NS20__c75__k10__phylum	bins/strain_madness/mixed/s0__SP53_S39__X__MIKI-NS20__c75__k10__phylum.fna	75.20779522552176	True	all_bins_kept	strain_madness	mixed
s0__SP53_S39__X__MIKI-NS20__c90__k20__phylum	bins/strain_madness/mixed/s0__SP53_S39__X__MIKI-NS20__c90__k20__phylum.fna	90.75956511999271	True	all_bins_kept	strain_madness	mixed
s0__SP53_S39__X__SP181_S61__c90__k10__genus	bins/strain_madness/mixed/s0__SP53_S39__X__SP181_S61__c90__k10__genus.fna	90.78604825682056	True	all_bins_kept	strain_madness	mixed
s0__SP53_S39__X__SP20_S77__c75__k15__genus	bins/strain_madness/mixed/s0__SP53_S39__X__SP20_S77__c75__k15__genus.fna	75.63727656882439	True	all_bins_kept	strain_madness	mixed
s0__SP53_S39__X__SP44_S31__c90__k15__species	bins/strain_madness/mixed/s0__SP53_S39__X__SP44_S31__c90__k15__species.fna	90.96080913171951	True	all_bins_kept	strain_madness	mixed
s0__SP53_S39__X__spades_MRSA7129_S1_L001__c90__k5__class	bins/strain_madness/mixed/s0__SP53_S39__X__spades_MRSA7129_S1_L001__c90__k5__class.fna	91.71031437013964	True	all_bins_kept	strain_madness	mixed
s0__SP53_S39__X__spades_VRE3277_S16_L001__c60__k20__order	bins/strain_madness/mixed/s0__SP53_S39__X__spades_VRE3277_S16_L001__c60__k20__order.fna	62.62533689472002	True	all_bins_kept	strain_madness	mixed
s0__SP53_S39__X__spades_VRE3387_S5_L001__c90__k20__order	bins/strain_madness/mixed/s0__SP53_S39__X__spades_VRE3387_S5_L001__c90__k20__order.fna	92.27722046724416	True	all_bins_kept	strain_madness	mixed
s0__SP53_S39__X__spades_VRE3766_S8_L001__c90__k2__order	bins/strain_madness/mixed/s0__SP53_S39__X__spades_VRE3766_S8_L001__c90__k2__order.fna	93.60235129440387	True	all_bins_kept	strain_madness	mixed
s0__SP72_S55__X__SP125_S84__c60__k2__species	bins/strain_madness/mixed/s0__SP72_S55__X__SP125_S84__c60__k2__species.fna	60.00727794791737	True	all_bins_kept	strain_madness	mixed
s0__SP72_S55__X__SP68_S51__c60__k20__genus	bins/strain_madness/mixed/s0__SP72_S55__X__SP68_S51__c60__k20__genus.fna	60.04018303391862	True	all_bins_kept	strain_madness	mixed
