tool	error_type	error_rate	error_rate_pct	n	n_clusters	comp_mae	comp_mae_ci_lo	comp_mae_ci_hi	comp_bias	comp_bias_ci_lo	comp_bias_ci_hi	cont_mae	cont_mae_ci_lo	cont_mae_ci_hi	cont_bias	cont_bias_ci_lo	cont_bias_ci_hi	mimag_agreement	mimag_agreement_ci_lo	mimag_agreement_ci_hi	comp_r2	cont_r2	HQ_recall	HQ_precision	n_true_HQ	n_pred_HQ	true_comp_mean	true_cont_mean	true_comp_sd	true_cont_sd
deepcheck	substitution_titv	0.01	1.0	80	80	7.8457	6.6334	9.1481	-4.7129	-6.4546	-2.8648	4.7592	3.6296	5.9168	-3.4688	-4.8615	-2.1509	0.725	0.625	0.825	0.5091	-0.052	0.4615	1.0	13	6	79.352	6.91	13.837	6.88
deepcheck	substitution_titv	0.02	2.0	80	80	12.2107	10.5538	13.8662	-10.5966	-12.5592	-8.4693	5.0702	3.9884	6.1235	-3.2984	-4.6517	-1.9551	0.625	0.525	0.725	-0.0753	-0.0943	0.0		13	0	79.352	6.91	13.837	6.88
deepcheck	substitution_titv	0.05	5.0	80	80	25.6691	23.1667	28.4019	-25.6691	-28.4019	-23.1667	4.9822	3.9608	6.1303	-3.1689	-4.6019	-1.8499	0.325	0.225	0.425	-3.1893	-0.0283	0.0		13	0	79.352	6.91	13.837	6.88
deepcheck	indel	0.0	0.0	80	80	5.9072	4.7026	7.2493	1.4846	-0.3307	3.3096	5.1779	4.007	6.5682	-4.8877	-6.3125	-3.6733	0.7625	0.6625	0.85	0.6371	-0.2718	0.9231	0.6	13	20	79.352	6.91	13.837	6.88
deepcheck	indel	0.001	0.1	80	80	18.0008	16.0301	19.9805	-17.7131	-19.8144	-15.6217	5.1187	4.1112	6.2415	-2.8202	-4.2841	-1.4455	0.4875	0.375	0.6	-1.1046	-0.0482	0.0		13	0	79.352	6.91	13.837	6.88
deepcheck	indel	0.005	0.5	80	80	48.7802	45.9618	51.4919	-48.7802	-51.4919	-45.9618	6.216	4.9792	7.546	-3.631	-5.366	-1.8814	0.1875	0.1	0.275	-12.2891	-0.5517	0.0		13	0	79.352	6.91	13.837	6.88
deepcheck	indel	0.01	1.0	80	80	54.6099	51.7907	57.5667	-54.6099	-57.5667	-51.7907	6.5583	5.2956	7.945	-3.5769	-5.3874	-1.8306	0.1875	0.1	0.275	-15.4788	-0.6878	0.0		13	0	79.352	6.91	13.837	6.88
deepcheck	indel	0.02	2.0	80	80	46.4932	42.5288	50.4858	-46.4932	-50.4858	-42.5288	6.9542	5.8607	8.1113	2.4079	0.5468	4.2778	0.1875	0.1125	0.275	-12.0179	-0.6161	0.0		13	0	79.352	6.91	13.837	6.88
deepcheck	indel	0.05	5.0	80	80	36.4216	32.2415	40.2592	-36.3154	-40.221	-32.1618	11.2229	9.6225	12.9613	9.6255	7.5885	11.7615	0.1875	0.1	0.275	-7.7486	-2.8153	0.0		13	0	79.352	6.91	13.837	6.88
deepcheck	chimera	0.0	0.0	80	80	5.9072	4.7157	7.2707	1.4846	-0.3754	3.2542	5.1779	3.9914	6.5073	-4.8877	-6.2699	-3.6595	0.7625	0.6747	0.85	0.6371	-0.2718	0.9231	0.6	13	20	79.352	6.91	13.837	6.88
deepcheck	chimera	0.05	5.0	80	80	5.9049	4.6801	7.2227	1.4855	-0.2868	3.315	5.1857	3.956	6.5071	-4.8957	-6.2209	-3.6124	0.7625	0.675	0.85	0.6366	-0.2764	0.9231	0.6	13	20	79.352	6.91	13.837	6.88
deepcheck	chimera	0.1	10.0	80	80	5.9202	4.6302	7.2137	1.4792	-0.2518	3.2944	5.1814	4.0023	6.4716	-4.8912	-6.2207	-3.6516	0.7625	0.6625	0.85	0.6366	-0.2719	0.9231	0.6	13	20	79.352	6.91	13.837	6.88
deepcheck	chimera	0.2	20.0	80	80	5.9153	4.6586	7.2751	1.4801	-0.3904	3.2914	5.1916	3.9972	6.488	-4.8828	-6.252	-3.6324	0.7625	0.675	0.85	0.6366	-0.2749	0.9231	0.6	13	20	79.352	6.91	13.837	6.88
deepcheck	chimera	0.4	40.0	80	80	5.8878	4.6351	7.1636	1.4272	-0.2844	3.3029	5.1924	3.981	6.5325	-4.9004	-6.2923	-3.635	0.7625	0.675	0.85	0.6378	-0.2763	0.9231	0.6	13	20	79.352	6.91	13.837	6.88
deepcheck	uneven_coverage	0.0	0.0	80	80	5.9072	4.7043	7.3091	1.4846	-0.3573	3.2913	5.1779	3.9435	6.5403	-4.8877	-6.2866	-3.6136	0.7625	0.6625	0.85	0.6371	-0.2718	0.9231	0.6	13	20	79.352	6.91	13.837	6.88
deepcheck	uneven_coverage	0.05	5.0	80	80	5.836	4.654	7.1449	1.4879	-0.2578	3.2933	5.0358	4.1454	6.0162	-1.0099	-2.4201	0.446	0.6625	0.55	0.7625	0.6444	0.0692	0.2308	0.5	13	6	79.352	6.91	13.837	6.88
deepcheck	uneven_coverage	0.1	10.0	80	80	6.0736	4.8879	7.3878	1.3161	-0.4975	3.1491	6.4018	5.5428	7.2345	2.9073	1.367	4.3277	0.5625	0.4622	0.675	0.6273	-0.201	0.0769	1.0	13	1	79.352	6.91	13.837	6.88
deepcheck	uneven_coverage	0.2	20.0	80	80	5.778	4.5553	7.0832	1.3578	-0.3603	3.1479	11.4797	9.984	12.8423	10.451	8.6194	12.0967	0.275	0.1875	0.375	0.6531	-2.6786	0.0		13	0	79.352	6.91	13.837	6.88
deepcheck	uneven_coverage	0.4	40.0	80	80	6.1067	4.8842	7.3987	0.987	-0.7124	2.7239	27.161	24.0435	30.3773	27.161	24.0435	30.3773	0.1875	0.1125	0.275	0.6348	-18.8449	0.0		13	0	79.352	6.91	13.837	6.88
