set	set_label	status	tier	tool	tool_label	tool_role	n	n_clusters	clustered_bootstrap	criterion	threshold	pass_rule	n_true_pass	n_true_fail	n_pred_pass	n_pred_fail	n_false_pass	n_false_fail	npv_pass	accuracy	balanced_accuracy	n_ties_true_at_tau	n_ties_pred_at_tau	false_pass_rate	false_pass_rate_ci_lo	false_pass_rate_ci_hi	false_fail_rate	false_fail_rate_ci_lo	false_fail_rate_ci_hi	sensitivity	sensitivity_ci_lo	sensitivity_ci_hi	specificity	specificity_ci_lo	specificity_ci_hi	ppv_fail	ppv_fail_ci_lo	ppv_fail_ci_hi	npv_pass_ci_lo	npv_pass_ci_hi	accuracy_ci_lo	accuracy_ci_hi	balanced_accuracy_ci_lo	balanced_accuracy_ci_hi	boot_clustered	boot_n_clusters
set_A_v2	Set A (completeness gradient, 0% contamination)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	1000	798	True	completeness	90.0	completeness >= 90%	276	724	288	712	26	14	0.9097222222222222	0.96	0.956681880054448	0	0	0.0359116022099447	0.0228494623655914	0.0497926707359979	0.0507246376811594	0.0227251286449399	0.0817155240455848	0.9640883977900552	0.950207329264002	0.9771505376344086	0.9492753623188406	0.9182844759544152	0.97727487135506	0.9803370786516854	0.9682064912814436	0.991416615573268	0.8749896864686468	0.94118154158215	0.9469544124132954	0.971830985915493	0.9402770624164556	0.9720410109088864	True	798
set_A_v2	Set A (completeness gradient, 0% contamination)	current	primary	deepcheck	DeepCheck	competitor	1000	798	True	completeness	90.0	completeness >= 90%	276	724	301	699	31	6	0.8970099667774086	0.963	0.9677215950036032	0	0	0.042817679558011	0.0293693820172486	0.0579101402688486	0.0217391304347826	0.0070404132109731	0.0398586956521738	0.9571823204419888	0.9420898597311512	0.9706306179827512	0.9782608695652174	0.9601413043478262	0.9929595867890268	0.9914163090128756	0.9839638424292024	0.9971949509116408	0.860757534192891	0.928577207582062	0.9514809812624264	0.973630831643002	0.9564064564850928	0.9780741262115916	True	798
set_A_v2	Set A (completeness gradient, 0% contamination)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	1000	798	True	contamination	5.0	contamination < 5%	1000	0	979	21	0	21	1.0	0.979		0	0				0.021	0.0110998990918264	0.0319385253516989				0.979	0.9680614746483012	0.9889001009081736	0.0	0.0	0.0	1.0	1.0	0.9680614746483012	0.9889001009081736			True	798
set_A_v2	Set A (completeness gradient, 0% contamination)	current	primary	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	1000	798	True	contamination	5.0	contamination < 5%	1000	0	938	62	0	62	1.0	0.938		0	0				0.062	0.0449087299407301	0.0803944253757841				0.938	0.919605574624216	0.95509127005927	0.0	0.0	0.0	1.0	1.0	0.919605574624216	0.95509127005927			True	798
set_A_v2	Set A (completeness gradient, 0% contamination)	current	primary	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	1000	798	True	contamination	5.0	contamination < 5%	1000	0	982	18	0	18	1.0	0.982		0	0				0.018	0.0100704934541792	0.0268931005787418				0.982	0.9731068994212582	0.9899295065458208	0.0	0.0	0.0	1.0	1.0	0.9731068994212582	0.9899295065458208			True	798
set_A_v2	Set A (completeness gradient, 0% contamination)	current	primary	checkm2	CheckM2 1.0.1	competitor	1000	798	True	contamination	5.0	contamination < 5%	1000	0	1000	0	0	0	1.0	1.0		0	0				0.0	0.0	0.0				1.0	1.0	1.0				1.0	1.0	1.0	1.0			True	798
set_A_v2	Set A (completeness gradient, 0% contamination)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	1000	798	True	contamination	5.0	contamination < 5%	1000	0	968	32	0	32	1.0	0.968		0	0				0.032	0.0207698238629731	0.0448350853871135				0.968	0.9551649146128864	0.9792301761370268	0.0	0.0	0.0	1.0	1.0	0.9551649146128864	0.9792301761370268			True	798
set_A_v2	Set A (completeness gradient, 0% contamination)	current	primary	deepcheck	DeepCheck	competitor	1000	798	True	contamination	5.0	contamination < 5%	1000	0	1000	0	0	0	1.0	1.0		0	0				0.0	0.0	0.0				1.0	1.0	1.0				1.0	1.0	1.0	1.0			True	798
set_A_v2	Set A (completeness gradient, 0% contamination)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	1000	798	True	contamination	10.0	contamination < 10%	1000	0	989	11	0	11	1.0	0.989		0	0				0.011	0.004044285322197	0.0196666521353735				0.989	0.9803333478646264	0.995955714677803	0.0	0.0	0.0	1.0	1.0	0.9803333478646264	0.995955714677803			True	798
set_A_v2	Set A (completeness gradient, 0% contamination)	current	primary	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	1000	798	True	contamination	10.0	contamination < 10%	1000	0	978	22	0	22	1.0	0.978		0	0				0.022	0.0129740518962075	0.0328891292440812				0.978	0.9671108707559188	0.9870259481037924	0.0	0.0	0.0	1.0	1.0	0.9671108707559188	0.9870259481037924			True	798
set_A_v2	Set A (completeness gradient, 0% contamination)	current	primary	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	1000	798	True	contamination	10.0	contamination < 10%	1000	0	993	7	0	7	1.0	0.993		0	0				0.007	0.0020407643179596	0.0122087749140911				0.993	0.9877912250859088	0.9979592356820404	0.0	0.0	0.0	1.0	1.0	0.9877912250859088	0.9979592356820404			True	798
set_A_v2	Set A (completeness gradient, 0% contamination)	current	primary	checkm2	CheckM2 1.0.1	competitor	1000	798	True	contamination	10.0	contamination < 10%	1000	0	1000	0	0	0	1.0	1.0		0	0				0.0	0.0	0.0				1.0	1.0	1.0				1.0	1.0	1.0	1.0			True	798
set_A_v2	Set A (completeness gradient, 0% contamination)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	1000	798	True	contamination	10.0	contamination < 10%	1000	0	981	19	0	19	1.0	0.981		0	0				0.019	0.0109780439121756	0.0288859034918211				0.981	0.9711140965081788	0.9890219560878244	0.0	0.0	0.0	1.0	1.0	0.9711140965081788	0.9890219560878244			True	798
set_A_v2	Set A (completeness gradient, 0% contamination)	current	primary	deepcheck	DeepCheck	competitor	1000	798	True	contamination	10.0	contamination < 10%	1000	0	1000	0	0	0	1.0	1.0		0	0				0.0	0.0	0.0				1.0	1.0	1.0				1.0	1.0	1.0	1.0			True	798
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	1000	803	True	completeness	50.0	completeness >= 50%	1000	0	1000	0	0	0	1.0	1.0		0	0				0.0	0.0	0.0				1.0	1.0	1.0				1.0	1.0	1.0	1.0			True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	1000	803	True	completeness	50.0	completeness >= 50%	1000	0	1000	0	0	0	1.0	1.0		0	0				0.0	0.0	0.0				1.0	1.0	1.0				1.0	1.0	1.0	1.0			True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	1000	803	True	completeness	50.0	completeness >= 50%	1000	0	1000	0	0	0	1.0	1.0		0	0				0.0	0.0	0.0				1.0	1.0	1.0				1.0	1.0	1.0	1.0			True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	checkm2	CheckM2 1.0.1	competitor	1000	803	True	completeness	50.0	completeness >= 50%	1000	0	1000	0	0	0	1.0	1.0		0	0				0.0	0.0	0.0				1.0	1.0	1.0				1.0	1.0	1.0	1.0			True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	1000	803	True	completeness	50.0	completeness >= 50%	1000	0	1000	0	0	0	1.0	1.0		0	0				0.0	0.0	0.0				1.0	1.0	1.0				1.0	1.0	1.0	1.0			True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	deepcheck	DeepCheck	competitor	1000	803	True	completeness	50.0	completeness >= 50%	1000	0	1000	0	0	0	1.0	1.0		0	0				0.0	0.0	0.0				1.0	1.0	1.0				1.0	1.0	1.0	1.0			True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	1000	803	True	completeness	90.0	completeness >= 90%	1000	0	896	104	0	104	1.0	0.896		0	0				0.104	0.0843928744033868	0.1243630238433162				0.896	0.8756369761566838	0.9156071255966132	0.0	0.0	0.0	1.0	1.0	0.8756369761566838	0.9156071255966132			True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	1000	803	True	completeness	90.0	completeness >= 90%	1000	0	900	100	0	100	1.0	0.9		0	0				0.1	0.079832382947822	0.1206424381677302				0.9	0.8793575618322697	0.920167617052178	0.0	0.0	0.0	1.0	1.0	0.8793575618322697	0.920167617052178			True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	1000	803	True	completeness	90.0	completeness >= 90%	1000	0	977	23	0	23	1.0	0.977		0	0				0.023	0.0137791888292724	0.0337314993564993				0.977	0.9662685006435008	0.9862208111707276	0.0	0.0	0.0	1.0	1.0	0.9662685006435008	0.9862208111707276			True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	checkm2	CheckM2 1.0.1	competitor	1000	803	True	completeness	90.0	completeness >= 90%	1000	0	990	10	0	10	1.0	0.99		0	0				0.01	0.0040363269424823	0.0162605761357715				0.99	0.9837394238642284	0.9959636730575177	0.0	0.0	0.0	1.0	1.0	0.9837394238642284	0.9959636730575177			True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	1000	803	True	completeness	90.0	completeness >= 90%	1000	0	986	14	0	14	1.0	0.986		0	0				0.014	0.0069860279441117	0.0213593220673784				0.986	0.9786406779326215	0.9930139720558884	0.0	0.0	0.0	1.0	1.0	0.9786406779326215	0.9930139720558884			True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	deepcheck	DeepCheck	competitor	1000	803	True	completeness	90.0	completeness >= 90%	1000	0	986	14	0	14	1.0	0.986		0	0				0.014	0.0077218215598157	0.0218687872763419				0.986	0.978131212723658	0.9922781784401844	0.0	0.0	0.0	1.0	1.0	0.978131212723658	0.9922781784401844			True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	1000	803	True	contamination	5.0	contamination < 5%	200	800	194	806	0	6	1.0	0.994	0.985	0	0	0.0	0.0	0.0	0.03	0.0099490172897886	0.0563398338750451	1.0	1.0	1.0	0.97	0.9436601661249548	0.9900509827102112	0.9925558312655088	0.9863345528801156	0.9975186872926408	1.0	1.0	0.9889333229994266	0.998001998001998	0.9718300830624774	0.9950254913551057	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	1000	803	True	contamination	5.0	contamination < 5%	200	800	160	840	0	40	1.0	0.96	0.9	0	0	0.0	0.0	0.0	0.2	0.1470546693253572	0.2562846282695529	1.0	1.0	1.0	0.8	0.7437153717304471	0.8529453306746427	0.9523809523809524	0.9382083195259352	0.9660245412065068	1.0	1.0	0.9477347422596856	0.9715454376624983	0.8718576858652236	0.9264726653373214	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	1000	803	True	contamination	5.0	contamination < 5%	200	800	196	804	0	4	1.0	0.996	0.99	0	0	0.0	0.0	0.0	0.02	0.0046948356807511	0.0414513741314677	1.0	1.0	1.0	0.98	0.9585486258685324	0.9953051643192488	0.9950248756218906	0.9898059623087532	0.9987834919424218	1.0	1.0	0.9918781725888324	0.9990167158308751	0.979274312934266	0.9976525821596244	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	checkm2	CheckM2 1.0.1	competitor	1000	803	True	contamination	5.0	contamination < 5%	200	800	259	741	59	0	0.7722007722007722	0.941	0.963125	0	0	0.07375	0.0563199792274002	0.0934393088185222	0.0	0.0	0.0	0.92625	0.9065606911814778	0.9436800207725996	1.0	1.0	1.0	1.0	1.0	1.0	0.7239755395683454	0.8218666369313113	0.9252238417942892	0.955003364905284	0.9532803455907388	0.9718400103863	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	1000	803	True	contamination	5.0	contamination < 5%	200	800	198	802	1	3	0.9949494949494948	0.996	0.991875	0	0	0.00125	0.0	0.0038363171355498	0.015	0.0	0.0341463414634146	0.99875	0.99616368286445	1.0	0.985	0.9658536585365852	1.0	0.9962593516209476	0.9911946913169526	1.0	0.983331005586592	1.0	0.99119243763194	0.9990186457311088	0.9820133367279638	0.9993858431358432	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	deepcheck	DeepCheck	competitor	1000	803	True	contamination	5.0	contamination < 5%	200	800	332	668	132	0	0.6024096385542169	0.868	0.9175	0	0	0.165	0.1400777025265762	0.1908399441201417	0.0	0.0	0.0	0.835	0.8091600558798583	0.8599222974734239	1.0	1.0	1.0	1.0	1.0	1.0	0.5533769206099304	0.653620250231696	0.84700907874881	0.8882175226586103	0.9045800279399292	0.929961148736712	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	1000	803	True	contamination	10.0	contamination < 10%	202	798	199	801	1	4	0.9949748743718592	0.995	0.98947244348495	0	0	0.0012531328320802	0.0	0.0039115985377201	0.0198019801980198	0.0046290962621607	0.0421108326371484	0.9987468671679198	0.9960884014622798	1.0	0.9801980198019802	0.9578891673628516	0.9953709037378392	0.9950062421972534	0.9898212338370465	0.9987700254766676	0.9830333998005982	1.0	0.990019210827594	0.9989899499022484	0.9781581441300196	0.9975009236453204	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	1000	803	True	contamination	10.0	contamination < 10%	202	798	188	812	0	14	1.0	0.986	0.9653465346534652	0	0	0.0	0.0	0.0	0.0693069306930693	0.0360772733576811	0.107146689147762	1.0	1.0	1.0	0.9306930693069309	0.892853310852238	0.9639227266423188	0.9827586206896552	0.9730392156862744	0.9912609238451936	1.0	1.0	0.9781473489965514	0.9929440802804343	0.9464266554261188	0.9819613633211596	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	1000	803	True	contamination	10.0	contamination < 10%	202	798	203	797	2	1	0.9901477832512317	0.997	0.9962716196431672	0	0	0.0025062656641604	0.0	0.0063291139240506	0.0049504950495049	0.0	0.0155460654145077	0.9974937343358397	0.9936708860759492	1.0	0.995049504950495	0.984453934585492	1.0	0.998745294855709	0.9961340206185568	1.0	0.9746192893401016	1.0	0.993020763060121	1.0	0.9902477856962416	1.0	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	checkm2	CheckM2 1.0.1	competitor	1000	803	True	contamination	10.0	contamination < 10%	202	798	349	651	147	0	0.5787965616045845	0.853	0.9078947368421052	0	0	0.1842105263157894	0.1564396677024257	0.2109384527439024	0.0	0.0	0.0	0.8157894736842105	0.7890615472560976	0.8435603322975743	1.0	1.0	1.0	1.0	1.0	1.0	0.5300816741361154	0.6296351575456053	0.8311771847070507	0.8755120592236056	0.8945307736280488	0.9217801661487872	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	cocopye	CoCoPyE 0.5.0	competitor	1000	803	True	contamination	10.0	contamination < 10%	202	798	214	786	12	0	0.9439252336448598	0.988	0.9924812030075189	0	0	0.0150375939849624	0.0073257839721254	0.0236922537406483	0.0	0.0	0.0	0.9849624060150376	0.9763077462593516	0.9926742160278744	1.0	1.0	1.0	1.0	1.0	1.0	0.9132370458606311	0.9732142857142856	0.9810752255186632	0.9941118743866536	0.9881538731296758	0.9963371080139372	True	803
set_B_v2	Set B (contamination gradient, 100% completeness)	current	primary	deepcheck	DeepCheck	competitor	1000	803	True	contamination	10.0	contamination < 10%	202	798	528	472	326	0	0.3825757575757575	0.674	0.7957393483709273	0	0	0.4085213032581453	0.3751499077490775	0.4421885690548333	0.0	0.0	0.0	0.5914786967418546	0.5578114309451666	0.6248500922509225	1.0	1.0	1.0	1.0	1.0	1.0	0.3442583993018762	0.4194189302207192	0.6462296107553899	0.7027572889985138	0.7789057154725832	0.8124250461254612	True	803
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	1000	1000	False	completeness	50.0	completeness >= 50%	1000	0	1000	0	0	0	1.0	1.0		0	0				0.0	0.0	0.0				1.0	1.0	1.0				1.0	1.0	1.0	1.0			False	1000
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	1000	1000	False	completeness	50.0	completeness >= 50%	1000	0	1000	0	0	0	1.0	1.0		0	0				0.0	0.0	0.0				1.0	1.0	1.0				1.0	1.0	1.0	1.0			False	1000
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	1000	1000	False	completeness	50.0	completeness >= 50%	1000	0	1000	0	0	0	1.0	1.0		0	0				0.0	0.0	0.0				1.0	1.0	1.0				1.0	1.0	1.0	1.0			False	1000
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	checkm2	CheckM2 1.0.1	competitor	1000	1000	False	completeness	50.0	completeness >= 50%	1000	0	949	51	0	51	1.0	0.949		0	0				0.051	0.038	0.065				0.949	0.935	0.962	0.0	0.0	0.0	1.0	1.0	0.935	0.962			False	1000
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	cocopye	CoCoPyE 0.5.0	competitor	1000	1000	False	completeness	50.0	completeness >= 50%	1000	0	879	121	0	121	1.0	0.879		0	3				0.121	0.101	0.141				0.879	0.859	0.899	0.0	0.0	0.0	1.0	1.0	0.859	0.899			False	1000
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	deepcheck	DeepCheck	competitor	1000	1000	False	completeness	50.0	completeness >= 50%	1000	0	857	143	0	143	1.0	0.857		0	0				0.143	0.122	0.165				0.857	0.835	0.878	0.0	0.0	0.0	1.0	1.0	0.835	0.878			False	1000
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v5	MAGICC v5 (released, v0.3.0)	primary	1000	1000	False	completeness	90.0	completeness >= 90%	461	539	488	512	39	12	0.9200819672131147	0.949	0.9508067080115422	0	0	0.072356215213358	0.0510372900096301	0.0941664001705574	0.0260303687635574	0.0129555020213767	0.041101101846337	0.927643784786642	0.9058335998294426	0.9489627099903698	0.9739696312364424	0.9588988981536628	0.9870444979786231	0.9765625	0.962825096937996	0.9883506413025108	0.8959173712869095	0.9435519104290636	0.935	0.962	0.9376410077700624	0.9637139187934886	False	1000
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v4	MAGICC v4 (numbers in submitted manuscript)	secondary	1000	1000	False	completeness	90.0	completeness >= 90%	461	539	492	508	43	12	0.9126016260162602	0.945	0.9470961328723956	0	0	0.0797773654916512	0.057194254085398	0.1027027027027027	0.0260303687635574	0.0127659574468085	0.0411565146413631	0.9202226345083488	0.8972972972972973	0.942805745914602	0.9739696312364424	0.9588434853586368	0.9872340425531916	0.9763779527559056	0.96261636249908	0.9882823899562256	0.8879823899150221	0.9369752169160348	0.931	0.959	0.9340266752032428	0.9602006167714352	False	1000
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	magicc_v3	MAGICC v3 (SUPERSEDED - uses 20 assembly statistics)	superseded	1000	1000	False	completeness	90.0	completeness >= 90%	461	539	466	534	25	20	0.946351931330472	0.955	0.9551169314107026	0	0	0.046382189239332	0.0299051471613893	0.064516129032258	0.0433839479392624	0.025799588194921	0.0625033747300215	0.953617810760668	0.935483870967742	0.9700948528386106	0.9566160520607376	0.9374966252699783	0.9742004118050788	0.9625468164794008	0.9459433321135448	0.977780847145488	0.9262354361875796	0.9657387580299786	0.942	0.968	0.9422452960929958	0.968120424505664	False	1000
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	checkm2	CheckM2 1.0.1	competitor	1000	1000	False	completeness	90.0	completeness >= 90%	461	539	296	704	15	180	0.9493243243243245	0.805	0.7908575775015192	0	0	0.0278293135435992	0.0147052077711818	0.0428325377303426	0.3904555314533622	0.3446565723063419	0.4375034190371991	0.9721706864564008	0.9571674622696572	0.9852947922288182	0.6095444685466378	0.5624965809628009	0.655343427693658	0.7443181818181818	0.7109113770930159	0.7770024054581746	0.9230701754385966	0.9730662327977764	0.779	0.83	0.7660170341512098	0.8145914611081331	False	1000
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	cocopye	CoCoPyE 0.5.0	competitor	1000	1000	False	completeness	90.0	completeness >= 90%	461	539	7	993	0	454	1.0	0.546	0.5075921908893709	0	0	0.0	0.0	0.0	0.9848156182212582	0.9727880460360244	0.9955555555555556	1.0	1.0	1.0	0.0151843817787418	0.0044444444444444	0.0272119539639755	0.5427995971802618	0.5116038556474535	0.5730110775427996	1.0	1.0	0.515	0.576	0.5022222222222222	0.5136059769819877	False	1000
set_C	Set C (Patescibacteriota) - SUPERSEDED (training leakage)	superseded_leaky	reported	deepcheck	DeepCheck	competitor	1000	1000	False	completeness	90.0	completeness >= 90%	461	539	48	952	2	415	0.9583333333333334	0.583	0.5480362525605786	0	0	0.0037105751391465	0.0	0.0094517958412098	0.9002169197396963	0.872523909145248	0.92617802896503	0.9962894248608536	0.9905482041587902	1.0	0.0997830802603036	0.0738219710349699	0.1274760908547519	0.5640756302521008	0.5315126050420168	0.5943097997892518	0.8918772032902468	1.0	0.551	0.613	0.534856272843445	0.5622319822627465	False	1000
