dataset	completeness_band	tool	n	comp_mae	comp_bias	cont_mae	cont_bias	r2_note	denominator
marine	95-100	CheckM2	114	2.439332863322449	-2.0627784513017575	1.9890350877192982	1.9890350877192982	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
marine	95-100	CoCoPyE	114	1.2536457723539514	0.9504397111064742	4.176706137333092	4.176706137333092	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
marine	95-100	DeepCheck	114	3.577526429646053	-3.577526429646053	1.4565336327803762	1.3373923390580897	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
marine	95-100	MAGICC_V5	114	3.544708381939943	-2.0317490916526335	2.3445409338157894	2.3445409338157894	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	50-60	CheckM2	110	20.947025254956092	-20.947025254956092	1.402636363636364	1.402636363636364	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	50-60	CoCoPyE	110	21.75766706123022	21.75766706123022	31.027072231224558	31.027072231224558	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	50-60	DeepCheck	110	24.51191735242924	-24.51191735242924	2.053255700523203	2.053255700523203	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	50-60	MAGICC_V5	110	0.9428772301471778	0.09276693595299557	0.1709347966090909	0.1709347966090909	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	60-70	CheckM2	105	24.51901496333602	-24.51901496333602	2.2275238095238095	2.2275238095238095	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	60-70	CoCoPyE	105	21.920553478269316	21.920553478269316	35.39124051039234	35.39124051039234	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	60-70	DeepCheck	105	27.043054443636194	-27.043054443636194	3.264034554504213	3.264034554504213	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	60-70	MAGICC_V5	105	0.9754257568882427	-0.36321163000268447	0.2355766853714286	0.2355766853714286	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	70-80	CheckM2	102	22.431522504121723	-22.431522504121723	3.5233333333333325	3.5233333333333325	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	70-80	CoCoPyE	102	17.21023285426979	17.21023285426979	36.673844993549125	36.673844993549125	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	70-80	DeepCheck	102	27.38495475180717	-27.38495475180717	4.464789515616847	4.464789515616847	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	70-80	MAGICC_V5	102	1.3875616434734306	-0.38282993549427274	0.41791276588235293	0.41791276588235293	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	80-90	CheckM2	106	14.917415606508682	-14.917415606508682	5.1329245283018885	5.1329245283018885	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	80-90	CoCoPyE	106	10.889120284725662	10.889120284725662	31.862595218244785	31.862595218244785	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	80-90	DeepCheck	106	21.82788436370622	-21.82788436370622	5.164955656483488	5.164955656483488	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	80-90	MAGICC_V5	106	1.5318142773411385	-1.106345757452076	0.6305907116037737	0.6305907116037737	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	90-95	CheckM2	59	10.122103550502347	-10.122103550502347	5.527796610169492	5.527796610169492	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	90-95	CoCoPyE	59	4.862650093503057	4.862650093503057	21.16407098506393	21.16407098506393	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	90-95	DeepCheck	59	14.514919898820674	-14.514919898820674	4.8615422168020475	4.8615422168020475	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	90-95	MAGICC_V5	59	2.6990244718663052	-0.7562236521972628	0.6838781378644068	0.6838781378644068	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	95-100	CheckM2	218	1.9516208121856484	-1.5893781330929808	2.2609633027522937	2.2609633027522937	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	95-100	CoCoPyE	218	0.9256307529149542	0.8807433498494408	4.585581947291588	4.585581947291588	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	95-100	DeepCheck	218	3.3351435823109763	-3.335141005351437	1.6838936548714245	1.5908786312702599	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
strain_madness	95-100	MAGICC_V5	218	1.0896055871686974	0.8830739861730746	0.7274844311926605	0.7274844311926605	contamination R2 omitted: truth is exactly 0 for every pure gold-standard bin, so SS_tot = 0 (R1-m19)	completeness = retained dominant bp / FULL reference length of the dominant source genome x 100; contamination = total contaminant bp / the SAME denominator x 100 (MAGICC convention, magicc/contamination.py). Truth from CAMI II's own gsa_mapping.tsv contig->source-genome assignment.
